en_sentence	fa_sentence	translation	variety	county	orthography	translator
I told her that when I'd had enough of her she'd have to go	من به او گفتم که وقتی از او سیر بشوم باید برود	وره بوتمه وقتی ونجا سر بیمه ونه بوره	Central Mazani	Babol	Farsi	Vol_2	
with hardly enough to support me in the rank of a gentlewoman,	فقط همین برایم مانده که مقام و موقعیتم را درشان یک خانم متشخص حفظ کنم	فقط همینتا بمونس بیه که شه مقام و موقعیت ره در شان اتا زنای با شخصیت حفظ هکنم	Central Mazani	Babol	Farsi	Vol_2	
in which suddenly something gives way beneath you	مثل این بود که ناگهان زیر پای انسان تهی شود	مثل این بیه که یکدفه آدمه زیر پا خالی بووه	Central Mazani	Babol	Farsi	Vol_2	
I wondered if the bishop's wife saw the flush on my face	متحیر بودم که آیا زن اسقف اثری را که به سرعت صاعقه. در اثر بردن این نام. در صورت من نمایان شده بود مشاهده کرده است یا نه.	تعجب هکردمه که اسقف زنا تاثیری که از بوتن این اسم مه دیم دله پیدا بییه ره بدیه یا نا	Central Mazani	Babol	Farsi	Vol_2	
I am afraid, oh, I am afraid she will tell how she bowed to the ground after that four thousand.	آه! آری بیم آن دارم که که در دادگاه از آرامش قلب خود پس از خرج چهار هزار و پانصد روبل بحث کند.	اووه اره ترسمه دادگاه دله از شه آرامش بعد خرج هکردن چهار هزار و پانصد روبل بحث هکنه	Central Mazani	Babol	Farsi	Vol_2	
but could not eat anything.	اما نتوانست غذا بخورد چون اشتهای خود را به کلی از دست داده بود.	ولی نتونسه غذا بخره چون شه اشتها ره کلا از دست هدا	Central Mazani	Babol	Farsi	Vol_2	
he walked into something very large and solid	ناگهان به مانع بزرگ و سختی برخورد کند	یک دفه اتا گت مانع ور بخرده	Central Mazani	Babol	Farsi	Vol_2	
clutching his wrist	مچ دستش را محکم نگه داشته بود لنگ لنگان راه افتاد.	مه دس مچه زیل داشت بیهه و یواش یواش راه دکته	Central Mazani	Babol	Farsi	Vol_2	
I did not care to face him alone in a place of magic.	دوست نداشتم تنها و در مکان جادویی باهاش روبرو به شم.	دوس ناشتمه تناری و اتا جای جادویی دله ونجا رو در رو بووم	Central Mazani	Babol	Farsi	Vol_2	
seeing him fail a little.	وقتی ایب متوجه شد که او در شرف سقوط است	وقتی که ایب متوجه بیه وره در جر کفنه	Central Mazani	Babol	Farsi	Vol_2	
seeing as I know what I owes you.	مخصوصاً با در نظر گرفتن آنچه به شما مدیونم	مخصوصا با در نظر بیتن ته مدیونی	Central Mazani	Babol	Farsi	Vol_2	
to be my second self, and best earthly companion.	نیمه دوم من و بهترین دوست من در این عالم باشی.	این دنیای دله مه بهترین رفق و نصفه دیگه من باشی	Central Mazani	Babol	Farsi	Vol_2	
but they kept on watching the room.	با کنجکاوی از لای شکاف در شروع به دید زدن کردند.	در سوراخ جا با فضولی شروع هکرده به هارشین	Central Mazani	Babol	Farsi	Vol_2	
I have always sought to revenge my illustrious father	همواره در دلم بود که انتقام پدرم را بگیرم.	همیشه مه دل دله دیه که شه پر انتقام ره بیرم	Central Mazani	Babol	Farsi	Vol_2	
I was not going to be nervous and shy with the servants any more.	دیگر من آن زن خجول و بی دست و پا نبودم که حتی از مستخدمین خانه خجالت بکشم.	دیگه من اونتا خجالتی و هپرا زنا نیمه که سره کلفت جا هم خجالت بکشم	Central Mazani	Babol	Farsi	Vol_2	
that he meant to take also a very good ass he had	ضمناً به گفته افزود که خر بسیار خوبی هم دارد و بهتر است آن را با خود بیاورد	ضممنا شع ه حرف اضافه هکرده خار خر ئدارنه و بهتره وره شه همراه بیاره	Central Mazani	Babol	Farsi	Vol_2	
waiting for the room to clear.	منتظر ماند تا سالن عمومی خالی شود.	منتظر بیه تا سالن عمومی خالی بووه	Central Mazani	Babol	Farsi	Vol_2	
the discovery that he did so delighted them.	این کشف موجب شادمانی ایشان شده بود.	اینتا کشف باعث خشحالی وه بیی بیه	Central Mazani	Babol	Farsi	Vol_2	
apparently obstructed by something in front.	ظاهرا صفوف نخستین به مانع برخورد بود.	ظاهرا اولین صفها به مانع ور بخرده	Central Mazani	Babol	Farsi	Vol_2	
the good things he had eaten or would like to eat.	چیزهای خوبی که خورده بود یا دوست داشت بخورد.	خار خار چی که بخرد بیه یا دوست داشته بخره	Central Mazani	Babol	Farsi	Vol_2	
his hair in an uproar of love	با موهایی که با عشق ژولیده شده بودند.	با می ای که با عشق ژولیده بیه	Central Mazani	Babol	Farsi	Vol_2	
for, after the previous night's experience, he was afraid of losing it.	گویی از تجربه شب گذشته خویش عبرت گرفته بود و بیم داشت مبادا آن را گم کند.	انگار دیشوی تجربه ی جا عبرت بیته و ترسیه وره گم هکنه	Central Mazani	Babol	Farsi	Vol_2	
he had succeeded after a hard struggle in throwing off his sorrow like an empty shell.	پس از یک تکاپوی سخت موفق شده بود که درد خود را مانند یک پوستهٔ خالی از تن به در آورد.	بعد از گلی تلاش موفق بیه که شه درد ره مثل اتا خالی پوس شه تن جا دربیاره	Central Mazani	Babol	Farsi	Vol_2	
smiling in spite of her sorrow.	لبخندی غمگنانه بر سیمای اسکار لت نشست.	اتا خنده ی غمگین اسگارلت دیم سر هنیشته	Central Mazani	Babol	Farsi	Vol_2	
must never be withdrawn as long as he lived.	چرا که تا واپسین دم اجازه خارج کردنش را نداشت.	ونکه تا آخرین لحظه اجازه ناشته وره اخراج هکنه	Central Mazani	Babol	Farsi	Vol_2	
I'll have my head took off, if he was ever in it.	حاضرم اگر ثابت شود در تابوت بوده گردنم را بزنند.	حاضرمه اگه ثابت بووه تابوت دله دره مه گردن ره بزنن	Central Mazani	Babol	Farsi	Vol_2	
almost her first resolution, to seek her for that purpose, in the pump room at noon.	اولین تصمیمش هم این بود که به همین قصد وسط روز به سالنِ آب برود.	ونه اولین تصمیم هم این بیه که به همین قصد چاشت گدر بوره سالن اوو	Central Mazani	Babol	Farsi	Vol_2	
my certainty that everything in my life was in the right place tonight.	مطمئن از اینکه امشب همه چیز در زندگی من در جای درست قرار داشت.	مطمئن از اینکه امشو همه چی مه زندگی دله شه سرجا دره	Central Mazani	Babol	Farsi	Vol_2	
for I now began to be tortured with thirst.	زیرا تشنگی به شکنجه و آزارم آغاز کرده بود.	ون تشنایی شروع هکرده مره شکنجه و آزاد هدائن	Central Mazani	Babol	Farsi	Vol_2	
she asked for the truth	این زن اصرار کرد و من خیلی دلم به حالش سوخت.	این تا زنا اصرار هکرده و مه دل خله ونسه بسوته	Central Mazani	Babol	Farsi	Vol_2	
but her determination was not to return.	ولی در واقع دیگر خیال بازگشت نداشت.	ولی در اصل خیال دگرسسن نداشته	Central Mazani	Babol	Farsi	Vol_2	
but he cursed and made a disturbance to attract a policeman	لکن او شروع به فحاشی کرد و آشوبی بپا ساخت تا پلیس را به آنجا بکشاند.	همینه سه وه شروع هکرده به فاش هدائن و آشوبی به پا هکرد تا پلیس ره بکشنه اونجه	Central Mazani	Babol	Farsi	Vol_2	
evidently expecting him to bow or to step out of his way.	گویی انتظار داشت که شاهزاده آندره به او تعظیم کند یا راه را برای او بگشاید.	انگار انتظار داشته که شازده آندره ونسه کمر ول هکنه یا ونسه راه وا هکنه	Central Mazani	Babol	Farsi	Vol_2	
who have no remorse to disturb you.	از کسانی که باکی از آزار دادن شما ندارند	کسایی که هراسی از ته آزار هدائن ندارنه	Central Mazani	Babol	Farsi	Vol_2	
forgot her flighty conduct and their disapproval of it	همه چیز را فراموش کرده بودند و فرار عجولانه او را از یاد برده بودند	همه چی ره یاد بکردنه و دو هیئیت دو هیدیت فرار ره یاد بکردنه	Central Mazani	Babol	Farsi	Vol_2	
not looking where she was going	توجهی به او نداشت و چیزی نمانده بود	وره توجه نداشته و هچی نمونسه	Central Mazani	Babol	Farsi	Vol_2	
sitting in church on a fine carpet and cushions and draperies, in spite and in defiance of all the born ladies of the town?	چگونه بزرگ خواهی شد و فیس خواهی کرد و کوری چشم بانوان نجیب زادگان ولایت در کلیسا بر فرش خواهی نشست و بر بالش تکیه خواهی زد.	وری گت بونی و فیس کنی و به کوری چش زنان نجیب زاده ی ولایت کلیسای دله فرش رو نیشتی و بالش هر تکیه دنی	Central Mazani	Babol	Farsi	Vol_2	
instead of standing up made a guttural interrogative sound and pointed up in the air.	بجای ایستادن صدای عجیب غریبی از ته گلویش بیرون زد و به هوا اشاره کرد.	بجای اس هکردن شه گلی جا اتا صدای عجیب غریب بیرون بزو و هوا ره نشون هدا	Central Mazani	Babol	Farsi	Vol_2	
which she read by the dim glare of the embers.	در پرتو نور ضعیف آتش بخاری مشغول خواندن آن است.	بخری تش سوی پشتی مضغول بخونسن وه هسه	Central Mazani	Babol	Farsi	Vol_2	
but had some banknotes left over in her wallet.	بلکه مقدار زیادی اسکناس برایش باقی ماند.	بلکه اتا خله کاغذی پول ونه سه بمونسه	Central Mazani	Babol	Farsi	Vol_2	
I love telling that story.	من دوست دارم این قصه را خودم تعریف کنم.	من دوس دارمه شه قصه ره تعریف هکنم	Central Mazani	Babol	Farsi	Vol_2	
being not much out of his course	چون بسیار از مسیر آن دور نبودم خواستم به آن نزدیک شوم	چون خله از راه دور نیمه خاسمه وره نزدیک بووم	Central Mazani	Babol	Farsi	Vol_2	
they had warned her what would happen.	به او هشدار داده بودند که این طور خواهد شد.	وره هشدار هدائه که اینجوری بونه	Central Mazani	Babol	Farsi	Vol_2	
when we agreed to camp again in the valley bed.	باز همه موافقت کردیم که در آنجا توقف کنیم.	ای همه قبول هکردمی که اونجه اس هکنیم	Central Mazani	Babol	Farsi	Vol_2	
straining his eyes to catch a glimpse of her face.	یهودی چشمان خود را بالا گرفت تا قیافه او را نبیند	یهودی شه چش ره بالا بیته ونه ریخته نوینه	Central Mazani	Babol	Farsi	Vol_2	
he was confident that he would make his peace with her.	حتم داشت که عاقبت با او به صلح و صفا خواهد رسید.	مطمئن بیه که آخر سر ونجا صلح و صفا بونه	Central Mazani	Babol	Farsi	Vol_2	
but no one dared to stir.	ولی هیچ کدام جرأت نداشتند تکانی بخورند.	ولی هیچکدوم جرات ناشتنه تکوم بخرن	Central Mazani	Babol	Farsi	Vol_2	
this fresh misfortune of beingforced to flee by night	این بدبختی جدید که ناچار بود در این ساعت شب فرار کند	اینتا بدبختی جدیده که مجبوربیه این وقته شو فرار هکنه	Central Mazani	Babol	Farsi	Vol_2	
yet should understand how things stood between them.	نیز مایل بود او روابط میان خودش و آقای رمزی را درک کند.	بله وه خاسسه آقای رمزی و شه رابطه ره بفهمه	Central Mazani	Babol	Farsi	Vol_2	
not having yet had the honor of doing so	زیرا مجال نشده که شرفیاب خدمت ایشان گردم.	ون وقت نییه ونه خدمت برسم	Central Mazani	Babol	Farsi	Vol_2	
especially since he tried to hang himself.	طناب دار به خصوص به هوشش آورده است.	مخصوصا دار رسن وره هوش بیارده	Central Mazani	Babol	Farsi	Vol_2	
so I found myself alone in the midst of my enemies	من در میان دشمنان یکه و تنها ماندم	دشمنون دله تک و تنها بیمه	Central Mazani	Babol	Farsi	Vol_2	
that she was going to be able todecide for herself whether she wanted me to marry her or not.	اونوقت خودش میتونه تصمیم به گیره که آیا دلش میخواد با من ازدواج کنه یا نه.	اون موقع شه توننه تصمیم بیره که وئه دل خانه مه جا عروسی هکنه یا نا	Central Mazani	Babol	Farsi	Vol_2	
at three in the afternoon he was still waiting for it to clear.	تا ساعت سه بعدازظهر منتظر صاف شدن هوا ماند	تا ساعت 3 بعدازظهر منظر صاف بین هوا بیه	Central Mazani	Babol	Farsi	Vol_2	
who was at that time away at the front, though she was expecting him soon to return.	ولی بنا بود به زودی به شهر ما بازگردد دل سپرده بود	ولی قرار بیه خله زود دگرده امه شهر دل بسپرسه	Central Mazani	Babol	Farsi	Vol_2	
I was glad to settle down into one of the chairs.	از ساکن شدن روی یک صندلی خوشحال بودم.	صندلی سر هنیشتن جا خشحال بیمه	Central Mazani	Babol	Farsi	Vol_2	
she was very stealthily, drew out her pocket handkerchief and applied it to her eyes	دستمالی از جیب درآورد و اشکهایش را با آن پاک کرد.	شه جیف جا دستمال در بیارده و شه برمه ره پاک هکرده	Central Mazani	Babol	Farsi	Vol_2	
so the entire afternoon went by without a single opportunity.	بدین ترتیب تمام بعدازظهر هم سپری شد بی آنکه فرصتی به کلاید دست دهد.	اینجوری همهی پینماز هم رد بییه بدون اینکه کلاید سه فرصتی دس هده	Central Mazani	Babol	Farsi	Vol_2	
that the best method of dispelling such illusions was to drink	که بهترین وسایل از برای زایل ساختن این قسم صور خیالیه نوشیدن است.	که بهترین وسیله ها ره برا خراب هکردن این جور تصورات خیالیه بخردنه	Central Mazani	Babol	Farsi	Vol_2	
stood in the middle of the sleigh, reins in hand.	در میان سورتمه خود ایستاد و مهاری اسب را به دست گرفت.	شه سورتمه دله اس هکرده و اسب اوسار ره دس هیته	Central Mazani	Babol	Farsi	Vol_2	
in a word, he confided his all to her generosity of heart.	بنابراین انتظار دارد که ناستازی کرامت کند و این ازدواج را تسهیل نماید	همینه سه انتظار دارنه که ناستازی لطف هکنه و این تا عروسی ره راحت هکنه	Central Mazani	Babol	Farsi	Vol_2	
but before the week was out he was sure to think better of it, bring me my four penny piece,	لیکن یقین و اطمینان داشتم که پیش از پایان هفته خلق و خویش بهتر خواهد شد و سکه ی نقره را در کف دستم خواهد نهاد	همینه سه مطمئن بیمه که بل از آخر هفته ونه اخلاق بهتر بونه و سکه ی نقره ره مه کف دست النه	Central Mazani	Babol	Farsi	Vol_2	
it will please him to see these gentlemen prisoners	او از دیدن این آقایان اسیر خرسند خواهد شد.	وه از بدین این اسیرون خله خشال بونه	Central Mazani	Babol	Farsi	Vol_2	
which had never prospered either in his hands or in those of his mother	هرگز او و مادرش را سعادتمند نساخته بود	اصلا وه و ونه مار ره خشبخت نکرده	Central Mazani	Babol	Farsi	Vol_2	
others had gone to the front	برخی از ایشان در وضعی به جبهه رفته بودند	بعضی از اونا اتا وضعی جبهه بوردنه	Central Mazani	Babol	Farsi	Vol_2	
after urging him not to strip himself of his property	بعد از آنکه به او پیشنهاد کردم که خویشتن را از دارایی خویش محروم نسازد	بعد ازینکه وره پیشنهاد هدامه که شه خد ره شه دارایی جا محروم نکنه	Central Mazani	Babol	Farsi	Vol_2	
gave me out of the window her hand to kiss.	دست خود را از پنجره دراز کرد تا بر آن بوسه زنم.	شه دس ره پنجره جا دراز هکرده تا وره خش هدم	Central Mazani	Babol	Farsi	Vol_2	
though hardness, not gentleness, made him give little trouble.	البته این موضوع بدان جهت بود که وی به سختی و درد خو گرفته بود نه آنکه ذاتاً بچه آرام و بی دردسری باشد.	البته اینتا قضیه ونسه بیه که وه به درد و سختی عادت هکرد بیه. نه اینکه ذاتا آروم و بی دردسر وچه باشه	Central Mazani	Babol	Farsi	Vol_2	
he learned that there had been a great battle that evening.	اطلاع یافت که عصر همان روز نبرد بزرگی در گرفته است.	بفهمسه همون پینماز روز گت جنگ بییه	Central Mazani	Babol	Farsi	Vol_2	
I pulled my hand free so that we could race back.	دستش رو رها کردم تا بتونیم با هم مسابقه بذاریم	ونه بال ره ول هکردمه تا بتونیم با هم مسابقه بلیم	Central Mazani	Babol	Farsi	Vol_2	
it was all done to assure her that she had fully recovered his good opinion.	اِما مطمئن شده بود که بار دیگر در دل آقای نای تلی جا باز کرده.	ولی مطمئن بیه که اتا بار دیگه آقای نای تلی دل دله جا هکرده	Central Mazani	Babol	Farsi	Vol_2	
I had the curiosity to inquire in a particular manner	حس کنجکاوی مرا بر انگیخت که به طریقی خاص تحقیق کنم	مه حس کنجکاوی ره تحریک هکرده که اتا جور خاصی تحقیق هکنم	Central Mazani	Babol	Farsi	Vol_2	
I stared at her face and tried to think of some way to make the future bearable.	به صورت او خیره شدم و سعی کردم به راهی بیندیشم که آینده را تحمل پذیر کند.	ونه دیم ره هارشیمه و سعی هکردمه اتا راه پیدا هکردمه که آینده ره تحمل پذیر هکنه	Central Mazani	Babol	Farsi	Vol_2	
remember that distant afternoon when his father took him to discover ice.	آن بعدازظهر دوردستی را به یاد آورد که پدرش او را برای یافتن یخ برده بود.	اونتا پنماز ره یاد بیارده که ونه پر وره یخ پیداهکردنه سه بورده	Central Mazani	Babol	Farsi	Vol_2	
I observed, she behaved herself at our house as cheerfully as the rest	من دیدم که او در خانه ما مانند دیگران شاد و خرم است	من بدیمه که وه امه خنه دله مثل بقیه خشحال هسه	Central Mazani	Babol	Farsi	Vol_2	
I could see that she was afraid, though.	می تونستم بفهمم که این موضوع واقعاً او نو ترسو نده بود.	تونسمه بفهمم که اینتا قضیه واقعا وره بترسنیه	Central Mazani	Babol	Farsi	Vol_2	
again she was roused as usual by something incongruous.	ولی بار دیگر یک چیز غیرعادی توجهش را جلب کرد.	ولی اتا بار دیگه اتا چی غیر عادی ونه توجه ره جلب هکرده	Central Mazani	Babol	Farsi	Vol_2	
the same way he used your mother.	همان طور که از مادرتان استفاده کرد.	همونجور که شه مار جا استفاده هکردنی	Central Mazani	Babol	Farsi	Vol_2	
when all this was observed in him	وقتی تمامی این امور در او به نظر رسید	وقتی همه ی این کارا ونه نظر برسیه	Central Mazani	Babol	Farsi	Vol_2	
leaning on his saber and beating time with his foot	آرنجش را روی شمشیرش تکیه داد و با پا به آهنگ رقص ضرب گرفت.	شه السکینه شمشیر رو تکیه هدا و لینگ جا با اهنگ رقص ضرب بیته	Central Mazani	Babol	Farsi	Vol_2	
of never complaining, never criticising, no matter what happened	مبنی بر اینکه هرچه هم پیش بیاید هرگز لب به شکوه باز نکنند و خرده نگیرند	به شرط اینکه هر چی هم پیش بیه گله نکنن و ایراد نیرن	Central Mazani	Babol	Farsi	Vol_2	
left him there alone.	در آنجا او را تک و تنها گذاشتند.	اونجه وره تک و تنها بشته	Central Mazani	Babol	Farsi	Vol_2	
regret, in a reasonable way, that he should be so late.	خیلی هم معقول افسوس بخورد که چرا این قدر دیر آمده.	خله هم معقول افسوس بخرده که چه اننه دیر بمو	Central Mazani	Babol	Farsi	Vol_2	
for the first time, unaccountably ashamed of the number of his servants and of the splendour of his table.	برای نخستین بار به طرزی توصیف ناپذیر از تعداد خدمتکاران خود و شکوه میزش شرمنده شد.	اولین بار سه از تعداد شه خدمتکارا و میز عظمت خله شرمنده بیه	Central Mazani	Babol	Farsi	Vol_2	
he shunned my eye.	از نگاه به چشمان من پرهیز کرد.	ازینکه مه چش ره هارشه پرهیز کرده	Central Mazani	Babol	Farsi	Vol_2	
then bestowed upon it a kick which could have emanated from no leg but a beadle's.	بعد لگد سختی که فقط از پای بازرسی ممکن است صادر شود بر آن وارد آورد.	بعدش اتا زیل لو وره بزو که فقط اتا بازرس لینگ جا بر ایمو	Central Mazani	Babol	Farsi	Vol_2	
again she earnestly conjured me to give up all thoughts of going out with her brother.	باز هم با اصرار زیاد از من خواست که اصلاً فکر رفتن با برادرش را از سر خود بیرون کنم.	ای با اصرار مه جا بخاسه که فکر بیرون بوردن با ونه برار ره سر جا بیرون هکنم	Central Mazani	Babol	Farsi	Vol_2	
if it were not enough we were to let her know	اگر این مبالغ کافی نباشد کافی است به او خبر بدهیم	اگر اتنه پول وس نباشه وره خور هدیم وسسه	Central Mazani	Babol	Farsi	Vol_2	
I told you he was plain.	به شما گفته بودم که خیلی معمولی است.	شما ره بوتمه که خله معمولیه	Central Mazani	Babol	Farsi	Vol_2	
leaning against the bulwarks, and mildly eyeing those around him	به موج شکن تکیه داد و نگاهی نرم به اطرافیان افکند	موج شکن ره تکیه هدا و شه دور و وره خله یواش هارشیه	Central Mazani	Babol	Farsi	Vol_2	
he first stood and then seated himself	ابتدا چند لحظه ایستاد و بعد روی صندلی نشست.	اول چن لحظه اس هکرده و بعد صندلی رو هنیشته	Central Mazani	Babol	Farsi	Vol_2	
before we are through you shall see for your selves.	پیش از آنکه دفاعیات ما تمام شود شما به صحت این نکته پی خواهید برد.	قبل اینکه امه دفاع هکردن تموم بووه شما متوجه درستی این نکته بوننی	Central Mazani	Babol	Farsi	Vol_2	
but before he could do anything else	اما قبل از آن که واکنشی از خود نشان دهد	ولی قبل اینکه واکنشی نشون هده	Central Mazani	Babol	Farsi	Vol_2	
to set forth the valour of my own dear countrymen	سپس خواستم دلاوری هم وطنان خود را شرح دهم	بعدش بخاسمه شه هم وطنای سه شه دلاوری ره بووم	Central Mazani	Babol	Farsi	Vol_2	
I told him, too, that he being in other things such an extremely sensible and sagacious savage	همچنین به او گفتم که چون در سایر چیزها مرد وحشی بسیار باهوش صاحب فهمی است	وره هم بوتمه که مثل چیزای دیگه وحشی مردی خله باهوش و فهمیده هسه	Central Mazani	Babol	Farsi	Vol_2	
putting out her hand behind her, held mine in it, until we came near to where he was standing in the garden, where she let mine go, and drew hers through his arm.	اما در همان حال معلوم بود که دلش لبریز از مهر است.	شه دس ره پشت سر دراز هکرده و و مه بال ره بیته و مره بورده باغ دله که وه ای هکرد بیه و مه بال ره ول و هکرده و ونه بال ره دماسیه	Central Mazani	Babol	Farsi	Vol_2	
my late anguish was swallowed in a paroxysm of despair.	ناگهان در خود احساس غربت و نومیدی وصف ناشدنی کردم.	یه دفه احساس غربت و ناامیدی زیادی شه دله حس هکردمه	Central Mazani	Babol	Farsi	Vol_2	
but the hand made no response'dropped cold and heavy, and took to its knitting again.	اما دست مادام دوفارژ در برابر آن هیچ گونه واکنشی نشان نداد و سرد و سنگین بافتن از سر گرفت.	ولی مادام دوفارژ ونه سه هیچ واکنشی نشون ندا و سنگین ببافتن ره از سر هیته	Central Mazani	Babol	Farsi	Vol_2	
I was not to be assured immortal life.	از رسیدن به جاودانگی بی قید و شرط محروم شدم.	از برسین به جاودانگس بی قید وشرط محروم بیمه	Central Mazani	Babol	Farsi	Vol_2	
till we fell into a profound sleep	تا سرانجام به خوابی عمیق فرو رویم.	تا یالاخره گت خوی دله بوردمه	Central Mazani	Babol	Farsi	Vol_2	
the eyes round and bright and she was sitting there speechless	ساکت و صامت سر جایش میخکوب شده بود.	ساکت و بی تکون شه سر جا مخکوب بیه	Central Mazani	Babol	Farsi	Vol_2	
she endeavoured not to be uneasy	اِما تصمیم گرفت فکر بد به سرش راه ندهد.	ولی تصمیم بیته فکر بد شه سر راه نده	Central Mazani	Babol	Farsi	Vol_2	
suggested the plan of going over to see the grandmother.	پیشنهاد کرده بود که به دیدار مادربزرگ برویم.	بوته بوریم گت ننه ی بدینه واسه	Central Mazani	Babol	Farsi	Vol_2	
I was to lay whatever of station or fortune I might possess at your feet	تمام ثروت و مقام خود را در پای شما بریزم	شه ثروت و مقام ره ته لینگ بن کممه	Central Mazani	Babol	Farsi	Vol_2	
but with eyes still cast down, soon went on.	اما همچنان با نگاه پایین افت ده گفت	ولی همونجور با نگاهی که پایین دکته بوتته	Central Mazani	Babol	Farsi	Vol_2	
I shall be on the king's left and as I am the chief person threatened, remain at the coach door to the left.	من در طرف چپ شاه خواهم بود شما طرف چپ کالسکه را داشته باشید.	من شاه چپ ور درمه شمه کالسکه چپ وره دارین	Central Mazani	Babol	Farsi	Vol_2	
but this attitude of silent and open eyed attention had marked him out for a victim.	لکن قربانی قیافه ساکت و متعجب خود گردید.	همینسه شه قیافه ی ساکت و متعجبه قربونی بیه	Central Mazani	Babol	Farsi	Vol_2	
perhaps such men may have been able to relate their feelings afterwards.	این مرد ممکن است احساسات خود را برای شما تشریح کند.	اینتا مردی ممکنه شه احساسات ره شمه سه بوه	Central Mazani	Babol	Farsi	Vol_2	
I shall carry the mark to my grave.	جای آن تا دم مرگ در تنم باقی خواهد ماند.	ونه جا تا بمردن موقع مه تن دله مونه	Central Mazani	Babol	Farsi	Vol_2	
tossed the rifle onto the corpse, and walked home.	تفنگ را به روی جنازه انداخت و به خانه رفت.	تفنگه جنازه ی رو دم هدا و بورده خنه	Central Mazani	Babol	Farsi	Vol_2	
I felt him grasp my hair and my shoulder	حس کردم موی سرم و بازویم را گرفته.	حس هکردمه مه سر می و بال ره دماسیه	Central Mazani	Babol	Farsi	Vol_2	
I suppose you angered him somehow?	به طور یقین شما او را خشمگین ساخته بودید.	حتما تو وره عصبانی هکردی	Central Mazani	Babol	Farsi	Vol_2	
then let me die.	ولو اینکه من از شادی قالب تهی کنم.	حتی من از خشحالی جان در هدم	Central Mazani	Babol	Farsi	Vol_2	
in order to force him to raise his head a secondtime.	تا وادارش کند که یک بار دیگر سر بردارد.	تا وره مجبور هکنه اتا بار دیگه شه سر بلند هکنه	Central Mazani	Babol	Farsi	Vol_2	
he had only to reach out his hand to take his pen	کافی بود دست دراز کند و قلم بردارد	کافی بیه دست دراز هکنه و قلم ره بیره	Central Mazani	Babol	Farsi	Vol_2	
that something had happened, some one had blundered.	فهمید اتفاقی افتاده و کسی دسته گلی به آب داده بود.	بفهمسه اتا چی بیه و اتا نفر دسته گل او هدا	Central Mazani	Babol	Farsi	Vol_2	
which she did with great cheerfulness and quickness.	این عمل را با خوشحالی و چالاکی انجام داد.	اینتا کارره با خشحالی و تند انجام هدا	Central Mazani	Babol	Farsi	Vol_2	
when my door suddenly opened and this gentleman walked in.	که ناگهان در باز شد و این آقا نمایان گردید.	که یک دفه در وا بیه و این تا مردی پیدا بیه	Central Mazani	Babol	Farsi	Vol_2	
he repeated his threatenings	آنچه به خاطر تهدید ما گفته بود تکرار کرد	اونتایی که امه تهدید واسه بوته ره د باره بوته	Central Mazani	Babol	Farsi	Vol_2	
until I saw it in the dying boy.	تا آن روز و در این نوجوان مشرف به مرگ.	تا اون روز و اینتا جوون رو به مرگ	Central Mazani	Babol	Farsi	Vol_2	
climbed over the gate with the intention of discovering whether it were not sweetbriar.	از درب ورودی بالا رفت تا گل را از نزدیک ببیند	در رودی جا بالا بورده تا گل ره از نزدیک بوینیم	Central Mazani	Babol	Farsi	Vol_2	
he used to tease the life out of her about it.	او شروع به سر به سر گذاشتن باکت کرد.	وه شروع هکرده به سر به سر بشتن باکت	Central Mazani	Babol	Farsi	Vol_2	
r, was in despair at his utter inability	آثار این اضطراب در چشمان او ظاهر بود.	اینتا ترس اثر ونه چش دله معلوم بییه	Central Mazani	Babol	Farsi	Vol_2	
that there was a puddle in the middle of the street	یا در وسط خیابان چاله آبی وجود دارد	یا خیابون میون اتا چالوک اوو دره	Central Mazani	Babol	Farsi	Vol_2	
but he insisted on speaking to her.	اما او اصرار کرده بود که با بل انش حرف بزند.	ولی اصرار هکرد بیه که بل آنش جا گب بزنه	Central Mazani	Babol	Farsi	Vol_2	
dwell upon memories of the past.	به تأمل درباره خاطرات گذشته واداشت.	مجبور هکرده در باره خاطرات گذشته فکر هکنه	Central Mazani	Babol	Farsi	Vol_2	
I was afraid he would notice that my hand was shaking.	وحشت من از این بود که مبادا سرهنگ متوجه دست لرزان من شود.	مه ترس ازین بیه که نکنه سرهنک مه لرزنیک دسسه متوجه بووه	Central Mazani	Babol	Farsi	Vol_2	
I hated that she had this unconscious power over me.	از اینکه او هم چین قدرتی بر من داشت متنفر بودم.	ازینکه وه همچی قدرتی مه سر داشته مره بد امو	Central Mazani	Babol	Farsi	Vol_2	
but another officer was by her side quickly.	اما افسر دیگری به سرعت خودش را به او رساند.	ولی اتا افسر دیگه خله زود شه خد ره برسنیه به وه	Central Mazani	Babol	Farsi	Vol_2	
a preference which I never believed him to deserve.	در حالی که به نظر من اصلاً لیاقت این احساس تو را نداشت.	در حالیکه مه نظر اصلا ته لیاقت ره نداشته	Central Mazani	Babol	Farsi	Vol_2	
he expected to see her appear at all the corners of the paths	کریستف امیدوار بود که دلدارش در خم هر خیابانی ظاهر گردد	کریستف دل ره وسه ونه دلخاه هر خیابون سر ظاهر بووه	Central Mazani	Babol	Farsi	Vol_2	
then to my own head and body, to signify that I desired my liberty.	سپس بر سر و تن خود گذاشتم و بدین گونه نشان دادم که آزادی خویشتن را خواهانم.	بعدش شه سر تن رو بشتمه و نشون هدامه آزادی خامه	Central Mazani	Babol	Farsi	Vol_2	
