ڤەختێ گ ئەو کوڕە ئەو نامە دڕێژ و ژاندارە مەخوەنێ	while he read this long and painful letter	when he read her in a high, cracking voice
بگر پێشگوویی گەنێ ئەڕا سەفەر ئەو بی	as if it boded ill omen to his venture.	as if it contained some further favorable word about his journey.
چۊن ئەژ ڤیر چێن مەرگ بی	because it was the forgetfulness of death.	for death was forgotten.
سێوەر کەسێ گ هۊچ ڤەخت نەیەسێ	the shadow of someone she had never met.	the searing, destroying power of such a thought as that
منیژ کەمێ حس خاسترێ دێرم	I felt a tiny bit better, too.	I've got a better sense too
هەرچێ زەر بی ڕژانمە نام مشت ئەو پێا	poured all the gold into his palm	I'd jerked, what I meant is, to do that.
ڤێ زەربە ڤە جورەتا خواردێ	he took the blow bravely	like a shiver running down his spine.
بەڵام ڤەختێ گ ڕووژەل سۊرە تەمام بین	but when the wedding days were over	but when the days were over
قەڵب گشتان ڤە یێ گل ڕژێا	as for a moment their hearts sank in.	before all goes down that night with a single crash.
بەڵام چەمەلێ قسەێترانە مەکرد.	but her eyes spoke quite differently.	but her eyes replied to another form.
ئە بێ دەنگییا هووساویە لا پێای	she had stood by her husband's side perfectly silent	she sat in silent expectation of him.
م گووشم گرتەر قسەل ئەو.	I obeyed him to the letter.	I attention disengaged, he necessarily began on the subject with her.
نەمیێ دۊربینەی و چێرێ لا دەلاقە.	snatched up a pair of binoculars, and stepped to the window.	not so close to the water but that it left a narrow space on which to land conveniently.
ئەو پێا ڤتێ م قەت ڤە ئێ زۊییە چەمتڕێ تو نەویم	I never expected you so soon, he said.	I would never expect you,' he said.
م ڤە شوون ئەوا ئەژ ئوتاخە چێمە دەرێرە	I followed her from the room.	I quitted the chamber.
گ دەرگا و دیوار و نام ماڵە تەڕ کردۊویتێ	that had left both walls and floor soaking wet.	which was as wet as everything else in the walls and in the house.
کلیلکەێ کرێیە نام زەمینرا	his fingers dug into the ground	there was a key in the lock
گ ناچار بیم دەنگ نەکەم	I was therefore forced to hold my peace.	I had to keep my voice shut.
گشت ڕووژ چەمەڕێ هاتن ئەو بی.	all day long she waited for him to come.	expected him all day.
ڤەخت نەێرم دوارە ئەوە بخوەنم و هەڵەچنی بکەمێ	I shall have no time to read it over and correct it	I haven't got time to read it again.
ڤە هەڵە پەڵە چێرێ لا دەلاقە گ ڤاز کەێتێ	hurried to the window and tried to open it	wrong way to the bottom of the boat that was leaning over the bulwarks
تا ڤرە گ ڤیرمەم نمەکرد	I didn't even think about it.	though I held him still.
دتی نزیک پانزە ساڵان هەتە دەرا، ڕاست بی	a girl of about fifteen ducked out, straightened.	she was filled once she reached fifteen and was successful.
جهان گوجرە و نائارام ئوو مەڕکیا	his small and insecure world tottering.	the world of wrinkled and uneaspered world.
تەنیا چێ گ ئەوان مەزانستان یەڤە بییە.	but all they knew was	the only thing they knew was that.
تازە ئەژ تەوەقە سەر هاتۊوی.	he had just descended from the upper storey.	it was only yesterday that he had come home.
ئەو ئافرەتە ڤە یاواش یاواش ساخی وژ هاردێیە دەس	she recovered from it slowly.	she had softly lost her needle
ئە ڕێیەڕە بەڵێنم دا گ نامە ئەڕا ئەو ئافرەتە بنۊسم	I promised, on the road, to write to her.	I promised he'd let her know that I'd written a letter.
خاسترە گ ئەو ڤە توو جێیەرە بمینێ تا دوکتور بایرێ بڵنگ سەرێ	he ought to be in bed, under the hands of a doctor.	better stay at the bottom of the room than in the hope of finding signs of improvement
ئەوان ڤەگەرد یەک چن	they went away together	they are connected with one another.
میمی گیان کول نیمەڕوو چەمەڕێ تو بی	auntie has been waiting for you all the afternoon.	I've been waiting for you all day here.
ئەڕا یەڤە گ خزمەت ئەر تو بکەم حازرم گیانم پێشکەش کەم	I'd give my life to serve you.	that I am ready to give up my whole life if I accept you,
ئەو پێا نوا ئاواکان گرتێ	he stopped the others.	the man hit the bulls's eye twenty times out of twenty two.
هاڵی پڕتاڵەلەێ نەگوەڕانۊویتێ	still fully dressed.	nothing around them seemed changed
م ئەژ ئە ڤەختەرا دی ئەڕانم خوەش نییە ئێ گۆڕانییە بشنەوم	I never rightly liked to hear it since.	I do not like to hear more of it.
ڤەخاتر یە، ڤەبێ یە گ فکر ڤە ڕەفتارەل پێس شۊەێ بکێ ڤتە بێن گ نەبایس وژ بترسنێ	therefore told her, without any reflection upon her husband's unhandsome behaviour, that she need not frighten herself,	therefore told her, without any reflection upon her husband's unhandsome behaviour, that she need not frighten herself,
چماێ ئەژ قودرەت فکرکردن بێ بەش بی.	she was as though deprived of the power to think.	she was as though deprived of the power to think.
خەدەمەلێ هۊچ پیاێکانێ نەۊنۊ بێجگە مەلەوانەلێ چۊ وژان.	her crew having seen no man but floating seamen like themselves.	whereas these gipsies were an ignorant people, not much than savages.
جەریانەێ ئەهانە قەوی بی گ ڤەسەر لەنگەرە وژێ مەکیشا.	the current so strong she pulled upon her anchor.	the current so strong she pulled upon her anchor.
ڤەگەرد ئوتاخ بێ بنێ گ ئەڕا ڕەنج کیشان مەنۊوا.	with still endless room left over to suffer in.	with a garret which was out of place for sleep.
گ یەکم نازلەێ هانە ڤەخاس دەسەبێن کرد گ پێشنیارەێ گ کراس شەوانە ئەێڤەر بکەێ، ئەڕانێ ئاسان بی.	that he began his first caresses with so much care that his suggestion that she put on her nightdress seemed natural to her.	that he had suggested that he proposed to her to go on at once.
ڤەجوورێ گ ڤەبێنێ هانە نەوی گ فکر بکەێ ئەژ مەرز زوورڤتن ڕێ بوو، ئەژ لاێکێ دیکەشەڤە هەڵە بکەێ، ئەژ دەڤەتکردن ئە ژەن و مێرد جوانە.	so that he did not think he was going beyond the bounds of condescension, nor, on the other hand, making a mistake, in inviting the young couple.	as inconsiderable as he was, to think of the necessity of improvement in his future partner.
هەر کلکێ ئەژێنێ سەرژان میگرنییان داشت و لیسک ڕووژ دەست کردۊتێ ڤە ئەورگرتنێ	each of her fingers had a migraine headache and the daylight had begun to take on	each of them had a migraine headache and the daylight had begun to take on
بێ یە گ گڕێ ئێ کیس بەیمن ڤە کەشتییە دۊرا بیمن.	we had shoved off and given way.	we had shoved off and given way.
هنازی گە چەکووەکێ بەستۊ پشت ئشکیاووینو	when you had just broken your knife against the coat of mail	so that it seems to have been drawn and contorted convulsively.
جور جار جاران لەڕ و نازار	delicately frazzled and beautiful as usual.	as usual, handsome and pale.
سەروەری ئایم ڤەسەر وژ	the sovereignty of man over himself.	above all, one has to say
دیم هۊچ نیشانەێ ئەژ زام نەوی	we saw that there was no sign of a wound	I saw there was no sign of a wound
م دوارە سەرمێ ڕۊ کرتەل وژم حێزدا	I looked back up from my homework'comforting	I looked back up again, with my own naked face
ئەو ژنە پێای ڕێ کردێ تا م بگرێ	she sent a man over to try to get hold of me.	she sent a man over to try to get hold of me.
ئەڕا پێای گ ئەڕا ئەو ئافرەتە بییە	for a man he was to her	for the man who had been married to her
یەکی ئەژ ئاوەختدارەل چەمەلی ئەژ ئەوین بەستۊتی	one of the interested parties had his eyes blindfolded by love	one of the interested parties had his eyes blindfolded by love
م ڕوومانسیزم نیاسە لا	I've abandoned romanticism	I push my hair back off my face.
بەڵام م شوون بووەمە ماڵەێرە گرت	but I followed the scent through the house.	but I followed the scent through the house.
کوڕە وەک توورە خاڵیێ ڤە گەرد وژە مەکیشای	dragging the boy, now, as easily as if he were an empty sack.	the boy remained in the full bloom of luxurious contentment.
بگر ڤیریایی چۊ نۊر نادێاریێ مەزگ ئەوان هەردک گیسانێ	as though an invisible beam of understanding shot between them.	as though an invisible beam of understanding shot between them.
یەکێ ئەرک داشتێ گ قوتی حاڵیێ بنێیەر جێ دێاریێ	one of whom knew how to place an empty lard can on a certain spot every few seconds	one of whom had the duty of breaking down the regiment
م ئێ قسەمە ئەڕا یەوە ڤتە گ، ئەگەر تا شەو نەتونستمان دژ یا ئوتاخ ژنەم ئەدی کەیمن	I say this because, if we could not find my lady's palaces or castles to night	I say this because, if we could not find my lady's room or our rooms to night
جوور هامڕێی گ دوما نەوین درێژێ بایا	like a friend come back from a long absence.	like a friend that lasted nine years
مەزانی، ئەوەڵ بایەس سیفا وژم بکەم.	I'll have to see first, you know.	you know, I'm going to have to figure out first, you know.
هانە ترسیاوی گ ئێ قسە کردن هووساوا	who, in something of fear, stopped talking.	I am afraid you will stop talking.
ئەو تەنێا چەن گام دەوی	really he only ran a few steps alone.	she merely took a few steps
هەر یە چیئی ئ نوم ڵەمی دڕیایی	something just bust in her.	hammered nails into him and crucified him, and afterwards
ئو ئازێ چەمیای و ئەڤەتە حێزدا	he had to stoop quickly to catch it.	he leaned forward, groped for hers, found it.
چێمێ کە دی ڤتم ئەڕانان	tell them what I had seen.	I told them what I had seen.
ئەو پیرەمێرد چارەڕەشە مردێیە	the poor old man did die	the old man is as surly as a dog.
سیفا کرد ک دور بێ و ئەێرگیێردێ	thinking she would turn around and go back.	declared that he was out of sight, and that th ewounds
ئێ شێڤە ئەو شێڤە نییە گ ئەوە مەشناسێای	this is not the face she knew	this is not the way to get him to know.
بتڵام ئەو تەنێا دایا پیر گوجەرێ بی گ پڕتاڵ ڕەش ئە ڤەرێرە بیتێ	after all she was only a little old woman in a black dress.	his bottle is only a small one old one old one old gentleman's dear old gentleman who has laughed at it.
بایەس سفا بکەم گ چە بکەم.	I must think what to do.	I must think of what to do.
جێیەلێ هەس گ بایەس بچم.	I got places to go.	I have places to go.
ئاخرێ سەر وژ حێزدای	but at length she raised her head	but he bowed his head towards her
گشت لاپەرەم کەنا و ئایشتمەێ دۊر	I cut the page right out of the book.	I folded them all up again carefully.
تونستێ زاڵ بووەر ترسەل وژ	she managed to overcome her fear	she could now overcome her fear
قەڵبێ کەتێ تون تون کوواێن	his heart beat so violently	his heart broke
ئەڕا یەڤە گ ئەسرەلێ بشارێیا ڤیر وژ کردێیێ ئەولا ئۆتاخە هۊشتێیەر جێ	she turned quickly to hide them and left the room.	because her tears rose to her eyes as she walked round the room.
source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	I held the clock in all four hours.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	wearing a jacket and tie.
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I don't know what itching powder is.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	he tried to understand the old lady's passion.
روزنومه ره میز کنار جا بیته.	he picked up the paper.	put away my paper
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	but that he should lose the one dear girl.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	with a strong slash across the face, furiously commanded me.
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	I really was a prisoner of the healers.
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	that he had caught a cold with the doors being left open
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	I stepped softly down on tiptoe.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but they tell you everything was a mistake and a crime?
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	to express my view of the water, and to our rusticity of expression.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	but with the impression that he was in the same attitude
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	but I was very sorry about it.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I love seeing her too, for she is so worn away.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but suddenly he put his hand on its biceps in a fascinating but decorous d'shabill'.
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	the landlord had taken care and pains to prepare for them the best supper that was in his power.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	went over the dimming piles of nostalgic waste that life had accumulated at the foot of the building.
من فقط ونه این زنا ره بوینم	I must see the lady.	I just saw his wife.
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	you've thought it's really hurting him
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	but it was difficult to read the words
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	I lost all hopes and aspirations of the wind.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	their master either dead or captured.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	so immediately, and so much to the changing of his position, he was prepared.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I suddenly realized that it was my last year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	I rub my face confusedly.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	but the expression in them was as dull as we stood at the moment.
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I precisely found it was the same copy.
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	so you must remind yourself of it and be left alone with me.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	but no one dared to meddle with his affairs.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	that the captain was condescending when he noticed them at all.
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	she persisted in riding on the sled.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	which was the substantial dwelling of the true building.
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	it was a painful ordeal which would have been too much trouble.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry I drew you around.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	when you realize that you are going to die on the beach.
هچ را مه واسسه امکان ناشته	as I could not possibly have done	it was impossible for me to imagine
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	I am sure that the death could have been caused by him.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	then, making him jump so badly that he dropped the egg, you picked up the book.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	the coach was full of my servants, and my chailer was commanded.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	I must have done so without the consent of my fiance.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	he liked to enter deliberately on the door
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I'm glad he's in time get back to bed.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	but I think the misfortune of this squandering is repugnant to me.
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	peered over the edge.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	the pallor and anguish expressed on his countenance
این کار اما ره تنبل و سس کنده	which disposed us to sloth	take up our position and keep them in peace.
که این وال ره جوری هکرده که اینتی ترس ایجاد هکنه	that so much invested the whale with natural terror	when he came to the count's room to make him more afraid of doing the wrong thing by others than of getting his own toes pinched.
از اینکه اون چپون کیجا ره نوینه دیگه تصمیم بیته که شه مله ره سر اله	in order to escape from her, he determined to quit the country	nevertheless, he made up his mind to renounce his wife
هچ شه جا راضی نییه	her mind had no distaste for her own set	but he will not be happy to eat anything.
کلاید شه تعهد ره از یاد بورده	the obligation faded.	clyde remembered his singular conduct of determining antecedents.
بوا هم امون ندا و زمین و زمان ره دپیته	I never see the wind blow so.	the congratulation on their long postponed meeting to an anxious inquiry, whether he were worse than usual?
ولی شازاده وره پیش دکته	but the old prince interrupted him.	but the princess prevented
ناگمونی تند شلاب جا رته رم بییه	turned into a rout because of a devastating downpour.	suddenly seems the funniest thing in the world.
اونجه ره برای اینکه بعدا امه همکلاس و درس بووه رج هکردمه	arranged it for the future schoolroom.	where we continued to observe the range of closed doors.
من کشیش هسسمه و ونه از هر فکر بدی شه جا دور باشم	I am a priest and therefore I ought to be above suspicion	I've been the preacher and I'm going to have to go away with all my thoughts.
هنو با هری شیش گوم فاصله داشته	still lying on the staircase six steps below him.	as it was, perhaps, about six miles to spare.
شه دقیقه تموم اسب حرکت ره اشا	watched the horse's action for the space of three minutes	now return to your horse and show him all the strength of his heart.
ولی فکر هکردمه که غم و غرصه چیزی هسسه که بهرحال آدم ره دس دنه	but I thought grief was something you felt anyway.	but I thought it vaguely wicked sort of decadent and foreign and aristocratic to keep later hours.
از پله بالا بورده تا راهروی دله برسییه به ات تا در	went up the staircase to a door in a corridor.	he ran up the stairs and into the corridor to another door
هرچن این زمت مزی که خرند باشه نداشته	though with but small success for their pains.	though not necessarily conciliated.
همینتای سسه ات تا وکیل ره واسطه بیته که کار ونه جدایی از وه ره درس هکنه	but sent an intermediary to arrange the terms of the separation	but he found a lawyer who would advise him to make his confession.
چون پیشترا این همه نیاز ناشتمه تِن بائم	for I have never had such need of haste before.	I didn't need to go with you before.
از دستوری که ونه مردی وره هدا	at the orders her husband left her	from the command which her husband ordered
با کنجکاوی و دقت اون زمین که دکتمه ره شه دور ور ره اشامه	look around me with some interest on the strange land that I was in.	I looked round
پشت جا سنگ خره سر لم هدا	lay down on his back on the heap of stones.	laying sheepskins on the ground
قرار نییه ایی وره از نو بوینم	I was never supposed to see him again!	I'm not going to see him.
انگار ناچار بینه که بلن و شه حرف ره بزنه	as if they were forced to let him say it.	as if she had to stoop low to speak.
همنتای سسه شمه سره ور بتجسسمه	that is why I hastened to you.	so I guess I better make sure you're not going to die on his hands.
نخوامبه دیگه این موضوع خوری گپ بزنم	I don't wanta talk about it no more,	I won't think about it now.
همینتای واسسه هسسه که سطح کشاورزی فرو بورده	that's how it is the whole level of husbandry has fallen.	that's how it is the whole level of husbandry has fallen.
ونه ته ره هشدار هدم این اتاق جا هم گت تره	I should warn youit's bigger than this room.	I warn you that this room is a big one.
شه واسسه و شه وچون واسسه ات تا دوکتور استخدام هکرد بییه	for herself and the children she employed a physician.	for a draught of the beverage prepared by the doctor
تا اونجه که تونسسه مفق بییه گت گتون میز ره اماده هکنه	she did everything possible to keep the places at the table of honor in order	stayed as long as possible, and was expanded to make room for his own room.
این نحسه مار ره دیین تلافی ره هکنه	a recompense to you for his mother!	but it was all done to assure her that she had fully recovered the good pleasure of seeing her mother.
همینتای سسه شوسری بورده اونجه	he went down that night.	so the brother in law had gone to bed.
شه اسب ره مهمیز بزو و دیما روخنه بورده	spurred his horse and galloped into the river.	after having smelt himself out, and looking grimly.
منم شه جا زمزمه کردمه	I still humming my little tune.	I glanced at the angry mob, too
چن تا تیکه یخ ره دسمال دله دکردا ونه سر بشندییه	ice cubes on her head	her head covered
کشید و از اون شه ریکای عکس ره بیرون بیرادن واسسه به کار بورده	she used it to push out her son's photograph.	taking from it a photograph she had made for her own room
تو شه پیش خیال هکرد بی که ات تا کچکی جنگ مه جا هکنی	you reckoned on a bickering!	you would have thought it vaguely wicked sort of decadent and foreign and aristocratic to keep me.
دلسوزی په کره هم بییه مه ره اتاق دننه	I should be given a small room as a favor	or I may become troublesome
بیتتر از اسلحه و گلیله سراغ دارمه	than either a bullet or a knife.	I must outfit a better gun.
هر کی ات دور شوهرت مزه ره بچشه	once you've had that first taste	but all through the house
هارشینه تونده ات د سات اون حال هوا باخسه	or trying to snatch an hour or so of sleep	after breathing their dust for a couple of hours
انگار هچیی پیش نییمو	just as if nothing had happened.	as if we had nothing before us
با این کار اتکه ونه تنِ پوس و لواس بوسندی بییه	tearing both skin and clothes to some extent in the effort.	with this she was as though deprived of the power to think.
من سرنوشت این بییه که درس روز جان بکندما زجر بکشم	I shall have to toil and moil all my days	I am, therefore, in a measure constrained to live
ات دسته آدمه که دیین ره تازه شرو هکرده و النده که ازرائیل ونه جان ره بیره تا د مرتبه بیعاری هکنه	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	then, making him jump so badly that he dropped the egg, someone spoke.
ایی خواسسه دیگرون دم ره بیره تا کیک ره نخرن	as earnestly tried to prevent any body's eating it.	he wanted to take another sock that they didn't need to come looking for cakes.
تا اون گدر که وشون چش اسپی دیار نییه من مشکلی نارمه	I'm not really in trouble until I see the whites of their eyes.	I shall never do till they have the eyes of a white man upon the skin.
من انتظار ناشنه که شه باشم	I hadn't expected to be myself.	I do not expect you to be one of mine
چونکه ویشتر از هش سال ناشته	for, although she was only eight years old	he could not have been more than eight
اول باشن چون که چپر فقط ات نفر سسه را داشته	both of them could not be first, for the ladder would but admit one man at a time.	they were first because there was only one absorbed lodge on the land.
اونجه جز هسسکا هچچی دنی بییه	naught was there but bones.	thence nothing remained but pestilence.
من میز دورور ره ات تا بشامه	I look helplessly around the table.	I had something to do.
حتی اون زمانی که ونه دره حبس بیی بییه	not even the length of time he had been imprisoned	even when he was still living
وره سره ی ور بکشییه	dragged him to the house.	dragged it over to the front.
شما اولی آدم هسسنی که اینتای جا باخور بوین	you'll be the first to know.	you was the first that found out
شما ره بتتمه که من دیگه کشیش نیمه	I told you I ain't no preacher	I got to tell you, I ain't a preacher no more.
ظاهرا مه میونی انگوس دون بلنتر بییه	seemed to be somewhat longer than my middle finger.	the appearance of my fingers manifested increasing uneasiness.
چونکه من شه خدای موتاجمه که مه ره ببخشه	because he hopes to be forgiven	I beg heaven's sake to forgive me, in a way
شه سر ره بوور نکردما تکون بدامه	I shook my head in disbelief.	I didn't take my head off, and started wandering.
یان چی باعث ننه همه چی ره یاد بکنما ته ره ببخشم	I still think you were hateful that night and I never expect to forgive you.	or why should I not have been able to forgive you?
ونه دل جدول حل هکردن واسسه تنگ بییه	he missed doing the crossword.	I wish for no virtues of that kind.
همونجه وره چال کنده تا سرصدا باخسه	they'll bury him right there.	down there was a hole to hold him.
ولی شکر ره یاد بکرد بییه	but he had forgotten the sugar.	but he recalled the composure
اتی فکر دله غرق بیی بیه	was deep in thoughts of something else	so they thought him drownded.
کلا ره شه سر بشتا هنیشته	put on the hat and sat down.	the hare moved and darted along the balk between the winter rye and the stubble.
وه اکسیژن نیاز داشته	he needed oxygen	he needed an armchair.
اونم نا خرج بخد و بی دون هچچی	not by spending as he pleases	it was for no use.
پارسال اندرا که شه کلا ره شه سر بئشته	when he'd placed the hat on his head a year before	the IDEA OF FATHERHOOD unleashed a shawl in his head.
شاید اروسسی به همین زودی پیش بییه	may even be about to marry her before he leaves here?	or it may come sooner beheld us in our terrors.
دیگه هیشکی نتونده ونه دم ره بیره	nobody seems to be able to stop her	nobody would fool around with a preacher anyway.
که تموم ات تا تصنیف اهمیت فقط ونه کلومات دله دره	that the whole meaning of a song lies in the words	almost crumpling beneath the weight of a disapproval she had never known before.
ولوله همتی ادامه داشته	almost crumpling beneath the weight of a disapproval she had never known before.	I've got to keep the mills going!
من هیچوخ شه زندگی دله اتنده خشال نیمه	I've never been so happy in all my life	I'm not as happy as I should be with any pleasure in my life.
فکر نکن که بونه تیناری وشون برابر اس هکردن	don't you go fighting them alone.	did not think it was decent to be left alone with them alone.
ونه خش تراش بال برهنه بییه	her beautifully moulded arms bare	to give you the tufted look of a lynx's ears.
اگه درو بهوت باشی ات تا خاره سِما دارنی	if you are telling me a lie, I'll lead you a pretty dance.	if it be that it is false, then has it a sort of place
ونه آخر هم به ظلِمات برسییه	his end was night.	it ends by making a snowball!
نزیک بییه ونه قلب اس هکننه	making her heart jump.	he wor a'most stark when his heart broke.
دیگه به همچی آدمی اعتماد نکنه	he would never trust a man like that again.	no one then longer had faith in her.
که رختخواب واری پر برگه بهی بییه	which was, like all the rest, covered with papers.	advancing to where he was sleeping
انگاری آدم لینگ چمر انه	I think I hear some one coming.	in the form of a man's firm and equal.
اینتا اتفاق ره سرگرمی ماقون بشانه	they took it as a joke.	they took it as a joke.
پنج سال پیرت را زاون هسسمه که شه خد ره درو بووم و ونه نوم ره بلم شرافت	I'm five years too old to lie to myself and call it honor.	I've been telling you all five years since I was able to tell you differently.
اته مبلغ نزیک دویس هزار دلار مه پلی جم بیی	I must be holding two hundred thousand dollars in bets.	I'd still got plenty of money in the bank, nearly two hundred dollars a week.
خله ویشتر از اتتا خاخر واقعی مه واسسه عزیزه	dearer to me than any blood sister could ever be.	dearer to me than any blood sister could ever be.
ونه سینی کوش دوجی و اون ناتمومه کار همتی شه جا دی بییه	his tray of shoemaking tools, and his old unfinished work, were all as usual.	that the three corners of her mouth unequally raised, and her upper lip
من دز نیمه ولی دز ره کشمبه	I am not a thief, but I'll murder my thief.	I'm not a thief, but I would have been a thief.
شه گلی ره آروم آروم بلن هکرده	he addressed to him in a gentle voice	then relaxed his hold on her throat gently.
حتمن ات جا ره اشتبا هکردمه	I must have done something wrong.	I should have been travelling out of my brief to have hindered it
انده هسری از روی شادی و مهروونی بشندیه	shedding such tears of heartfelt joy	their emotion was an irresistible riptide that caught them both up and swept them away in a glorious explosion, an eruption, and a contentment beyond words.
بعدش شاید ونه گیرایی ویشت رهم بووه	then the attraction may be the greater.	then perhaps it might be making him weep.
هچی اشتبا هم ونه دله دنی باشه	without any mistakes in it!	into which he hastened to join him and not he may expose as yet.
اول گمون هکردمه اینتا سیو مجسمه واقعی وچه هسسه و همون جور وره داشتنه	at first I al most thought that this black manikin was a real baby preserved in some similar manner.	I thought it was rather a case of icons, and the same attitude.
من وره سفارش هاکردمه	I have advised him to do that.	I have advised him.
من خامه راستش ره وشون حالی هاکنم راستش ره	I want the truth, the truth!	I want to tell you the truth and stand the right way.
شه گلی ره صاف هاکردمه	I cleared my throat.	I cleared it again.
وه قائم بیه تا بیره	he hid himself to weep.	she was going away.
ونه پشت سر دروازه قائم دوس بیه	the gate firmly bolted behind him.	shut the gate on him, and shut it behind him.
کیجا وچه دریای دله مجبوری بورده تا شه تن عرق ره بشوره	so she went into the water to wash off the sweat.	the daughter should be flown away in the sea to wash her sweat.
من ونه حرف بزوئن ره هیچ وقت ندیمه	I never heard her speak	I never heard her speak
جبهه ره ول هاکردنه	deserted from the front	who had left the front
اسا هیچ چی نئوتمه	so I didn't say anything.	so I didn't say anything.
وره ماشین جا خنه برسیننه	drove her home.	arriving by flying car.
من هم خله خشحالمه	I'm very glad.	I'm glad you are here with me.
پیرزنا خنه دله بموئسه	the old woman coming into the room	the old woman is in the house
من شه دوممه اینتا ره	I know that well!	I will take it in.
بعد اون ده تا کیجای جوون	then the two young girls	after that one had run away with the two young girls
اون تا ره شه جیف دله بشته	put them safely in his pocket	then he put them safely in his pocket
به طور کلی من وچون ره خله علاقه دارمه	but I am always fond of children.	I am more interested than ever, in every part
پشت بوم واسنج ره موننه	you're like the weather cock on a roof.	it looks like a roof but.
راه سر هنیشته	sat down on the trail.	sat down on the trail.
شه جا بپرسه و امه جلو عصبانی و تن لرزه هرسسا	stood, livid and trembling, before us.	she cried aloud in her affectation of anger and agitation.
سربالایی بالا بورده و دید جا گوم بییه	went up the hill and out of sight.	the soldier ran up and out of sight.
حتی وقتی که مه بازوی جلوی می شروع هاکرده به فربخردن	even as the hairs on my arms began to shrivel.	even when my arms frozen to the wall.
شه سر ره تکون هدامه	I shook my head.	I shook my head.
اسا خله روشن همه چی مه یاد بموئه	I can remember it vividly now	suddenly all that day now seemed to me.
شه دست ره بشته شه سوآل عرق هاکرده سر	he put his hand up to his forehead.	then, with one hand, he broke into a sweat.
وه داشته عذر خواهی کرده شه اتا دست راست هاکردمه تا قطع بوه	I raised one hand to halt his apology.	I made an appeal to the lady whom I had stopped, and one hand had been set up to speak.
اتا ده تا گت آه بکشیمه	gave a long gasp or two	I sighed once,
