نزیک دوێس هەزار دولار پۊل ڤە لا منا کوو بییە	I must be holding two hundred thousand dollars in bets.	where I had about twenty thousand dollars in cash
سینی کەل و پەل کەفاشییە ئەو و کارە تەمام نەکریاکەێ هالی ئەر سەر جاکەێ بی	his tray of shoemaking tools, and his old unfinished work, were all as usual.	his bare breast and unfinished business lying on his back.
م دوز نییم ئەمانێ دوزە مەکوشم	I am not a thief, but I'll murder my thief.	I'm not straight, but I'm not straight.
ڤە نەرمێکا دەنگێ بەرز کردێیەور	he addressed to him in a gentle voice	raised his voice softly.
بێگومان ئەر جاێ خڵەتیامە	I must have done something wrong.	I was wrong, of course.
ئەخرکە ئەسر بەوش و خوەشی ڕشانێ	shedding such tears of heartfelt joy	he looked at her with exasperation.
دومارکەێ هایتێر سرێژەئراکیشترا بوو	then the attraction may be the greater.	afterwards he had another affair.
هۊچ ئشتبایژێ ڤە نامەێرە ناوتێ	without any mistakes in it!	you will not be disappointed.
یەکم جار نزیک بی گومانم بکەم ئێ پەێکەرە ڕەشە، زاروو ڕاسکانیکە گ هەر ڤە ئە شێوە پارێزریاێە	at first I al most thought that this black manikin was a real baby preserved in some similar manner.	I almost suspected for the first time that this black monster, the real thing, was kept that way.
من هومه فره دووس دێرم	I love you.	I love you so much.
گەلێ تەسیر نیاوی ئەر بان	feeling a little overcome.	but the people were not ashamed of themselves as they were of themselves.
گەلوونجنەێ ئەژ ئە تووزە نیشتە قەێمانا ڤە بییە کەننگە یە گ ئیمە چەنگل ڤەگەرد یەک بپشمیمن	some part whereof flying up to our faces set us both a sneezing for several times together.	it's a shame we're such squeaky heads that we're all wearing ours.
ڕێچارە موهمێ گ باس ئەێ ڕۊ ئەڤەێرە کار بوو	which is such that I have made it my law of action.	an important method of discovering what had happened
بایەقوشێ ڤە دەنگ کزێکا جواو پیاکە داتێیا	an owl answered with his sepulchral note.	she answered in a low pitched voice.
ئی ڤە ئەدەو و ئحترام تەماما ئەو پەزیروفتێ	who received him with great civility.	which earned him all the respect he deserved.
شواڵیە، ڤە تەمام زوور وژ، ئەڤە کیشاێا	though he pulled with all his might	dressed in it, with all her might,
ڤە هاڵ و هاوا جدی و سادەوارانەێکا، هەتۊ ئەو نام، ڤەگەرد کوت سێ و چورووکێ گ دوکمەلەێ تا ژێر ڕیش پڕپشت و بوورەێا بەسریاوی	had entered solemnly, in a black creased coat buttoned up under his spreading brown beard.	in a simple, earnest mood, he arrived at the letter, with a pair of shorts and a pair of pinstriped trousers under his mustache.
ڤەڕاسییا، بەدبەختی باوەڕنەکەردنییە	what incomprehensible misfortune	it is, in fact, an incredible misfortune.
ئەڤەڵ ئەڤە ڤە یەێ دەس و ئیگل ڤە دو دەسی گرتێ	he took it first in one, them in both his own.	he grasped it with one hand, and an eagle with both hands.
کولتان مەێ بتۊنینان نام ئەڤە بۊنینان	make sure yeh can see' now	don't let them see you there.
ئێنداڵکە هەوڵم دا ئەڕا دووسی دوگلە ڤەگەرد ئەو، ئاخرین هەوڵم بێیەم	I was moved to make a last attempt to regain his friendship.	then I tried to make him my twin brother, my last.
ئاخر تا ئە ڕووژە نەوییە ساێ چێ گ ئەرزش خوسەهواردن داشتۊتێ	for until now she had never owned anything worth grieving for.	for, until then, there was no shadow of what it was worth remembering.
نمەتۏنێ بچوو ئەڕا سەر ئە قرارە گ مەسەڵەن دو-س ڕووژ زۊتر ڤەگەرد یەکان نیاوی	he would not be able to keep an engagement with her that night, for instance, that he had made a day or two before.	it would not be possible for him to arrive as early as two or three days ago.
کڕکپ دەردئاوەرێ کەتۊ ئەێ دادگا	while a painful silence reigned in the court room.	knocked over the courtroom door.
ئیگل ئەعسابی بێشوو زەعیفرا بۊ	his nerves were terribly overstrained by now.	the old days were beginning to weaken.
ڤەگەرد داڵکە وژە مەچوو ئەڕا کلیسا، ڤە سانگە دوگیان بینا، ڤە یەێگلی ئحساس ناخوەشییە مەکەێ و نمەتۏێنێ ئەر ورەلە بمینێ	was at church with her mother, and suddenly overcome by indisposition, arising from her interesting condition, she could not remain standing,	she did not want him to go to church with her daughter, she did not want him to go to church with her daughter, she did not want him to go to church with her daughter, she did not want him to go to church with her daughter, she did not want him to go to church with her daughter, she did not want him to go to church with her daughter, she did not want him to go to church with her mother.
ئەویژە یەێ هانە کارێ، ئێ ڤەختە ئەژ شەو، ڤەگەرد ئێ هەمکە جادووگەر و قووڵە گ هانە دەور ڤەرمانا	besides this kind of thing's too awful, here this time of night with witches and ghosts	so it does, at this hour of the night, with all the deep, enchanters that surround us.
نزیکەل سات یەک دوکوت شاوار بی گ کوزت دەنگ خەنە کەڵنگێ شنەفتێ	at one o'clock in the morning, possibly, she heard a loud burst of laughter	at about one o'clock there was a little knight errant who heard the sound of a rattlesnake.
تاهەنێ ڕای دادگا مەدرێ ڤەلا ئەوا بوو گ وژ جوزئییات ئەڤە ئەڕا ڕووژنامە گوزارش بەێ	on his day of sentence that she, his mother, would report the samefor him.	the court ordered him to furnish his reasons for doing so with a diary.
چۊنا ئەگەر ڕاس بوو م یەقین درم ئێ زووبین ئەندازە، لێڤە سووڵێکە	which if true I take to be good evidence that this harpooneer is stark mad	for, if it be so, I am sure it is a very short time, a very short time.
گ ئەژ سووئرا دی هامرا م نییە	or rather him who will no longer be my servant to morrow	I ain't seen him since morning.
ئەمانێ ڤە دڵ وژئەێرە هەرگس ئەو ئێ ڤیرا نەوردۊتێ، دۊز بگر ئە جەوانە، ڤەڕاسییا کوڕ وژ بینێ	but in her heart she had never given him up, as though, indeed, he had been her son.	but it was in her heart not to think of him, not to think of the devil, but to think of him as her own son.
پووششانێ ئەر بان سەر ڕەڤەنگە «ماندرلی» یا دورس کردۊ	making a vault above my head like the archway of a church.	dressed in full mourning.
هێوان پت سوێر خورتوومییە بردۊتێیا	the brute with the red nostrils had won.	the gentlemen of the firm gained a great deal of enthusiasm for him.
ڤە ئێ هەنساێرە ئەێ ڕۊ ناهومیدی بیمەێ گرێ و دیم ڤە نام ئێ جهانەێرە یەتیم و تەنیام	I had already broken out into a desolate cry, and felt an orphan in the wide world.	I've been left alone in this world with my desperate breath.
یە تەکلیفێ بی گ ڤەڕاسییا م هەقم نیاشت و ئەو هەق داشتێ و قەبوول نەکردێ	a proposition which I was wrong to suggest and he quite right to refuse	it was a suggestion I honestly had no right to make, and she had no right to accept it.
م ئەڕا ئێ دوروو و دوڕۊئیە ڕیسکم کرد	I risked the fraud	I risked my fortune for so long.
وژێ ماێە دڵەهووڵی و دڵڕاوەکی بی	was a point of painful solicitude	he felt a pang of unease and unease.
چێیە دار و دەسە وژ بارێ ڤەگەرد و باێا	would bring the whole hornet's nest about our ears	took a piece of wood and a hand and pulled it off.
داێە قێ مێخێکا گ دریاوی ئەێ قێ دێوارەوا و ڤەدقەتا دەس کردێ ڤە پێچانن	he tied them to a nail in the wall, and carefully plaited them.	gave him the key, which he had picked up, and which he had picked up, and which he had picked up.
ڕووح کەڵنگ و دڵ مێهرەوانێ درێ	able to understand her position and her sorrow.	it will give him a kind heart and a strong soul.
م مەێ گووش بەم ئەو گەپەل خەێرهواز وژم و دەرکان بکەم	I want to hear and understand my benefactor's words.	I mustn't listen to those kind words.
یەێگل تر یەێ گلە گوڵ کامڵییا دریاتێ ڤە بێن	she received a white camellia again	then there was a flowerpot full of flowers.
ئەژ ''ئرلاندۆ'' گستێ گ سەربەرزان بکەێ تا نهار ڤە یەکا بهوەرن	asked her whether she would honour him by lunching with him?	the 'Ireland' to join them for lunch.
هۊچ نەیۊتێ گ پێیاێ ئەژ ورەلا کل بۊ	had not seen the man pass.	but she never saw a man who was so attached to her.
هەنێگ هەتمەێ نام ئێ چووڵگە زەڵەبەرا	but as I was making my way among these crags,	when I got to the bottom of it
گ ڤە زانست و گومانەل وژ فرە باوەڕ درێ	who will certainly ruin himself in experiments	who believed in his own knowledge and doubts.
هەسۊرەێ ئەژ بەوییە وژ بەدە مایتێ	her mother in law detested her	he had a strong desire to marry her.
هووسا و هێیا ئەر دەور و ڤەر وژ	after stopping to look about her,	he rose and stood in front of it.
تا ئەسکە ئێ خاڵ سێتانە دی زەڕکیژێ ئەرزش نەێرێ	in the meantime, your black spot ain't	till this point he had no more money to spare.
ترس ئەژ ئاوڕۊچێن ڤە نام مەردمێرە داشتێ	he was afraid of creating a scene in public.	she was afraid of turning to the corpse.
ئەژ یە فرە ڕشیاوی ئەێ یەک گ ڤەگەرد یە گ وژ کار ئەو کار ئەواکان نیاشتێ، ئەواکان ئەژ ڕۊ جەرا ڤیرانە ئەوا بی	he was angry that people should go on being interested in him when he took no interest in them.	he was so overwhelmed by the fact that he had no other business to attend to.
یەکم ڤە سانگ یەوا گ گووکارە ئێ شێوە پرتاڵ ئێڤەرکردنە بۊ	first because his personal taste would not allow him to dress in any other way	the first of these was that of a purported invention.
چۊنا گ مەگستێ پا ئەر ورەلە نەنێ	but though he would have rather not entered it	because he didn't want to walk.
هەر چەن دەرجا هەتم تا ئەر بتۏنم یاریتان بێیەم	though I have come only to aid you if I can.	I've gone out of my way to play games with you as long as I can.
ڤە سەختێ تۏنستێ سەتڵە هێز بەێ	she could hardly lift the pail.	with difficulty balancing the stride of the saddle.
ئەڕا ئەو گ شراو خاستر بییە	why did he not take wine?	for he had better hide it.
هووسا تا یەێ دەقە تەمام بی	he allowed a minute to pass	wait till it's over a minute longer.
پیاێ گ ئەر ورە کارە مەکردێ کریاوە درەێرە	that the man employed there was dismissed	the man who had done it would be taken away.
م نەزان بیم و هۊچکەس نمەیتێ گ ئاێم نەزانێ یەێگلەکی زاناوا بوو	I was stupid and nobody likes to see a stupid guy wise up.	I didn't know, and nobody will tell me he didn't know a thing or two.
ئەو ڤتێ گ سو ئەوان ئەژ تەسمیمە وژ ئاگادارە مەکێیا	he said that tomorrow he would let her know his decision.	he said he hadn't informed them of his plans.
دۊز هەر ئە ساتە گ شەو نوواێن ڤتۊتێ	precisely at the hour named the night before	he said at one o'clock in the morning.
ئەژ تالار ڤرێ سەرسەرا و ئەژ پلەکانی ڤرێ هەسار ڕەمی	through the ballroom to the anteroom and downstairs into the yard.	he rose from the upper chamber and rose to the rank of colonel.
ئەمانێ ئیسە فرەتە بینەسە چۊ ئەو	you're much more her now	but now she had too much to do with him.
گ دیار بی ئەێ بنکول هناکردن ئەوان نەشنەفتۊتێ	that it was doubtful whether she had even heard their calls.	it was evident that he had not heard of their cry.
کەسێ تریژ نەێرم گ بلاڵکمێ ئەرن	I don't know who else to ask.	I have no one else to look after.
ڕووژنامە داێە دەس داێا	he now passed the paper over to her.	handing over the paper
قەتارانیژ ئەڕا ئێرە کل کرد	so our train was sent here.	made his train stop here.
ڤەدقەتا چەمم ئایشت ئەرن	I examined her carefully.	I've got my eyes on you.
مەر یە گ کامڵ سەر ئەژ ئە گەپە بووتێ	unless he knows that subject well.	unless you're thoroughly out of it.
ئەمانێ ئێ مەوزووە ئەهەمێیەتێ نیاشتێ	but what did that matter?	but he had no other companion.
م ئەوم ڤەگەرد ژەنێ تر کل کرد ئەڕا خارج	I sent her out this morning with the other young woman	I've sent him away with another woman.
ئەمانێ گومان نەکە ئێ گەپە ئەڕا هەمۊشە ئەژ ئەوە مەشارما	but you needn't imagine I shall keep your ridiculous secrets.	but don't think I'll ever forget that.
ئەژ تە دڵا خەنۊ	bursting into a hearty laugh	she laughed at you.
مەگەر یە گ فڵەک وژ ئاهانە بەیتێ	unless he wanted to be noticed.	unless, of course, you're going to blow up your own boat.
ڤەگەرد دیین ئەو، پلیا ئەورە ئەڕا ئووتاقەی	he disappeared into his house	when you saw him, you stepped up to his room.
ئەومە مەگست تا ڤیریا دڵم بوو	I kept her in my heart	I didn't want to miss a beat.
بێ تەڤە بین یەکتریان دووسە مەورد چۊ دو ئاشق پیر	loving each other like unhurried old sweethearts	they became lovers without distinction, like two old lovers.
دەرجا ڤە شێوە چێیەلێ ماێە درەێرە گ هەر کام ئەژ ئیمە زەڵەمان ئەژنانە مەچوو	he will immediately become whatever each of us most fears.	the doors were propped open so that none of us could miss them.
یە بییە گ ئە ڤەرگە گێردی	so he searched around	that's what you get for narking people.
هەمباز مەچووە قاوا گیانەڤەرەلەێرە	will go back into animals again.	don't go all that way.
وژتان ئەڕا گشت جوورە پێشهاتێ گورج ئەور کەن	prepare yourself for every emergency.	prepare yourselves for all sorts of adventures.
یە خوداێە گ داینێ ئەرن تا بمرین	when he is striking you dead?	he's the kind of guy who's been waiting for you to die.
گ هومە ئەژ پێڤەنی گرتن ڤەگەرد م ڕ ئەو سات دە و دتەلە هالیپا پرتاڵان ئەێ ڤەر نەکردۊگەردانینان	that you decline allying yourself with my family	I'm afraid you're going to have to come with me at the moment, and the details aren't exactly what they used to be.
ڤە مەردج یە گ ڕەفتار دورس و بێقوڕاتی ئەنجام بوو	provided that a proper humility of behaviour is at the same time maintained.	provided that he acted with fairness and impartiality.
دورسە ئەگەر ڤە دوماێن گڕەلەێرە ڤە گستە دڵ وژ ڕەفتار کردێیەسێ	it is true that if he had done as he liked at the last	if indeed he had acted with the utmost care in the last days of his life
هایتێر ئێ کڕکڕەمزییە دەنگ کپ کردۊنا	this fog may have deadened them.	perhaps the clatter of that cry had set the stage.
یەێگلەکی ئەێ جاکەێ هێزگرتەور	then he suddenly arose	a snap of that jacket took hold of him.
هەمزەمان ئەڕا هەیواین ئەژ ئە هاڵەتە ڤە نام تالارەێرە تورکیاین	you betook yourself slowly to pace the gallery.	we are always in the halls of fame in turkey
هانە هڵم و هانە شوڕە یەێدەنگێ ئەژ ڤارین ڤاران دورس بۊ	such a steaming and droning rose from the downpour	it was the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, the same size, and the same size, the same size, the same size, the same size, and the same size, the same size, the same size, the same size, the same size, and the same size, the same size, the same size, the same size, the same size, and the same size, the same size, the same size,
چەمەلێ ڤە نام تەریکیەێرە کامڵەن ڤاز بین	for you must either satisfactorily settle this matter with yourself	her eyes filled with darkness.
یا مەێ ئیسکە بچم یا دی هەر نەچم	I must go now or I shall never go.	I may go now or never.
ئەژ ئایلیرا تا ئیسکە یەکترکییان نەوی	they hadn't seenm him since they was boys together	they had never met before.
ئەڵوەتە م چەمەڕێ نەویم دوما ئێ هەمکە ڤەختە نەتۏنیمن بکەیمنێ ڤە دی	I agree we would have expected to have found her by now	I guess I didn't expect to see him after all this time.
هەر ناڕات یە نەوی گ کەسێ دەنگێ بشنەوێ	she said, and she did not trouble to lower her voice.	it's unreasonable to expect anyone to hear his voice.
ڤە باوەڕ منەێرە ڤە ژەن و شۊ بین قانووب بمارکێکە گ مەێ بەورینێ ئەو ڕێ	that I look on marriage as a divine institution to which we must conform.	I believe it is lawful for a man and a woman to be married without intercourse.
هەر چەن هزار گلە تر جاڵ بارن ئەڕا کەشتییە ئەو	though a thousand other whales were brought to his ship	as well as a few thousand more for his vessel.
م قوڕات نەوینم ئەژ ڤیر بردۊ	I lacked humility.	I didn't see you forgotten.
بنیا نیای ئەر یارمەتی دەسمێیەت داێن تام ئەڕا ئازار داێن و ئابردن زندانی	began to assist in exercising the prisoner.	the building will not be of use if they help you to torture and maim prisoners.
چمە نام قایق گوجەر پاڕووداڕرێکا	I climbed into the dinghy.	I'll be back in the dinghy.
سە ڤە تۊڕەوا هانە خوڕیا	he exclaimed, getting angry.	so he turned his face upon her.
دوما ئێ کارە مەتۏنیم بچیمن ئەو سەرڤەخت ئە کارەلە	then we can turn our attention to other matters.	I can't wait to get back to it.
دو کوت ئەر یەێ لا و دو کوت تر ئەر لاێ ترک دەر مەڕە بدوڵفانن ئرا	to hang two on one side and two on the other, within the door of the cave,	there were two sheepskins on one side, and two goats on the other.
ئەمانێ تونیج خوو قەڵت داوی نامەم ئەڕا بنۊسین	but then you said you would write me	but you may as well write to me.
شاوارە ئەوا ڕووژە ئدامەم دا ئە سەفەر دەلیایی	repeating my voyage early in the morning	I gave him the day of the trip that evening.
ڤە بەوشێکا گ ئەرنهەتێ ئێ سن منەسە	who rose full of the enjoyment of his age.	that's all I want for a living.
ئەو پەلامار بردۊتێ ئەو ورەلە	he had taken refuge.	he had been accused of being a werewolf.
خوەکەێ ڤە دوڵنگ خاوا دیتێ	saw his sister sitting patiently in her prim nightgown	he found himself crumpling beneath the surface.
ڕووشنایی هامە نمەچەشم	I shall not reach your light	I won't turn the light on.
چۊنا ئاو هواردنان ئەڕا کەسەل و سپا وژ نیاشت	for they had no water for men or horses.	because he had no running water for his men or his army.
ئەمانێ ئەو چێ ڕۊ نەکردێ تا هۊچکام ئەژ ڕۊ بەرداشت وژان داوەری نەکەن و وە مەبەست پەێ نەورنێ	but he did not say anything that allowed anyone to guess his intentions.	but he did not take steps to prevent any of them from taking him at his word, and purposely doing so.
منە مەتۏنم بۊنم گ هەر دەقە درێژترە ماوئرا	I could watch you getting taller by the minute.	I could see it lasted a minute longer.
گیفان وژ ئەڕا ڤەدیکردن سکە پۊلە ژێر و ڕۊ کردێ	he dug into his pocket for the required coins	poured out his pocketbook to see if he could afford it.
دۊربۊنەم ئەێ دووارکە داوە نگەوان ساهڵییە	I gave the glasses back to the coastguard.	I've got a long way to go, and he's a very good sweeper.
سەرپرەس شێتخانە ڤتێیە ئەو گ ئە پیا هالیپا هەر شێتە	the governor assured him that the man was still mad	the warden of the asylum said that the bachelor was a madman.
ماڵەل ئەوانان سزانێیە و ژەنگەل ئەوانان ئەڕا کەنیزی فرووتێیە	burned their homes, and sold their women.	their property is expropriated, and their property is for sale to the public.
چەن گلە دوشمین ئەڕا ناشیگەریی داێ ڤە بێن	he muttered various curses on her awkwardness	how many times the enemy had insulted him
ئەڕا سەر ئەو پەنج هزار پزوو خڵاتان دیاری کردۊ	put a price of five thousand pesos on his head.	for which he had allocated fifty thousand francs.
دەس ئاخر گیان کەسەل ترکیژ ئەێ دەسە مەچوو	many lives must inevitably be sacrificed.	don't let anyone else get away with it!
ڤە بەوش و خوەشێکا دۊربۊنەی ئاوردێ ئەو بان	raising the camera hopefully.	he carried it up to him with his sword and sickle.
ڤە گشت ئاوەختەلێ نەڕەسۊ	that not all of their hopes had been fulfilled	but not all the time.
دومارێ ئە جەلتمە ئاوردەێر	then pulled the volume out.	then he brought me the jacket.
ئینداڵکە یەێجوور تر مەبەست وژم ڤت	so I said it in other ways.	but in a different tone of what I meant.
ئەمانێ لازمم دی گ نام کشڤەر وژم ئاشارم	but I thought it necessary to disguise my country	but I found it necessary to hide it in my pocket.
جا هالی دنانە نیشان داێ	showed the vacancy.	then he showed them the way.
سەێر و جمشتەل ئەو ڤەس بین تا گ ترس و تاشا باجێ ئەێ گیان دلێری	a spectacle and demeanour to strike terror into temerity itself.	his eyes and cheeks bent so firmly that fear could not escape his soul.
ئیسکەتە مەسەڵە وژئەڕاوژ دیارییە	that's the solution of the mystery!	it's a question of personal responsibility.
گاێس هزاران ڕووبڵ ئەێ پۊلەوان ڤە دەس ئەو خەرج کریاوی	more than one thousand rubles of their money had passed through his hands.	he has spent thousands of roubles on it.
دۊز دە ساڵ بی گ م شان ئەر شان ڤەگەرد یەکێ ئەژ دتگەلم گامم نەنیاێە	it must be quite ten years since I walked side by side with one of my girls.	I haven't had one of my daughters' shoulders in over a decade.
ناخوەشتر ئەژ ئەڤە بییە گ خوەکەێ دووس بەورێ	too sick to love his sister.	the worst of it was that he loved himself.
دیتێ پیاێ ئەێ پووشە بانێنەوا تا نام قەێ ڤرێ هوار هوەل بییەسا	descried a man looking out of a door, breast high, on the second story.	saw a man dressed in a veil, waiting for him to take his leave of the room.
یانێ ماوە یەێ سەرکارگەر	that he was to be a boss!	that is to say, an officer.
ڤە ئەروا دام هەرگز ئێ «ڤە ژەن و شۊ» بینە ئانمووشم	that is most sacred to me in the world, namely, by my mother	I made it very clear that this marriage was between a man and a woman.
ئاهانە ناهەڵمانە چێیە نام ئووتاقەوا	burst into the room	I put him in the drawing room.
هەنساێ گ ڤەڕاسییا هاڵم خراوە	when I am almost crazy.	I took a deep breath.
یە چات پیا خاسەکە، ئەڕا نیات ئەێ چووارە	how you do gallop on, my good man!	it's the good man's fault he didn't go that far.
ئەگەر تو ڤە باولایقی دتەکەم دوشکین، خاس بپایتێ ئەرن تا پەێ بەورین ئەو بن ڕاسی ڤتەلم	only look at her well and thou wilt see I am telling the truth.	if you're interested in my daughter's parents, please tell me the truth about her.
ڤتت گ منیژ چۊ ئەو هامە نام کار مردنەێرە	as if'the thought passed through my mind'I were dying too.	I'm not going to die at work, you said.
م ڤە ناڕاتی و دڵەڕاوکییا ڤتم	I looked up in confusion.	I said with indignation and worry.
هۊچ توڕێ ئەژن دیاری نەدریاتێ	had failed to rouse him from his lethargy.	with no particulars of anger at all.
ئەگەر ئەوان بگەێان بچن م نمەتۏنم قسەێ بکەم	I can't say nothin' if they want to go	I won't be able to talk to her if they leave.
ئیمە ئەومان نیا ئەێ ماڵ	we had left him behind us	we didn't bring him home.
ئەمانێ زەڵە نەێرێ گەپەێ تەمام کەێ	but hasn't the heart to finish.	but he had no heart to do it.
بێ یە گ هناسێ تازەوا بکەێ	without even taking a breath.	without breathing again.
باوەڕ بکە ڤەگەرد ئێ هەمکە خڕپووقا دی نمەتۏنم دەنگ خازەڕینەیژ بشنەوم	I won't even be able to hear the egg over this lot.	but believe me, I can't hear you now without all the noise.
تاهەێ ڤە سن پیریژەێرە ئەسیر سیفال زەزیەک وژ بی	not even with the most desperate act of her old age	her father, who was an elderly man, had his black hair on his waistcoat.
گووەێ ڕەنگم چۊ ڕۊپووش ڤەرم سفێدا بۊ	I am sure I must have been as white as my gown.	whitewashed, as it were, my ears.
سپاسگوزاری وژ ئاوردێ ئەو زوان	thanked him for it.	expressing his gratitude
بێ هۊچ دەلیلێ لەخەێ داێ ئەر قەوینی ڕان ئەو	needlessly kicking it in the groin	without any proof or proof of existence.
سە ڤە چۊە ماو م بوەخشین	so how can you forgive?	so you will excuse me.
م گ پێشەکی ئێ کارمە نەنیاوی	I haven't prepared anything.	I haven't a clue.
منیژ ڤە نام جهانەێرە ئاهانە نام بایژمرا گ ناو باوەڕ بکەین	that I have won incredible fame throughout the universe	I'm telling the whole world to believe in me.
فرەهان ئەژنتان سپاسە مەکەم	banker, advancing towards him with the check.	I thank you so much.
ڤە سانگە ئازارەلێیا نفرەتم ئەژن داشت	I hated the way he teased me	I hated the pain in my stomach.
پێگستە گ منیج ئەڕا سۊر تو دەوەت بکەێ	he ought to invite me to your wedding	ask her to marry you.
ئیمەیچ گام ئەر گام ڤە شوون ئەوا مەچیمن	so, at her own pace, we will follow her.	we shall not go hence step by step.
یانەلە گیانەڤەرەل خووفناکێ بین گ هێشان ئەر ڕۊ ئاێمیزایە داشت	fearful beasts which were above man.	the house belonged to monstrous monsters who had been hunted down by aliens.
ئەر نیم متری زەمینا تووپە گرتێ	a foot from the ground he caught it	about three feet below the surface of the ground.
یەر هالیپا کەسێ هۊچ بێزارکردنێ ئەڕا هامە دورس نەکردییەسێ	since they haven't begun to worry you?	during which time no one bothered me at all.
مەر یە گ قەوڵم ڤە بێن دەێ گ ئەژ گەپەلم نەڕەنجێ	unless he would give me his word and honour that he would not be offended	I'll promise you he won't trouble me.
چۊناگ گشت قەزالەوان کیشاوی	they were all helped	as it did all the others.
ئەڕا گوزەران ژیاێن ڕێ دەلیا بگرن ئەێ ڤەر	should take to the sea for a livelihood!	for their livelihoods to be propitious.
فنجان شیر و پێشقاو نانە داێ ئەو لا	he withdrew the cup of milk and the plate of bread.	handing him a glass of milk and a loaf of bread.
گ ئمپراتووڕ هامە خڵاتی داوی ڤە بێن	which your emperor presented hiM	that my empire would be hindered from doing so
چووخاکەێ گرتۊتێ ڤە نووا دەمڕۊیا	her robes pulled up over her head.	held his wand against his new face.
هەتیمن تاماشا پێشبڕکییە بکەیم	we'd come and watch you.	I thought I'd like to race.
ئەڤە کوتە مەنیایمن ئەرن تونتر بیمن	this increased our haste	it made me want to be harsher.
هەر ئە ئەفسەرە گ هەت ئەڕا ماڵ تا ئەژ ئەو شەبانووێی بسازێ	the officer who came to get her at her house to make her a queen	the same officer who had come home to make the night.
نمەزانم توک پتم خوارانم	I don't know, I say, rubbing my nose.	I don't know if I'm as fat as I usually am.
ئەگەر ئەێ سەررا جوورێ تر ڤەگەردان تا بکەم	if beforehand he chose to impress on them the fact	if I change the subject any other way
تکنام کرد منیژ بارێیە دەرەێرە	I demanded my release.	I tried to get it out of my system.
چۊنا ناچار بی یەێسرە بچوو ڤرێ ئی لا و ئە لا	because he was hardly every around	so that he had to sit still longer, moving back and forth.
ئەو دەرجا پایتێ ئەر ئمزاکە	she immediately looked at the signature.	he entered the throne room
ئێ منەێرە مەتۏنم تاوار بارم	I thought I could pull through.	I can't bear it here.
کارشناس نمەیتێ و نمام ئەڕا ماڵتان	I do not wish for experts, not I, nor to go to see you.	you won't be the expert, and I'll bring you home.
ئەژ ئە جوورە گ مەپایتێ ئەرن خوەشم نماێ	I don't like the way he looks at her.	I don't like it any more than you do.
گ یەێسرە ڤە زەمین و ئاسمانەێرە منەیە مەکردێ	for whom she continued her hopeless search in heaven and on earth	that he did not interfere with my earthly and heavenly pursuits.
ئەمانێ هەر ئە گڕە ڤە ترس و تاشا	but it instantly awoke my fears.	but at the same moment frightened and stuttered.
مڵاڵ گیان ئاسینێ کەتێ ئەێ گیان	then he was sick to death of it	his soul is like an iron curtain.
چەنسەد نتر دەوین و دومارێ هووساما، کەتۊمەێ هناسێبڕکێ	run about a hundred yards down the road and stop, panting.	we walked a couple hundred yards, and then stopped, and started the race.
بڕەم بڕەم چن ڤرێ ڕێیە باریکڵە هوشکێ	they raced to the point.	I walked a good many steps along the narrow path of reason.
م ئەر ئێرەلە دڵمەڕا کول تەنگە ماو	I'll miss everyone here.	I'm sorry I'm in such a bad mood right now.
ئەمانێ مەری تازە داشتێ پا مەگرتێ	yet it seemed he had only tapped it.	but he had only just begun.
یەێ هەفتەێ مەویا گ چەمە شوون ئێ فەندەکا بیتێیە	bought the electric cigar lighter whichhe had coveted for a week.	I've been following this thread for a week.
چۊنا ڤەڕاسییا یەێ زەمانێ هن وژ بیتێ	what did really once belong to him	so you really have a mind of your own.
نووا قاێقەێ شێوە قووێی داشتێ	her prow was fashioned like a swan	it had the appearance of an inclined plane.
ڤە لا وژما ڤتم بێگومان هامسەگیری ئیمە پێشهات موهمێ نەوییە گ ئەو چێ ڤەباوەت بنۊستێ	I supposed I was not a major event.	I told myself, of course, that it was not important for us to know what he was talking about.
چۊناگ ئە چراوا کاڵە نزیک ئەر م کردێیا	for the gray horse came to the door	how he drew the little lamp close to me
جاێ گ گشت سەربازەل ڤە نامەێرێ هەمامانە مەکرد	where the whole regiment had bathed in the same water!	where all the soldiers stood at the same address
هڵامات ئەو ڕخنە ئەژ بەزهەبێکە گ خوەکەم تا ئیسکە هژدە لەم زایە	he's so bloody religious that she's got fifteen kids now	I've had enough of the laughter I've had all this time.
ڤە ئێ باوەتە دڵنیا بیم چۊنا گ کشش و گیرایی ئەژ بەێن چۊتێ	I knew it for sure because the pull was gone.	I was sure of that, and that was what had drawn him into it.
گەپەل ئاقڵانە شنەفتنانیژ خوەشە	it's always pleasant to hear words of wisdom.	but to hear his own wise sayings
ئیگل ڤیرێ ئەژ ئەو لڕیا	then he dropped her out of his mind	the thought of him faded away.
ڤە گومانم ڤە سانگ یەسە گ تونم فرەهان دووس داشت	I suppose it's because I loved you too much.	I think he's the kind of man I've always loved.
ئەڕا هوەتن لۏتا بۊ	he was undressing to go to bed	it had to be torn to shreds.
ئەڕا یە گ ئەو ئەخنکە هار بۊ گ دی هەر قسەێ ئەژ ڤیر بردۊتێ	for the fright was so great, that she had quite lost her voice	for she was so frightened that she forgot everything she had ever said.
