اته کارهکن این ازدواج جا راضی بوئه	incline him to be satisfied with the match.	she would have been content with the dowry of her marriage.
دوم مه خانم	I know, ma'am.	I am going to marry.
شعله جلویی ر روشن هکرده قهوه ر بیشته ونه سر	lit the front gas ring, and put on the coffee.	lighting the sack placed on the table, and lighting the coffee way,
شه ته قلب جا تره دوس دارمه	I love you dearly.	I love you with all my heart
اینتاقایق درون اصلن نترس	there is no room for fear on this lighter.	that he had not even presence of mind enough
غم وغصه نوبت بی یه	then unhappiness came.	her agitation now was amazing.
ونه رفق همیتی بیهوش بنه سربکت بی یه	for the carrier still lay senseless	that he had a positive dislike for her.
عشق دله تب و تاب دره	it has in it a certain diffidence.	his heart burst, he flattered himself, that a more noble and exalted thought never sprang in any other man's head.
اگه اینتا فن ره بیتی قبول کننی که هر کار دله سختی دره	who have chosen that career, and one must allow that every calling has its disagreeable side.	you'll see that if you can ever get it, you will find it hard work to do anything.
وه اتتا کت قهرمون هسسه	he is a hero!	for, that he is a hero himself
ونه ور بوردمه و ونسسه ول بیمه	I went and knelt beside him.	I saw his arm drawn within his, and pressed against his heart
این رنگی ره ندیمه	but this beats everything.	I never see those words before.
این صفه کش دیگه از غصه برمه دکته	she cried in real anxiety and burst into tears.	here she grew impatient with this legal verbiage, and said
من بفهممسسمه که چیه جا بسات بیه	I discovered what it was really made of.	I knew there was something right over by the turnpike embankment, and that it was a mistake of that name.
ته ره گمه	that you are not!	I'll kick you!
اننه گت بیمه که تنهایی جا خش باشم	I was just old enough to know that it's good to be alone occasionally.	I'm ripe to go home and wait.
درمون این مشکل و راست بین چیه؟ تومید بییه و افسردگی دله غرق بییه	he despaired of being able to solve the problem of what poetry is and what truth is and fell into a deep dejection.	now he had been almost dozing off, lost in the heat and his thoughts.
قبل چاشت من اتاق ره خار خار چرخ هاکننه	I searched this room carefully before lunch.	that they had entered the drawing room in good part
سره تش بیتا و نابود بیه	the house had burned down	your head is battered and one is destroyed.
باعث بیه کله مواد خراکی اون منطقه ره بیره	attracted the best qualified gluttons from all along the coast.	brought irreparable damage to the furniture
چون که وه در حال حرکت به	who was directing his steps	each possessed of the anlage of movement.
مجبور به که شه تن پوش ره بالا جمع هاکنه	he had to hoist up his robes	stood obliged to put on his coat, as it was binding against the emptiness of his own curtain.
چون که معمولی و هچی پچی نوه	but what was very moderate and very transient.	seeing that there was nothing which, commonly, had been observed in him
وه همیشه با بلند زوون پول و پله دارها ره محکوم هاکرده	who again and again, in the most explicit language, denounced wealth and the holding of wealth	so he has always been provided with the means of adopting any disguise he thought proper
ونه بغل بنه چو ره دم هدائه	threw over his crutch	he threw away the leaf that he had picked so peevishly
چی بوم	I'm ignorant of it!	what was the matter with him?
گرچه وه احتیاطسسه شه پیرن بن قائم هاکرده	but he was careful to hide it under his shirt.	though he paused, needlessly indicating that he had taken proper precautions.
هری پاتر ونه ویشار بوه	he must wake up!	except through cowardice,
تا هارشم	so I entered to see.	I'll keep my eyes fixed on him.
واقعن اینجوربی یه	so indeed it was	but flat and inadequate in comparison to the real thing.
قطاره دله بخونس بیمه	I read it on the train coming here	I'd been storing things back there before the holidays.
منم هیچی ندیمه	I didn't see anything either	I haven't seen anything.
خله روشن باوتنه که	had stated quite clearly that	it was brightly lit that
ونه وشونه کمک هکنیم	we ought to support our cossacks	I'll help ya if ya want,
نا انتخاب هکرده ناخرفی بزو	without choosing or discussing anything.	that he had been in a wrong position altogether
خاطرجمع بوئن وشونه لیوان خالی نووه	make certain that their glasses were full.	to make sure that they were not to be blown away by the spectacle.
کاملن قاطی هکرد بیمه	I completely messed up	for I was shy to the pitch of imbecility
شه خره چشم جا اشاره هکرده	pointing to his mare	he made signals of distress she perceived on his uncle's face
سال دیگه انجام دمه	next year 'll do.	I shall be about to do more years.
یکدفه بفهمسمه خله خطر دارنه	of a sudden, I began to comprehend.	I knew immediately that there was a great deal of risk.
وقتی ماره اشکمه جابیرون بمویی هیچی نداشتی	you came out of your mother's womb without a government	when I was already out of my own land, the day was far advanced.
وشونه جا بخاستمه مه ورود ر به منشی ها خور هدن	desired them to signify my arrival to one of the secretaries	I begged him to let me bring him into the way.
اتی سرو صداکننه خیال کننه مردی بکوشت بی یه	then they raise hell an' figger he been killed.	he began to feel assured of himself that if she should take it into her brightly ornamented head to pretend that she had seen him do a murder and afterwards flay the victim,
شک ندارمه وه حرفی بشتوس بوئه	though no doubt he had never heard there was such a thing as that.	as doubtless she had heard him
همه چی روشن بی یه	NEWEverything was so clear.	all was clear.
خیابون دوس بی یه	for the street was blocked.	they put a pile of dry hay in the middle of the street
وه ره بدیمه	I saw him	I've seen him.
خله خاربیه بتونس بومته خوه ناووم	I wisht I could wait an' not tell you.	he had very well set his mind on it
امکان دارنه سرمابخرم	I might get cold.	I must have, I suppose.
چن ثانیه بگذشته	a few more seconds went by.	where he had been staying for the next few seconds.
همدیگره دسته بیتمی	lay hold of each other	we settled on one another
مه خشمه جاتوبسوتی	my heat has melted thee to anger glow.	my sister thinks so as well as I.
امیدوارمه کارغیرقانونی نکردباشین	I hope that you didn't do anything illegal	I hope nothing will happen to you.
مه خوه گنه وشون ر ول هکنیم راحت بوئن من شه بورم	I got a feelin' I oughta go away an' let 'em be.	I am at ease, so that I am at liberty to attend to my own pleasure.
اون تاخورده وچه واکسیه جا مره هیچی حالی نی یه	I could get no sense out of the chap who cleans them.	I don't take no offense 'cept a bust in the nose.
اینتاره قبل ازاینکه سرهکشی ونه خارخارجوش بخره	this potion needs to stew before it can be drunk	she had to stoop low to get through the doorway.
source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I lay on the four o'clock in bed
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	then hitched, and crept away in the four corridor.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't want to get around so.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	I trying to penetrate the full significance of the words.
کاغەزەگە گردەو کرد.	he picked up the paper.	folded the paper
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	perhaps he had decided to bury himself forever.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	with the promise he wouldn't eat again until he'd finished.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	when he was really at heart
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	she asked, her voice rough with stress and fear.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I heartily stood up on my knees.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	yet all the circumstances of the whole occupied an opportunity to show that he had done so.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I make a snap decision and snap decision.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	she rushed into the room.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I'm so sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I love her exceedingly, but I'm damned if I sympathize.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but with a rapidity and nimbleness almost produced, and with a cry of the some invisible pistol which he had concealed in a large cell.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	as a man in a fever is apt to walk to and frozen to life.
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	listening to their footsteps dying away.
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I shall just have to see this lady.
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	you believe he is a free mason.
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	but he's safe from his reach.
گشت خەیاڵەیلم لە دەس دامە.	I have lost all my illusions.	I have lost all my ideas.
ئیسە گشتیان بێ دەنگ، خاوەنەگانیان یا مردێ یا دەرچێ.	all of them silent now, their owners dead or fled.	now they were quiet, dreamt, or at least human creatures.
وە زۊییش تمام واز بۊ.	it soon stood wide open also.	the bastard kicked me out in such a hurry.
وە دڵنیاییێگ لەناکاو و ساردکەرەوە زانسم کە یە دۊا ساڵ منە.	I knew with sudden, chilling certainty that this was my last year.	for no consequence of a sudden, cold nose, I knew that it was the end of me.
دەمم بەسۊم.	I kept my mouth shut.	I shut my mouth.
ئیمە هێمان هایمنە ئەو جیە گ بۊمن.	we're still where we were.	we are not there yet as we were before
زۊ ڕەسیمەو ئێ کلیلە ئەڕا چەس.	I knew immediately what this key was to	I make a snap decision what he's agwyne to do.
سە تۊەنی لێرە دۊرەو بکەفی و تەنیام بیلی.	so you can get the hell away from here and leave me alone.	so you can stay away from here and leave him alone.
ئەمانێگ کەس نەوێریا دەسوەردان بکەێ.	but nobody dared to interfere.	but no one dared to stir.
یا دیا لە سەرێ.	or knocked on the head	or did it on his head.
لەورە تا نزیکەیل شەو مەن.	there he remained till nearly nightfall	even there they prolonged their usual orgies late into the night
چمانێ سەردەمانێگ یەێ وراز گەورای کوچگین بۊە.	as though it had once been a large stone pigpen	as if the visit had been a small up.
ئەوە ئڕا ئەو وەژان و قورس بۊ.	that was painful and difficult for him.	it was too rough for her to hang herself.
بووەخشی لە تەخت خەو کیشامەدەو دەیشت.	I'm sorry I've dragged you out of bed.	I was sorry to get out of bed.
کات ئەوە هاتێیە بەیدەو لا.	it's time for you to step aside.	pushed open the front door.
هە ئەو جوورە گ نەتۊەنسم ئەنجام بەم.	as I could not possibly have done	as I couldn't do.
گومان نێرم گ ڕەسیە ئاخر تراژیک ئەو.	I have no doubt that it led to his tragic end.	I am sure he will make an end of it this twelvemonth.
کاتێ گ سیخەگە لە ئان هاتن دزەیل ئەڵگرت	when he got the poker in case of burglars	when the scoundrel learned from the arrival of the thieves
فەرمان ئەسبەیل سوور دا، خزمەتکارەگەم.	ordered the sorrel nag, my fellow servant	I will give orders to my servants, he said.
ئەوان قەت لە یەێ سڵام و کێخوەشی فەرمی فرەتر نەچۊن.	that they had never gone further than formal greetings	they had never been out of proportion to one simple wants and wishes
ئەمانێگ پێچەگان لە شوون خوەیان بۊن.	but the bolts were in place.	but the children themselves were carried off their places.
خوەشاڵم کە ئەو سەر وەخت هاتەو جی.	I'm glad she got back in time.	I'm glad he's gotten back to bed.
ئەمانێگ گشت تاوانەگە گرمەو مل خوەم.	but I take all the blame upon myself	but I shall always value the fire.
وە خێرایی نووڕیە دۊرەو.	looked quickly away.	looking away with all her might.
دارسانەگە ئێرنگە لە جی ڕەش، خوڵەمژی بۊ.	the forest was gray now instead of black.	the forest had now been dark.
کە تەمەڵمان کرد.	which disposed us to sloth	that he was condescending when he noticed them at all.
کە ئێ نەهەنگە ئێقرە کردۊدە مایەی ڕخ سروشتی.	that so much invested the whale with natural terror	even then the whale could have been as much afraid as he would be.
ئڕا ڕاکردن لە دەسێ، بڕیار دا لە وڵات نەوسێ.	in order to escape from her, he determined to quit the country	so to get out of hand, he decided not to cross the country.
هۊرشەی ئەو هیچ قینێ لە دووخ خوەێ نێیاشت.	her mind had no distaste for her own set	had no thought of trouble to come after the funeral.
پابەن بۊن کاڵەو بۊ.	the obligation faded.	be bound to its spirit
هیچکات نەیمە وا لێوا بووەشیەێ.	I never see the wind blow so.	I've never heard him talk so much about her.
ئەمانێگ شازادەی پیر قسەگانێ بڕی.	but the old prince interrupted him.	but the old prince interrupted him
وە بوون یەێ ڕفت کاولکەرێ بۊە تێکشکیان.	turned into a rout because of a devastating downpour.	rsula was the only one who dared disturb his, abstraction.
ئەڕای کڵاس مەدرەسەی بانان ڕێکێخست.	arranged it for the future schoolroom.	so arranged for the upper class
م یەێ مەلام و وەی مدووە تواێ لە سەرووی گومانەو بووم.	I am a priest and therefore I ought to be above suspicion	I should sue him for detection.
هێمان لە بان پلیکانەگان، شەش گام لەو خوارتر ئەڵاژیایە.	still lying on the staircase six steps below him.	even on the stairs, there were six steps downstairs.
سێ خولەک سەیر کردارەگان ئەسبەگە کرد.	watched the horse's action for the space of three minutes	looked about the three minutes behind the horses' bridles.
ئەمانێگ م فکر کردیام خەم چشتێگە گ ئیوە هەرچۊنێگ بوو هەست وە پێ کەین.	but I thought grief was something you felt anyway.	but I thought it a grief you felt for what would happen.
لە پلیکانەگان چیەو بان وە دەرێگ لە ناو یەێ ئەیوان.	went up the staircase to a door in a corridor.	he climbed the stairs, and stepped over the door in the middle of the room.
هەرچەن وەی سەرکەفتنێگ بۊچگ ئەڕای ژانەگانێ.	though with but small success for their pains.	though, to his wife, he had a small victory
ئەمانێگ ناوجیکەرێ کل کرد تا کار جیابۊنیان بخەێ لە یەک.	but sent an intermediary to arrange the terms of the separation	but he cursed and made a disturbance to attract his acquaintance.
ئەڕای یە گ ئەوسا قەت لێوا پێویستێگ وە پەلە نێیاشتم.	for I have never had such need of haste before.	I don't then need to hurry you, because I didn't need to.
وە فەرمان شۊەگەی، ئەو هیشتە جیەو.	at the orders her husband left her	he left her, at the word of his husband
وە جگێ حەزەو براورد دەور وەرم بگر لە میلکانێ گ لە ناوێ بۊم.	look around me with some interest on the strange land that I was in.	when I should like to take a look around the country where I was in
وە پشتەو، لە بان کوومەی بەردەگان ئەڵاژیا.	lay down on his back on the heap of stones.	lying on the back of the saddle in front of the trough
قەت بڕیار نەۊ جارێ تر بۊنمەێ.	I was never supposed to see him again!	but she never made up her mind to see him once more.
چمانێ ناچار بۊن بیل ئەو، ئەوە بۊشێ.	as if they were forced to let him say it.	as though to have to leave him to say.
وەی مدووە پەلە کردم وەرەو لای ئیوە.	that is why I hastened to you.	so I made after him to you.
نیەتوام دی لەبارەی قسە بکەم.	I don't wanta talk about it no more,	I don't want to talk about it any more.
لێواسە گ گشت ئاست پەسداری دابەزیاس.	that's how it is the whole level of husbandry has fallen.	so that the whole level of husbandry remains assured.
تواێ ئاگاداردان بکەم لێ وتاقە گەوراترە.	I should warn youit's bigger than this room.	I must warn you that this is a greater room
ئەڕای خوەی و مناڵەگان پزشکێ دامەزران.	for herself and the children she employed a physician.	to be surgeon or doctor to himself and his children.
تا ئەورە گ ئەو بان دەسێ هات تەقەلا کرد تا شوون میز دەسەڵاتدارەیل ڕێکوپێک بیلێ.	she did everything possible to keep the places at the table of honor in order	I tried to picture her mother up the walls of our troops.
پاداشتێک ئەڕای ت ئەڕای داڵگێ.	a recompense to you for his mother!	but I am going to pay a farthing on you
ئەو شەو چێیە خوار.	he went down that night.	he went down that night.
نەقیزەی ئەسبەگەی دا و وەر نا وەرەو ناو ڕووبارەگە.	spurred his horse and galloped into the river.	handed his horse's hoofs to him and leaned toward the food tray.
هێمان خەریک چڕین چریکەی بۊچگ خوەمم.	I still humming my little tune.	I was still listening to my own little cry.
یەخەگان لە بان سەرێ	ice cubes on her head	the iceberg had hit him head
ئەو لەوە ئڕا دراوردن وێنەی کوڕەگەی کەڵک وەرگرت.	she used it to push out her son's photograph.	he used to painting his son's picture.
خەیاڵ مرافەیێگ وەل منا کردۊد!	you reckoned on a bickering!	she fancied he was in a quarrel with me!
لە ڕۊ خاسیەو تواێ وتاق بۊچگێ بەنە پیم.	I should be given a small room as a favor	I shall be glad to have a little room to accommodate his worship.
لە فیشەک یا چەقوو	than either a bullet or a knife.	from the lance, or the knife
کاتێ یەکم تام چێشید.	once you've had that first taste	when you firs' met one.
یا هەوڵ بێیە یەێ سات یا فرەتر بخەفی.	or trying to snatch an hour or so of sleep	or without sleeping an hour or more.
درس چۊ چشتێ گ هۊچ ڕۊ نێیاۊد.	just as if nothing had happened.	is like what has never happened.
ئێقرە تەقەلا و ئەڵدڕین پووس و دڵنگ.	tearing both skin and clothes to some extent in the effort.	with such exaggerations as the ladies thought best calculated to rouse his ire
چارەنۊسم یەسە گ تمام ڕووژەگانم گیانم بدراێ و ئازار بکیشم.	I shall have to toil and moil all my days	I is, therefore, in a measure constrained to follow that road
یە دەس پیاگێگە کە دەس کردیەسە زنێی تازەیێگ و وەرجە یە گ باێدەو مرێ.	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	but that was the man who had crept in his new life before he died.
وە شێوازێ جدی تەقەلا کرد نواێ خواردن هەر لاشەیێگ بگرێ.	as earnestly tried to prevent any body's eating it.	in trying to gag in any way to avoid meeting him.
تا وەختێ چەرمگی چەوەیلیان نەۊنم، وە ڕاس کێشەی نێرم.	I'm not really in trouble until I see the whites of their eyes.	I shouldn't trouble until I see the white orb in my eyes.
چاوەڕوانی نەکردم کە خوەم بووم.	I hadn't expected to be myself.	I didn't expect to be my own.
ئڕا یە گ ئەو تەنیا هەشت ساڵان بۊ.	for, although she was only eight years old	for he was only eighty five years old
هەردگیان نەتۊەنسن یەکم بوون، چونکە پلیکانەگە هەر جارێ تەنیا یەێ پیاگ وەرگرتیا.	both of them could not be first, for the ladder would but admit one man at a time.	we could not be able to understand, for the staircase was almost one man.
هۊچ لەورە نەۊ جگە لە سقان.	naught was there but bones.	there was nothing there but vapour this morning.
وە داماویەو نووڕمە دەور وەر میزەگە.	I look helplessly around the table.	I looked round at the table in fascination
تەنانەت ئەو ماوە گ دیل کریاس.	not even the length of time he had been imprisoned	even the whipcord breeches weren't altogether out of my mind.
وەرەو ماڵ کیشانێ.	dragged him to the house.	he gave me a lift homeward.
ت بۊدە یەکم کەسێ گ بزانێ.	you'll be the first to know.	you was the first that found you.
وتمە پید م هیچ بانگخوازێ نیم.	I told you I ain't no preacher	I told you I didn't want two.
مینیا لە کلگ ناوێنیەگەم دریژ تر بوو.	seemed to be somewhat longer than my middle finger.	my fingers seemed to be more lengthwise than I should.
ئڕا یە گ ئمێدوارە بووەخشنەێ.	because he hopes to be forgiven	so you will excuse me if I don't let you off home.
وە بێ باوەڕەیەو سەرم لەقانم.	I shook my head in disbelief.	I shook my head in despair, disbelieving.
م هێمان فکر کەم گ ت ئەو شەوە قین کردۊد و قەت لە خوەما نیەۊنم ت بووەخشم.	I still think you were hateful that night and I never expect to forgive you.	I don't believe you hated him still, and I never saw you try to forgive him.
هۊر ئەنجامدان بازی وشەیل کرد.	he missed doing the crossword.	pondered on the outcome of the words.
هە لەورە نەنێ قەور.	they'll bury him right there.	well, he didn't go burying him there.
ئەمانێگ شەکەرەگە لە هۊرێیەو چۊد.	but he had forgotten the sugar.	but the shadow passed out of her thoughts
داڵغە بردۊدە ناو چشتەیل ترەو.	was deep in thoughts of something else	rsula visited him in his other things.
کڵاوە دانا و نیشت.	put on the hat and sat down.	but she sat with a crumpled shako.
ئەۊ ئۆکسیژن نیاز داشت.	he needed oxygen	so she needed a grubstake.
نە وە خەرج کردن وە مەیل خوەێ.	not by spending as he pleases	not of course
پارەکە هەو کاتە کڵاوەێ ناۊگە بان سەر.	when he'd placed the hat on his head a year before	the same time, the patriot appeared in his hat on the table.
بووگ وەرجە چگنێ ئەۊ لەیرە وەلیا هاوسەرگیری بکەێد؟	may even be about to marry her before he leaves here?	whether she would marry him to marry her or not.
کەس نیەتۊەنێ نواێ بگرێ.	nobody seems to be able to stop her	nobody could possibly keep back a
کە تمام مانای یەێ گۆرانی لە ناو وشەگانێ شاریاسەو.	that the whole meaning of a song lies in the words	when the whole sensation lurks in his words
خەریکۊ لە ژێر قورسایی ناڕەزامەندیێگ بڕووخێ کە پێشتر نەزانسۊ.	almost crumpling beneath the weight of a disapproval she had never known before.	she was almost crying with a sadness she had never known before.
لە زنێما ئێقرە خوەشاڵ نەۊمە.	I've never been so happy in all my life	I never was so happy.
وە تەنیا نەچیدە مرافە وەلیانا.	don't you go fighting them alone.	so you mustn't go on fighting with them.
باڵەیل خوەش تاش لۊەتێ	her beautifully moulded arms bare	the arms are like the masts of mighty ships
ئە دروو بۊشیدە پیم، تواێ ئەڵپەڕگەی خاسێگ بکەید.	if you are telling me a lie, I'll lead you a pretty dance.	for if you tell me the truth, make a finished picture of it.
ئاخرەیل شەوێ بۊ.	his end was night.	at the end of the night
بوودە مدووێ یە گ دڵێ بتەپێ.	making her heart jump.	or because it has made his heart beat.
ئەۊ دی وەو جوور ئایەمێ متمانە نیەکەێگ.	he would never trust a man like that again.	I saw him otherwise than as a man now.
کە چۊ ڕەخت خەو وە کاغەز پووشیاۊد.	which was, like all the rest, covered with papers.	which was lying on his stomach in bed
چمان یەکێ دێرێ تیەێ.	I think I hear some one coming.	as if one were missing.
وە تۊلەکی گرتنەێ.	they took it as a joke.	but I followed him with a teasing hat.
پیرتر لەوەمە دروو بۊشمە خوەم و ناوێ بنەم شەرەف.	I'm five years too old to lie to myself and call it honor.	I'm too old to lie in my insult and be insulted.
تواێ م دویس هزار دلار نەزر داشتووم.	I must be holding two hundred thousand dollars in bets.	I must have two hundred dollars or more.
ئڕام لە خوەیشگ ڕاسگانی ئەزیز ترەکە.	dearer to me than any blood sister could ever be.	dear enough to me than any blood sister could ever be.
سینی وەسیلەیل کەوشسازی و کارەیل تمام کۊەنەێ، گشتێیان چۊ جارانۊن.	his tray of shoemaking tools, and his old unfinished work, were all as usual.	the tray full of shoes and stockings, all with a rapidity
م دز نیم بەڵام دزەگەم کوشم.	I am not a thief, but I'll murder my thief.	I will not be a thief, but I will kill my thief
وە دەنگ نزمێ وەلێیا وەت.	he addressed to him in a gentle voice	he said vaguely.
بێ گومان کار گەنێ کردمە.	I must have done something wrong.	I was unconsciously acting as a badger.
ئرمس خوەشی ڕشانن	shedding such tears of heartfelt joy	tears came into his eyes, and he broke off.
لە دۊایا هاتێ زەڕەی فێشتریش بوو.	then the attraction may be the greater.	the result would infallibly terminate in the good of the public.
بێ هۊچ هەڵەی لە تێ.	without any mistakes in it!	seeing that there was no mistake
سەرەتا گومان یە بۊ ئەی مانکەن سیە مناڵ ڕاسگانیێگە ک هەوجوورە هێوەت بۊە.	at first I al most thought that this black manikin was a real baby preserved in some similar manner.	at first she doubted that this meant forty child.
ئمجا دۊەتەگە چییە ناو ئاوەکە تا عەرەق گیانی بشوورێ	so she went into the water to wash off the sweat.	then she drove back into the water to shake her drowsiness.
وە ماشین ڕەسانەێ ماڵ	drove her home.	he gave his car to his house
من فرە خوەشاڵم	I'm very glad.	I am delighted.
من ئەوە فرە وە خاسی زانم	I know that well!	I know that clearly.
ئمجا دو دۊەت جوان	then the two young girls	then the young girl
وە گشتی من فرە خوەشمە مناڵ تیەێدن	but I am always fond of children.	I am so fond of children, too.
هەڵسا و وە تۊڕەیی وە وەرانوەرمان وسیا پاوە	stood, livid and trembling, before us.	rose and burst into a roar of laughter that shook the whole face.
لە سەرەوبانیەگە چێیە بان و نوقمێیەو دا	went up the hill and out of sight.	which looked up at the overseer and sank into a flood of abuse.
هەریە ک ئەو وە ساق و سەڵامەت لەێرە دۊرەو بی وەپید ئۊشم	even as the hairs on my arms began to shrivel.	I shall tell you he was out of his reach and directed.
دەس خوەێ نادە بان تێوڵێ	he put his hand up to his forehead.	running a hand reflectively over his bald crown
یەی دەسم بەرزەو کردم تا خواهش کردنێ کووتایی باێد	I raised one hand to halt his apology.	I raised my hand to pray for the accomplishment of this purpose.
یەکێ دو هناس قۊل و درێژ هەڵکێشا	gave a long gasp or two	sighing once or twice
مەنزوورم یە نیە ک لە ئەو پیایەیلەمە ک ژن ئێهمال بکەێدن	I don't set up to be one of those men that don't care about women.	I don't mean to gawp at the men that's here
لێوا زانستم ک گاهەس گرنگ بوود	I thought it might be important.	I understood that he might be wanted.
دڵنیا نەۊم تو بۊد	I wasn't sure it was you.	I wasn't sure you were.
تا بڕەسنە دەسم فرووشیانە.	I can sell them fast as I get them.	so that I could not sell my hands.
هەر وە ناکاوە هار و هاژ بییە	maddened by a sudden attack of rabies	was standing by with an awful longing to weep and shook.
دو دەس نا سینەوە	crossing her hands upon her bosom	she slipped two hands on her breast
هەست وە قردگێ زاڵ ئەوبۊن	feeling a little overcome.	to feel a little creature about him.
لێواسە گ م کردمەسەێ ڕەوت کردەوەی خوەم.	which is such that I have made it my law of action.	as I have done before me
بایەقوشێگ وە نۆتەیل خەمبارێ وڵام دا.	an owl answered with his sepulchral note.	her melancholy was just like the august melancholy
کە وە ئەدەب فراوانێگەو لە لێ پێشوازی کرد.	who received him with great civility.	which he offered, by many learned arguments
هەرچەن وە گشت هازیەو کیشایەێ.	though he pulled with all his might	though he has suffered too much where he was.
وە یەێ کۆت ڕەش لووچدارێگ کە دکمەگانێ لە ژێر ڕیشە قاوەیی پیەنەگەێ بەسۊدن، وە ڕێزەو هاتە ناو.	had entered solemnly, in a black creased coat buttoned up under his spreading brown beard.	with a chimney sweep driving the hearse advised by the regular driver
چ بەدبەختی فامنەکردنیێگ.	what incomprehensible misfortune	what a disgrace upon the house!
سەرەتا وە یەێ دەس گرتەێ، ئمجا وە دو دەس.	he took it first in one, them in both his own.	I holded her tightly, and then with one hand.
م جۊلیامەو تا دۊا تەقەلا بکەم ئەڕا لەنوو وەدەسهاوردن دووسی ئەو.	I was moved to make a last attempt to regain his friendship.	I made a shift to retrieve my losses.
ئەڕا یە گ ئەو تا ئێرنگە قەت نەۊەسە خاوەن چشتێ گ ئەڕای خوسە بخوەێ.	for until now she had never owned anything worth grieving for.	for he had never been fully conscious of what he had read to himself before.
ئەو نیەتۊەنێ ئەو شەوە وەلیا بچوودە سەر ڕێکەفت، ئەڕا نموونە ڕێکەفتێ گ یەک یا دو ڕووژ پێش دیار کردۊ.	he would not be able to keep an engagement with her that night, for instance, that he had made a day or two before.	for he could not come up that night and date it with him, for instance, as a man or two days before
لە کاتێ گ بێدەنگی پڕ لە ژانێ لە دادگا حکومەت کردیا.	while a painful silence reigned in the court room.	since the silence was sweeping through the muffled fury of the government
ئێرنگە دەمارەگانێ ترسناک چۊچیاۊدە یەکا.	his nerves were terribly overstrained by now.	now his eyes had been tied.
وەل داڵگێیا لە کلیسا بۊ، و لەناکاو تۊش ناڕەحەتیێگ هات، وە بوون دووخە سەرنجڕاکێشەگەی، نەتۊەنس بووسێدە سەر پا.	was at church with her mother, and suddenly overcome by indisposition, arising from her interesting condition, she could not remain standing,	see if there was a church, and then he didn't come to his mother terribly, because she hadn't found him in there.
جیا لێ چشتەیلە فرە ڕخدارە، لێرە ئێ وەخت شەوە وەل جادووگەرەیل و جنەیلە.	besides this kind of thing's too awful, here this time of night with witches and ghosts	apart from other things, the most dangerous, for the time being at the mercy of the enchanters and the giants.
سات یەک شەو، هاتێ دەنگ خەنگ گەورای شنەفتۊد.	at one o'clock in the morning, possibly, she heard a loud burst of laughter	ended at about the same time with a tremendous crash of glass.
لە ڕووژ سزادانێ، کە داڵگێ، هە ئەوە ئەڕای ڕاپۆرت بکەێ.	on his day of sentence that she, his mother, would report the samefor him.	on the punishment day of which his mother had been only afraid of doing so
یا خاسترە بۊشم لە سووەو دی خزمەتکار م نیە.	or rather him who will no longer be my servant to morrow	or rather, you will not be able to think of me till to morrow morning.
درس کردن تاقێ لە بان سەرم چۊ تاق کلیسا.	making a vault above my head like the archway of a church.	the church tower itself on my head, and the church tower itself.
دڕندەی وە دفناک سوور بردۊدەو.	the brute with the red nostrils had won.	whose pale cheeks became slightly flushed
