ڤەگەرد داڵکە وژە مەچوو ئەڕا کلیسا، ڤە سانگە دوگیان بینا، ڤە یەێگلی ئحساس ناخوەشییە مەکەێ و نمەتۏێنێ ئەر ورەلە بمینێ	was at church with her mother, and suddenly overcome by indisposition, arising from her interesting condition, she could not remain standing,	He didn't want to go to church with his mother, and he didn't want to go to church with her, so he suddenly felt uncomfortable and couldn't stand it.
ئەویژە یەێ هانە کارێ، ئێ ڤەختە ئەژ شەو، ڤەگەرد ئێ هەمکە جادووگەر و قووڵە گ هانە دەور ڤەرمانا	besides this kind of thing's too awful, here this time of night with witches and ghosts	That's how it works, at this hour of the night, with all the deep, wizarding magic that surrounds us.
نزیکەل سات یەک دوکوت شاوار بی گ کوزت دەنگ خەنە کەڵنگێ شنەفتێ	at one o'clock in the morning, possibly, she heard a loud burst of laughter	It was about an hour ago when he heard a loud whistle.
تاهەنێ ڕای دادگا مەدرێ ڤەلا ئەوا بوو گ وژ جوزئییات ئەڤە ئەڕا ڕووژنامە گوزارش بەێ	on his day of sentence that she, his mother, would report the samefor him.	It's only a matter of time before the court decides whether or not to publish his story in the newspaper.
چۊنا ئەگەر ڕاس بوو م یەقین درم ئێ زووبین ئەندازە، لێڤە سووڵێکە	which if true I take to be good evidence that this harpooneer is stark mad	Because if it's true, I'm sure this measurement is a blueprint.
گ ئەژ سووئرا دی هامرا م نییە	or rather him who will no longer be my servant to morrow	I don't have any friends after tomorrow.
ئەمانێ ڤە دڵ وژئەێرە هەرگس ئەو ئێ ڤیرا نەوردۊتێ، دۊز بگر ئە جەوانە، ڤەڕاسییا کوڕ وژ بینێ	but in her heart she had never given him up, as though, indeed, he had been her son.	But he didn't want to think about it at all, and he didn't want to think about it at all.
پووششانێ ئەر بان سەر ڕەڤەنگە «ماندرلی» یا دورس کردۊ	making a vault above my head like the archway of a church.	He had wrapped it around his waist.
هێوان پت سوێر خورتوومییە بردۊتێیا	the brute with the red nostrils had won.	The Red Panther took over.
ڤە ئێ هەنساێرە ئەێ ڕۊ ناهومیدی بیمەێ گرێ و دیم ڤە نام ئێ جهانەێرە یەتیم و تەنیام	I had already broken out into a desolate cry, and felt an orphan in the wide world.	I'm desperate right now, and I'm alone in this world.
یە تەکلیفێ بی گ ڤەڕاسییا م هەقم نیاشت و ئەو هەق داشتێ و قەبوول نەکردێ	a proposition which I was wrong to suggest and he quite right to refuse	It was a ploy that I didn't have the right to, and he didn't have the right to.
م ئەڕا ئێ دوروو و دوڕۊئیە ڕیسکم کرد	I risked the fraud	I risked my fortune to travel far and wide.
وژێ ماێە دڵەهووڵی و دڵڕاوەکی بی	was a point of painful solicitude	He found himself in a confused, anxious position.
چێیە دار و دەسە وژ بارێ ڤەگەرد و باێا	would bring the whole hornet's nest about our ears	He took a piece of wood and his hand and walked out.
داێە قێ مێخێکا گ دریاوی ئەێ قێ دێوارەوا و ڤەدقەتا دەس کردێ ڤە پێچانن	he tied them to a nail in the wall, and carefully plaited them.	It's like a rabbit's whip that's been ripped off by a monster's whip.
ڕووح کەڵنگ و دڵ مێهرەوانێ درێ	able to understand her position and her sorrow.	He's got a great spirit and a kind heart.
م مەێ گووش بەم ئەو گەپەل خەێرهواز وژم و دەرکان بکەم	I want to hear and understand my benefactor's words.	I don't want to hear those kind words.
یەێگل تر یەێ گلە گوڵ کامڵییا دریاتێ ڤە بێن	she received a white camellia again	Then he brought in a bunch of flowers.
ئەژ ''ئرلاندۆ'' گستێ گ سەربەرزان بکەێ تا نهار ڤە یەکا بهوەرن	asked her whether she would honour him by lunching with him?	He asked 'Ireland' to raise him to join him for lunch.
هۊچ نەیۊتێ گ پێیاێ ئەژ ورەلا کل بۊ	had not seen the man pass.	He didn't see anyone getting kicked out of the yard.
هەنێگ هەتمەێ نام ئێ چووڵگە زەڵەبەرا	but as I was making my way among these crags,	When I walked into this closet,
گ ڤە زانست و گومانەل وژ فرە باوەڕ درێ	who will certainly ruin himself in experiments	who believed in his own knowledge and doubts.
هەسۊرەێ ئەژ بەوییە وژ بەدە مایتێ	her mother in law detested her	a feeling of complete oblivion.
هووسا و هێیا ئەر دەور و ڤەر وژ	after stopping to look about her,	He stood up and looked around.
تا ئەسکە ئێ خاڵ سێتانە دی زەڕکیژێ ئەرزش نەێرێ	in the meantime, your black spot ain't	It's not worth the trouble until this point.
ترس ئەژ ئاوڕۊچێن ڤە نام مەردمێرە داشتێ	he was afraid of creating a scene in public.	He was afraid of turning to the living.
ئەژ یە فرە ڕشیاوی ئەێ یەک گ ڤەگەرد یە گ وژ کار ئەو کار ئەواکان نیاشتێ، ئەواکان ئەژ ڕۊ جەرا ڤیرانە ئەوا بی	he was angry that people should go on being interested in him when he took no interest in them.	So much so, that he had to deal with someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have a job, and someone who didn't have
یەکم ڤە سانگ یەوا گ گووکارە ئێ شێوە پرتاڵ ئێڤەرکردنە بۊ	first because his personal taste would not allow him to dress in any other way	The first is that of a stone slab with a concrete floor.
چۊنا گ مەگستێ پا ئەر ورەلە نەنێ	but though he would have rather not entered it	Because he doesn't want to walk on a leash.
هەر چەن دەرجا هەتم تا ئەر بتۏنم یاریتان بێیەم	though I have come only to aid you if I can.	I've come as far as possible to play you.
ڤە سەختێ تۏنستێ سەتڵە هێز بەێ	she could hardly lift the pail.	He's been struggling with the fatigue of his stomach.
ئەڕا ئەو گ شراو خاستر بییە	why did he not take wine?	for wine was preferable.
هووسا تا یەێ دەقە تەمام بی	he allowed a minute to pass	He waited until it was over.
پیاێ گ ئەر ورە کارە مەکردێ کریاوە درەێرە	that the man employed there was dismissed	The man who did the deed was found dead.
م نەزان بیم و هۊچکەس نمەیتێ گ ئاێم نەزانێ یەێگلەکی زاناوا بوو	I was stupid and nobody likes to see a stupid guy wise up.	I didn't know, and you won't find anyone who doesn't know me to be a scientist at all.
ئەو ڤتێ گ سو ئەوان ئەژ تەسمیمە وژ ئاگادارە مەکێیا	he said that tomorrow he would let her know his decision.	He said he didn't let them know about his plans.
دۊز هەر ئە ساتە گ شەو نوواێن ڤتۊتێ	precisely at the hour named the night before	Just as he said in the middle of the night.
ئەژ تالار ڤرێ سەرسەرا و ئەژ پلەکانی ڤرێ هەسار ڕەمی	through the ballroom to the anteroom and downstairs into the yard.	He walked out of the front hall and out of the front stairs.
ئەمانێ ئیسە فرەتە بینەسە چۊ ئەو	you're much more her now	But now he's too much of a goose.
گ دیار بی ئەێ بنکول هناکردن ئەوان نەشنەفتۊتێ	that it was doubtful whether she had even heard their calls.	He didn't seem to have heard them scream.
کەسێ تریژ نەێرم گ بلاڵکمێ ئەرن	I don't know who else to ask.	I don't have anyone else to tell me.
ڕووژنامە داێە دەس داێا	he now passed the paper over to her.	handing over the paper
قەتارانیژ ئەڕا ئێرە کل کرد	so our train was sent here.	He stopped the train here.
ڤەدقەتا چەمم ئایشت ئەرن	I examined her carefully.	I'll take my eyes off you.
مەر یە گ کامڵ سەر ئەژ ئە گەپە بووتێ	unless he knows that subject well.	Unless you're completely out of your mind.
ئەمانێ ئێ مەوزووە ئەهەمێیەتێ نیاشتێ	but what did that matter?	But he didn't have a partner.
م ئەوم ڤەگەرد ژەنێ تر کل کرد ئەڕا خارج	I sent her out this morning with the other young woman	I took him out with another woman.
ئەمانێ گومان نەکە ئێ گەپە ئەڕا هەمۊشە ئەژ ئەوە مەشارما	but you needn't imagine I shall keep your ridiculous secrets.	But don't think I'll be ashamed of it forever.
ئەژ تە دڵا خەنۊ	bursting into a hearty laugh	He laughed deeply.
مەگەر یە گ فڵەک وژ ئاهانە بەیتێ	unless he wanted to be noticed.	Unless you're wasting your time.
ڤەگەرد دیین ئەو، پلیا ئەورە ئەڕا ئووتاقەی	he disappeared into his house	With that, he climbed into his room.
ئەومە مەگست تا ڤیریا دڵم بوو	I kept her in my heart	I tried to remember.
بێ تەڤە بین یەکتریان دووسە مەورد چۊ دو ئاشق پیر	loving each other like unhurried old sweethearts	They became inseparable from each other like two old lovers.
دەرجا ڤە شێوە چێیەلێ ماێە درەێرە گ هەر کام ئەژ ئیمە زەڵەمان ئەژنانە مەچوو	he will immediately become whatever each of us most fears.	The door was kept open so that none of us could miss it.
یە بییە گ ئە ڤەرگە گێردی	so he searched around	That's when he grabbed the stone.
هەمباز مەچووە قاوا گیانەڤەرەلەێرە	will go back into animals again.	Don't go back to the living room.
وژتان ئەڕا گشت جوورە پێشهاتێ گورج ئەور کەن	prepare yourself for every emergency.	Prepare yourselves for all sorts of precautions.
یە خوداێە گ داینێ ئەرن تا بمرین	when he is striking you dead?	It's God who gave him up to die.
گ هومە ئەژ پێڤەنی گرتن ڤەگەرد م ڕ ئەو سات دە و دتەلە هالیپا پرتاڵان ئەێ ڤەر نەکردۊگەردانینان	that you decline allying yourself with my family	I'm afraid you've been keeping an eye on me for ten hours, and the girls still haven't returned.
ڤە مەردج یە گ ڕەفتار دورس و بێقوڕاتی ئەنجام بوو	provided that a proper humility of behaviour is at the same time maintained.	Provided that he behaves properly and disrespectfully.
دورسە ئەگەر ڤە دوماێن گڕەلەێرە ڤە گستە دڵ وژ ڕەفتار کردێیەسێ	it is true that if he had done as he liked at the last	It's true that he's behaved in this way since the last attack.
هایتێر ئێ کڕکڕەمزییە دەنگ کپ کردۊنا	this fog may have deadened them.	Maybe he's heard this thunderbolt.
یەێگلەکی ئەێ جاکەێ هێزگرتەور	then he suddenly arose	Once upon a time, there was a giant.
هەمزەمان ئەڕا هەیواین ئەژ ئە هاڵەتە ڤە نام تالارەێرە تورکیاین	you betook yourself slowly to pace the gallery.	We're always on the lookout for information about the situation in the Turkish parliament.
هانە هڵم و هانە شوڕە یەێدەنگێ ئەژ ڤارین ڤاران دورس بۊ	such a steaming and droning rose from the downpour	It was so hot and humid that the rain started to fall.
چەمەلێ ڤە نام تەریکیەێرە کامڵەن ڤاز بین	for you must either satisfactorily settle this matter with yourself	His eyes were completely emptied in the darkness.
یا مەێ ئیسکە بچم یا دی هەر نەچم	I must go now or I shall never go.	Whether I leave now or never.
ئەژ ئایلیرا تا ئیسکە یەکترکییان نەوی	they hadn't seenm him since they was boys together	They haven't seen each other since yesterday.
ئەڵوەتە م چەمەڕێ نەویم دوما ئێ هەمکە ڤەختە نەتۏنیمن بکەیمنێ ڤە دی	I agree we would have expected to have found her by now	I didn't expect to see him again after this meeting.
هەر ناڕات یە نەوی گ کەسێ دەنگێ بشنەوێ	she said, and she did not trouble to lower her voice.	It's not uncommon for someone to hear his voice.
ڤە باوەڕ منەێرە ڤە ژەن و شۊ بین قانووب بمارکێکە گ مەێ بەورینێ ئەو ڕێ	that I look on marriage as a divine institution to which we must conform.	I believe marriage is a legal requirement that must be adhered to.
هەر چەن هزار گلە تر جاڵ بارن ئەڕا کەشتییە ئەو	though a thousand other whales were brought to his ship	Just like a few thousand more for his ship.
م قوڕات نەوینم ئەژ ڤیر بردۊ	I lacked humility.	I've forgotten your secret.
بنیا نیای ئەر یارمەتی دەسمێیەت داێن تام ئەڕا ئازار داێن و ئابردن زندانی	began to assist in exercising the prisoner.	The building will not be able to hurt and torture you if you don't help.
چمە نام قایق گوجەر پاڕووداڕرێکا	I climbed into the dinghy.	I'm in the middle of a little dinghy.
سە ڤە تۊڕەوا هانە خوڕیا	he exclaimed, getting angry.	So he fell asleep in the furnace.
دوما ئێ کارە مەتۏنیم بچیمن ئەو سەرڤەخت ئە کارەلە	then we can turn our attention to other matters.	After that, we can go back to those days.
دو کوت ئەر یەێ لا و دو کوت تر ئەر لاێ ترک دەر مەڕە بدوڵفانن ئرا	to hang two on one side and two on the other, within the door of the cave,	Two cubits on one side and two cubits on the other.
ئەمانێ تونیج خوو قەڵت داوی نامەم ئەڕا بنۊسین	but then you said you would write me	But you're so busy writing my letter.
شاوارە ئەوا ڕووژە ئدامەم دا ئە سەفەر دەلیایی	repeating my voyage early in the morning	Yesterday, I gave him the day of his departure.
ڤە بەوشێکا گ ئەرنهەتێ ئێ سن منەسە	who rose full of the enjoyment of his age.	That's why he's my age.
ئەو پەلامار بردۊتێ ئەو ورەلە	he had taken refuge.	He's been accused of that.
خوەکەێ ڤە دوڵنگ خاوا دیتێ	saw his sister sitting patiently in her prim nightgown	He found himself in a deep sleep.
ڕووشنایی هامە نمەچەشم	I shall not reach your light	I won't turn my light off.
چۊنا ئاو هواردنان ئەڕا کەسەل و سپا وژ نیاشت	for they had no water for men or horses.	Because he didn't have enough drinking water for his people or his troops.
ئەمانێ ئەو چێ ڕۊ نەکردێ تا هۊچکام ئەژ ڕۊ بەرداشت وژان داوەری نەکەن و وە مەبەست پەێ نەورنێ	but he did not say anything that allowed anyone to guess his intentions.	But it didn't take long for anyone to get their hands on it.
منە مەتۏنم بۊنم گ هەر دەقە درێژترە ماوئرا	I could watch you getting taller by the minute.	I can see it's been a while.
گیفان وژ ئەڕا ڤەدیکردن سکە پۊلە ژێر و ڕۊ کردێ	he dug into his pocket for the required coins	He put his pocketbook in front of him to find the money.
دۊربۊنەم ئەێ دووارکە داوە نگەوان ساهڵییە	I gave the glasses back to the coastguard.	I'm telling you, he's a very hard-working man.
سەرپرەس شێتخانە ڤتێیە ئەو گ ئە پیا هالیپا هەر شێتە	the governor assured him that the man was still mad	The headmaster of the asylum said that the man in question was a madman.
ماڵەل ئەوانان سزانێیە و ژەنگەل ئەوانان ئەڕا کەنیزی فرووتێیە	burned their homes, and sold their women.	Their possessions are treasures, and their possessions are treasures.
چەن گلە دوشمین ئەڕا ناشیگەریی داێ ڤە بێن	he muttered various curses on her awkwardness	How many times has he insulted the enemy for his bravery?
ئەڕا سەر ئەو پەنج هزار پزوو خڵاتان دیاری کردۊ	put a price of five thousand pesos on his head.	He had fifty thousand chickens on his plate.
دەس ئاخر گیان کەسەل ترکیژ ئەێ دەسە مەچوو	many lives must inevitably be sacrificed.	Don't let other people's lives get in the way of that.
ڤە بەوش و خوەشێکا دۊربۊنەی ئاوردێ ئەو بان	raising the camera hopefully.	He lifted her up with his love and affection.
ڤە گشت ئاوەختەلێ نەڕەسۊ	that not all of their hopes had been fulfilled	He wasn't there all the time.
دومارێ ئە جەلتمە ئاوردەێر	then pulled the volume out.	Then he brought me the jacket.
ئینداڵکە یەێجوور تر مەبەست وژم ڤت	so I said it in other ways.	Then I made another point.
ئەمانێ لازمم دی گ نام کشڤەر وژم ئاشارم	but I thought it necessary to disguise my country	but I found it necessary to hide it in my drawer.
جا هالی دنانە نیشان داێ	showed the vacancy.	Then he showed them the opportunity.
سەێر و جمشتەل ئەو ڤەس بین تا گ ترس و تاشا باجێ ئەێ گیان دلێری	a spectacle and demeanour to strike terror into temerity itself.	His eyes and muscles were so closed that fear and fear were beyond his ears.
ئیسکەتە مەسەڵە وژئەڕاوژ دیارییە	that's the solution of the mystery!	It's a definite self-fulfilling prophecy.
گاێس هزاران ڕووبڵ ئەێ پۊلەوان ڤە دەس ئەو خەرج کریاوی	more than one thousand rubles of their money had passed through his hands.	Thousands of rubles of money had been spent by him.
دۊز دە ساڵ بی گ م شان ئەر شان ڤەگەرد یەکێ ئەژ دتگەلم گامم نەنیاێە	it must be quite ten years since I walked side by side with one of my girls.	It's been ten years since I've been on one shoulder with one of my daughters.
ناخوەشتر ئەژ ئەڤە بییە گ خوەکەێ دووس بەورێ	too sick to love his sister.	the worst of it was that he loved himself.
دیتێ پیاێ ئەێ پووشە بانێنەوا تا نام قەێ ڤرێ هوار هوەل بییەسا	descried a man looking out of a door, breast high, on the second story.	when she saw a man in a cloak hanging from the ceiling.
یانێ ماوە یەێ سەرکارگەر	that he was to be a boss!	That means there's still an official.
ڤە ئەروا دام هەرگز ئێ «ڤە ژەن و شۊ» بینە ئانمووشم	that is most sacred to me in the world, namely, by my mother	I explained to him that this marriage was between a man and a woman.
ئاهانە ناهەڵمانە چێیە نام ئووتاقەوا	burst into the room	Then he slipped unconsciously into the room.
هەنساێ گ ڤەڕاسییا هاڵم خراوە	when I am almost crazy.	When I was really sick.
یە چات پیا خاسەکە، ئەڕا نیات ئەێ چووارە	how you do gallop on, my good man!	That's why the good guy went in there.
ئەگەر تو ڤە باولایقی دتەکەم دوشکین، خاس بپایتێ ئەرن تا پەێ بەورین ئەو بن ڕاسی ڤتەلم	only look at her well and thou wilt see I am telling the truth.	If you're sleeping in my daughter's arms, put it on your knees to tell me the truth.
ڤتت گ منیژ چۊ ئەو هامە نام کار مردنەێرە	as if'the thought passed through my mind'I were dying too.	You said I wasn't going to die trying to get my job back.
م ڤە ناڕاتی و دڵەڕاوکییا ڤتم	I looked up in confusion.	I said with concern.
هۊچ توڕێ ئەژن دیاری نەدریاتێ	had failed to rouse him from his lethargy.	He didn't have a definite eye.
ئەگەر ئەوان بگەێان بچن م نمەتۏنم قسەێ بکەم	I can't say nothin' if they want to go	If they leave, I won't be able to talk.
ئیمە ئەومان نیا ئەێ ماڵ	we had left him behind us	We didn't bring him home.
ئەمانێ زەڵە نەێرێ گەپەێ تەمام کەێ	but hasn't the heart to finish.	But he didn't have the guts to finish it.
بێ یە گ هناسێ تازەوا بکەێ	without even taking a breath.	without breathing again.
باوەڕ بکە ڤەگەرد ئێ هەمکە خڕپووقا دی نمەتۏنم دەنگ خازەڕینەیژ بشنەوم	I won't even be able to hear the egg over this lot.	Believe me, with all this noise, I won't be able to hear his voice again.
تاهەێ ڤە سن پیریژەێرە ئەسیر سیفال زەزیەک وژ بی	not even with the most desperate act of her old age	He was so old-fashioned with his old mustache.
گووەێ ڕەنگم چۊ ڕۊپووش ڤەرم سفێدا بۊ	I am sure I must have been as white as my gown.	My ears were white, and my face was white.
سپاسگوزاری وژ ئاوردێ ئەو زوان	thanked him for it.	He expressed his gratitude.
بێ هۊچ دەلیلێ لەخەێ داێ ئەر قەوینی ڕان ئەو	needlessly kicking it in the groin	without giving any proof of his superiority.
سە ڤە چۊە ماو م بوەخشین	so how can you forgive?	So you'll excuse me for a moment.
م گ پێشەکی ئێ کارمە نەنیاوی	I haven't prepared anything.	I have no prior record.
منیژ ڤە نام جهانەێرە ئاهانە نام بایژمرا گ ناو باوەڕ بکەین	that I have won incredible fame throughout the universe	I'm telling the world to believe in me.
فرەهان ئەژنتان سپاسە مەکەم	banker, advancing towards him with the check.	I thank you very much.
ڤە سانگە ئازارەلێیا نفرەتم ئەژن داشت	I hated the way he teased me	I hated the pain in my stomach.
پێگستە گ منیج ئەڕا سۊر تو دەوەت بکەێ	he ought to invite me to your wedding	He suggested that I ask you to marry him.
ئیمەیچ گام ئەر گام ڤە شوون ئەوا مەچیمن	so, at her own pace, we will follow her.	We're going to go one step at a time.
یانەلە گیانەڤەرەل خووفناکێ بین گ هێشان ئەر ڕۊ ئاێمیزایە داشت	fearful beasts which were above man.	They were horrible creatures with bare faces.
ئەر نیم متری زەمینا تووپە گرتێ	a foot from the ground he caught it	It's about half a meter from the ground.
یەر هالیپا کەسێ هۊچ بێزارکردنێ ئەڕا هامە دورس نەکردییەسێ	since they haven't begun to worry you?	No one's ever bothered me for three minutes.
مەر یە گ قەوڵم ڤە بێن دەێ گ ئەژ گەپەلم نەڕەنجێ	unless he would give me his word and honour that he would not be offended	But he promised me he wouldn't take my hat off.
چۊناگ گشت قەزالەوان کیشاوی	they were all helped	He pulled the trigger like the rest of the squadron.
ئەڕا گوزەران ژیاێن ڕێ دەلیا بگرن ئەێ ڤەر	should take to the sea for a livelihood!	They'll walk in it for the rest of their lives.
فنجان شیر و پێشقاو نانە داێ ئەو لا	he withdrew the cup of milk and the plate of bread.	He took away a glass of milk and a loaf of bread.
گ ئمپراتووڕ هامە خڵاتی داوی ڤە بێن	which your emperor presented hiM	That the Emperor should interfere.
چووخاکەێ گرتۊتێ ڤە نووا دەمڕۊیا	her robes pulled up over her head.	He grabbed his armchair in front of him.
هەتیمن تاماشا پێشبڕکییە بکەیم	we'd come and watch you.	I came here to compete.
ئەڤە کوتە مەنیایمن ئەرن تونتر بیمن	this increased our haste	That's why we have to be stronger.
هەر ئە ئەفسەرە گ هەت ئەڕا ماڵ تا ئەژ ئەو شەبانووێی بسازێ	the officer who came to get her at her house to make her a queen	It's the same officer who came to the house to make that night.
نمەزانم توک پتم خوارانم	I don't know, I say, rubbing my nose.	I don't know if I have a fever.
ئەگەر ئەێ سەررا جوورێ تر ڤەگەردان تا بکەم	if beforehand he chose to impress on them the fact	If I change the subject in some other way,
تکنام کرد منیژ بارێیە دەرەێرە	I demanded my release.	I tried to get myself out of it.
چۊنا ناچار بی یەێسرە بچوو ڤرێ ئی لا و ئە لا	because he was hardly every around	So he had to go back and forth.
ئەو دەرجا پایتێ ئەر ئمزاکە	she immediately looked at the signature.	It's the capital of the empire.
ئێ منەێرە مەتۏنم تاوار بارم	I thought I could pull through.	I can't bear it here.
کارشناس نمەیتێ و نمام ئەڕا ماڵتان	I do not wish for experts, not I, nor to go to see you.	You won't be an expert, and I'll take you home.
ئەژ ئە جوورە گ مەپایتێ ئەرن خوەشم نماێ	I don't like the way he looks at her.	I don't like you any more than you do.
گ یەێسرە ڤە زەمین و ئاسمانەێرە منەیە مەکردێ	for whom she continued her hopeless search in heaven and on earth	Who created the earth and the sky for me.
ئەمانێ هەر ئە گڕە ڤە ترس و تاشا	but it instantly awoke my fears.	But at the same time, he was terrified.
مڵاڵ گیان ئاسینێ کەتێ ئەێ گیان	then he was sick to death of it	He's got a lot of cash on his plate.
چەنسەد نتر دەوین و دومارێ هووساما، کەتۊمەێ هناسێبڕکێ	run about a hundred yards down the road and stop, panting.	I walked a few hundred yards, and then I got up and started the race.
بڕەم بڕەم چن ڤرێ ڕێیە باریکڵە هوشکێ	they raced to the point.	I walked a few steps along the narrow path of reason.
م ئەر ئێرەلە دڵمەڕا کول تەنگە ماو	I'll miss everyone here.	I'm in a very bad mood right now.
ئەمانێ مەری تازە داشتێ پا مەگرتێ	yet it seemed he had only tapped it.	but he had only just risen to his feet.
یەێ هەفتەێ مەویا گ چەمە شوون ئێ فەندەکا بیتێیە	bought the electric cigar lighter whichhe had coveted for a week.	I've been following this thread for a week.
چۊنا ڤەڕاسییا یەێ زەمانێ هن وژ بیتێ	what did really once belong to him	It's like he's really got a mind of his own.
نووا قاێقەێ شێوە قووێی داشتێ	her prow was fashioned like a swan	It had a dome-shaped dome.
ڤە لا وژما ڤتم بێگومان هامسەگیری ئیمە پێشهات موهمێ نەوییە گ ئەو چێ ڤەباوەت بنۊستێ	I supposed I was not a major event.	I told myself, of course, that our engagement was not the first important step in his writing.
چۊناگ ئە چراوا کاڵە نزیک ئەر م کردێیا	for the gray horse came to the door	I drew a close glimpse of that little light.
جاێ گ گشت سەربازەل ڤە نامەێرێ هەمامانە مەکرد	where the whole regiment had bathed in the same water!	where all the soldiers were stationed.
هڵامات ئەو ڕخنە ئەژ بەزهەبێکە گ خوەکەم تا ئیسکە هژدە لەم زایە	he's so bloody religious that she's got fifteen kids now	It's like the fear of the beast that I've been drawing ever since.
ڤە ئێ باوەتە دڵنیا بیم چۊنا گ کشش و گیرایی ئەژ بەێن چۊتێ	I knew it for sure because the pull was gone.	With that in mind, I was convinced that the pull and traction had gone out of his system.
گەپەل ئاقڵانە شنەفتنانیژ خوەشە	it's always pleasant to hear words of wisdom.	words of wisdom to listen to.
ئیگل ڤیرێ ئەژ ئەو لڕیا	then he dropped her out of his mind	The eagle's mind is turned away from him.
ڤە گومانم ڤە سانگ یەسە گ تونم فرەهان دووس داشت	I suppose it's because I loved you too much.	I think that's the kind of rock I really like.
ئەڕا هوەتن لۏتا بۊ	he was undressing to go to bed	He's got to go back to bed.
ئەڕا یە گ ئەو ئەخنکە هار بۊ گ دی هەر قسەێ ئەژ ڤیر بردۊتێ	for the fright was so great, that she had quite lost her voice	Because he was so upset that he forgot to mention it.
شازاێە خانم ڕەنگێنە تۊلەک نەمامێ بی گ تازە دەساڵان پڕاکردۊتێ	a pretty young princess just turned of ten.	The princess was wearing a full-bodied hat that was only ten years old.
هامە مەگەێ دی ڤە سیفا ئراکاسیاێن وژتان بۊنان	you must begin to think of settling down.	I hope you'll find yourself in the crosshairs of your acquaintances.
م هۊچ خێاڵێ نەێرم ڤە هەق هومەێرە بەدی بکەم	I will not harm you.	I have no right to disobey him.
ئەمانێ ئەێ منەێرە ڤە ڕاتی ئێرەلە نییە	nor as comfortable, I am thinking	But I don't think it's the right thing to do.
گ هەنساێ دەرسە وژتان نەزانینان، تیزتان ڤە بێنە مەورن	who plague you if you don't know your lessons	You're gonna die like this if you don't know what you're doing.
ڤە دووخ ڤاق ئابردۊکا هووسانا	stopped in surprise.	They stopped in the middle of the night.
تەنیا ئەڤینە مەتۏنێ ئیمە ئەژ ئێ ڤەرتەڤەرییە ڕزگار بکەێ	only love will get us through this	Only then can he save us from this tragedy.
م فرە مەگەێم گ ڤەگەرد خەڵک جەماوەری گەپ بێیەم، و ئامادەم ئەڕا ڤە دەس ئاوردن هەقان یارییان دەم	I like talking to the peasants, and am always glad to do them justice.	I don't have a lot of time to talk to people, and I'm willing to do justice to them.
ئەژ هەنێکرا یەکمین پەیامان ڕەسۊ ڤە دەس، ئەژ ئێ مەوزووە ئاگادار بین	since that first transmission they had found out that the old woman	As soon as the first message arrived, they were aware of the danger.
دۊز چۊ بیس ساڵ پێش نام هەر کللێڤەێ گ دڵم بگەیتێ بارم ئەو ڤیرم	remember every fool's name as well as I could twenty years ago.	I'll remember every key I need, just like I did 20 years ago.
ڕەفتار و جمجۊل سەرەژەئەورکیشێ داشتێ	his demeanor easy and prepossessing.	He had a nervous breakdown in his behavior.
ڤە ئەواکی دەسە چنگڕ داێ ئەر دەس وژێ	while she scratched his face with the other.	He grabbed her hand with a twitch.
م خاستر ئەژ هەر کەسێ مەزانم گ تو مەتۏنین ڤیریا وژت بین	I know better than anyone that you can look after yourself	I know better than anyone you could ever remember.
هەنساێ تەزئێرکردن و نهار هواردنم، ڤە دانسکەوا کەمێ ڕێیەم دۊرا ئایشت	I deliberately walked further than usual in my lunch hour	While I was breathing and eating, I walked a little far away from the dining room.
ئەمانێ چێمێ بێجگەژ ئەور و ئاسمان نەی	could see nothing but the clouds and sky.	But all I saw was the sky.
ئەخنکە داخ گ هۊچ کلکێ تاو گیرداێن نیاشتێ	so hot that no fingers can hold it.	It's such a shame he didn't get a chance.
فرە سەرەژە ئەو ئحساس ئەواکان نمەگرتێ	little concerned about the feelings of others.	He didn't feel that way too much.
هەر یەێ ئتفاق ڤەرچەم گرێکە	was a remarkable coincidence.	It's just an accident.
ڤەهاڵێکەێرە گ ئەو وژ بنکول مردێیە	the man being stark dead.	He thinks he's really dead.
م وژم هەر ئیسکە گلەمارما	I myself shall turn back at once.	I'm just crying right now.
ڤەداخا مەگەێ بووشم هەق ها تو	I am afraid you are right.	But please don't let me tell you the truth.
دۊز چۊ زەمان دوما تەسادف گ خەڵک چەمەڕێ دوکتوڕن	as it might be after an accident, when people are waiting for the doctor.	It's like a post-apocalyptic world where people are waiting.
منە مەگەێم چێتێ بایژم ئەێ گیر نە گ چێتێ ئەژن بکەنما	I want to give you things, not take things away from you.	I don't want to be caught in the crossfire.
ئەو ڤە نام ئاودەسەێرە گیر کردۊتێ و چێ نەشنەفتۊتێ	she was locked in the bathroom and did not hear anything.	He was trapped in the river, and he didn't hear anything.
ئەمانێ پرووژە داشتێ پێشە مەچیا	but the project was under way again.	But he was determined not to.
ئیمڕوو گ مەهەتم پەنج دولار شیرینیم داوە بێن	I tipped him five dollars when I came out this morning.	I got five bucks today.
هایتەێریژ دوما ئەودەرداێن ئێ گوجەرتانە ئەێ ماڵ تا ئیسکە ڕەسۊ	it may have arrived since I left my office	The last chance he's had since he brought this baby home.
