که گول تام را خورده بودند و کلاه سرشان رفته بود.	as being the dupes of a wily fraud
انگار که درد متعلق به اوست.	as if it had been her own.
دو آقا پریدند بیرون و کالسکه را سپردند به او.	the gentlemen jumped out, and the equipage was delivered to his care.
سعی کرد ایستاده بگذار دش	tried to stand him on it
این یک بحران موقتی است که بدون شبهه با کسالت پیشین شما ارتباط دارد.	it's a passing crisis, it's the result of your illness, perhaps.
یک کت رسمی مشکی کهنه به تن داشت همگی دور میز نشسته بودند.	was wearing a very old and rather moldy looking tailcoat.
من خودم بدون معلم یاد گرفتم.	I taught myself.
امروز فقطمی خواهم خوشحال باشم و بس.	to day I mean to be perfectly happy.
از او هم مطمئن باشید که یقین دارم با کمال شوق اطاعت خواهد کرد.	I will answer for him, count
مانند کوری بود که تیز گوش باشد.	like a blind man whose hearing becomes more acute.
هر چند نه تنها تردید داشت بلکه تقریبا مطمئن بود	though he not only doubted but felt almost certain
بلکه چون کسانی سوار بر قاطران را هوار خلیفه	but like men who rode canons' mules
زیرا در این حالتی که هستم هیچ علامتی و آثاری را نباید اهمال کرد.	but no indication should be neglected in this terrible situation.
زندگی این بیست ماههتان برای من روشن بود.	your whole life during the past twenty months lies within my knowledge.
اما همه کارها خود به خود انجام گرفت.	but it all got done as if of its own accord.
فقط همان یکی که تازه چهارده سالش شده بود.	only one, who had just turned fourteen
در دنبال کردن و سرانجام نیز در سقوط به ورطه آن رابطه ناپاک مرتکب شده بود.	he had committed in pursuing and eventually allowing him self to fail into this unhallowed relationship with her
قبلا به شما گفتم که برای من میسر نیست زیاد شما را ملاقات کنم	I have told you that I cannot receive you myself very often
وگرنه ما دست و پایمان خواهد شکست	or we shall go breaking our necks
که اشخاص هم عقیده او هم به معتقدات خود بیش از او پای بند نیستند.	was that the men who shared his views had no other construction to put on them,
بازم هر اتفاقی عجیبی پیش او مد منو با خبر کن ین.	I still want to hear about anything odd.
من در کنار برکه نشسته بودم.	I was sitting on the grass bank
برای بدست آوردن دل او تصمیم گرفت به وی قول ازدواج بدهد.	he determined to pledge his word to her to become her husband
مبادا که زن و فرزندانت را فراموش کنی.	don't forget me and your children.
اما بر خلاف از دیدار او بسیار خوشوقت خواهم بود.	I assure you I shall be happy to see hiM
امیدوارم جایی درست درمان برایم پیدا کرده باشی.	I hope you found me a nice pub
اما ایشان گوششان بدهکار نبود	she wouldn't hear a word.
من مدیون اون هستم بیشتر از چیزی که قابل جبران کردن باش ه.	I owe her more than I can ever repay.
روی زمین نشسته و پاهایش را به دست گرفته است.	he sitting on the ground, with his feet in his hands.
به تخت اشاره کردم اما از بس لباس روی آن بود جای نشستن نداشت.	I gesture to the bed, but it's covered with clothes.
به عنوان هر نوع خداحافظی یا ابراز احترامی فقط ساعت نه را دوباره تکرار کرد.	he departed, without more ceremony than an emphatic repetition of the hour of appointment for the following night
حتی نزدیک بود قول بدهد با نظر خیلی مساعد به این قضیه فکر خواهد کرد.	pretty nearly promised,moreover, to think of it, with the intention of finding it a very good scheme.
اما به جای باروت از لودانوم انباشته شده بوده است.	but, which, instead of containing gunpowder, was supposed to be charged with laudanum.
ضم نا یادم رفت کاغذ جوهر خشک کن ببرم و خودنویسم جوهر پس داد.	I forgot to take any blotting paper and my fountain pen leaked.
خود پیاده از میان شهر رفت.	went on foot through the town.
اما دستش به موهای درشت پیشانیش خورد.	he met only the short growth of wiry bristles,low on his forehead
برای آنکه به تجربه یقین حاصل کنم که این نوشته در خور حسن ظنی است که خود به آن دارم	to try if it came up to my own opinion of it
مهربانی ایزدی لبخند پر شفقش را.	the divine goodness of her smile of compassion.
من حاضرم در راه سعادتش هر کاری را انجام دهم.	I would do anything for his happiness!
با این احوال این کار ممکن نیست.	he rejoined with a sigh, after a short pause.
امار فتار رفتار او واقعا اهانت امیز است	but his his behavior is reprehensible.
حتی از همان وقتی که بچه بودم.	ever since I was a child.
مهم نبود که والدینت چطور هستند.	no matter what your parents were like.
با این وجود چنان مرتب که گویی هر قسمت برای گسترش خود جای کافی داشت	yet so well set out was it that it seemed that every part had room to spread itself fittingly
بهتره گاری رو نگه دارم و حرفمو تم وم کنم.	I guess I'd better stop right here till I've finished.
پس از آنکه اخم و شکلک میمون به اندازه خواندن یک دعای مختصر طول کشید	having kept this up as long as one would be saying a credo
همگان از وی چون دشمن دوری گزیدند.	people turned away from him as from a common enemy.
چون از حال مزاجیش جویا شدند	they asked him after his health
خنک ای غروب بر دشت تشنه و قله گر گرفته کوه سایه افکنده بود.	dew fell cool on panting plain and scorched summit.
مگر آن که به مرزهای سرزمین خودت رسیده باشی و نیازی مبرم به این کار باشد.	until you stand once more on the borders of your land, and dire need is on you.
که حالت هیجان آمیز سردار جنگی را در میدان کارزار داشت	who was in the excited condition of a commander on a battlefield to
فهمیدند که باید به واقعیت فکر کنند.	they found they must talk of the actual.
با آن که تمام روز را سرپا بودم	though I had been on foot all day
سپس با خشم و ناراحتی از جایگاه گذشت و در میان جمعیت ناپدید شد.	stormed off across the dance floor, disappearing into the crowd.
این حروف الف را بیادبسپارم	that's a thing to remember, that letter _a_
در تزئینات داخله کوشش و سعی به عمل آورده بود.	in the taste displayed in furnishing, and in the rapidity with which it was executed
بعد سه دفعه دور خودت بچرخی.	then turn around three times
واقعا مسی و دبرای چه شده و کجاست	apropos, what is become of him?
بعد از شام به خوابی عمیق فرو رفت.	fell sound asleep after dinner.
در حرکت با پاهای برهنه و راست و مستقیم چون پیکان با بافه های موی پرکلاغی نیم رخی آکنده از غرور و نخوت	stepping barefooted and straight as an arrow, with braids of raven hair, a thick, haughty profile
پنج برابر این عده کشتی سوخته و غرق شده باشد.	five times as many ships burnt or sunk.
بدون شک به آخر داستان رسیدم.	properly speaking that's the end of my story.
در عوض هر مبلغی که بخواهد قبلاً به او بپردازم.	offering him whatever payment he pleased.
به هوس کمک کردن به من میفت	give me no aid or succour
آن موقع فرصت خوبی است که این جاها را درست و حسابی بگردیم.	that will be our time for exploring.
تو فقط باید در صورتی در صحبت من مداخله کنی که کار خیلی مهمی داشته باشی.	you may interrupt me only if it is very urgent.
عمر تو به برطرف کردن آن کفاف نخواهد داد.	it could never be set right in your lifetime.
آن مرد با چهره آرام و مثل سنگ سخت و بی حرکت خود جواب داد.	he replied, maintaining a marble immobility of feature.
گل میخهائی که دست چپم را بزمین متصل کرده بود برکندم.	wrench out the pegs that fastened my left arm to the ground.
شاید مجبور بشوم از این شهر بروم.	I may be obliged to leave the town.
با لحن کم و بیش سردی گفتم	I cried with some bitterness.
اما هرگز راجع به عشق خویش با او سخن نگفته بود.	remained alone with her, but had never spoken to her of love.
باید واسه انسان بودن تمرین کنم	I'm out of practice with the whole human thing.
ناگهانی عصبانی شده بودم.	I was suddenly furious
چند نفر ناگهان به مترجم جواب دادند.	several voices at once began answering the interpreter.
اگر بیشتر به اطرافت نگاه کنی مطمئنم سموم مختلفی را در این خانه پیدا خواهی کرد	if you look around, I'm sure you'll find various poisons in the house.
اگر دشمنی با شخص پدرم داشت	if my father had offended him
من برای صرف شام به خانه شما خواهم آمد.	I will come to supper with you.
مردک در حدود چهل سال داشت و یقه لباسش قهوای بود و به شنیدن صدای پای او به سرعت از آشپزخانه گریخته بود.	a man with a brown collar, about forty years old, who, at the sound of her step, had quickly escaped through the kitchen.
مختصر آنکه منظورم آن است که مطمح نظر شماست.	in short, my meaning is everything you could desire.
شاید هم واقعاً ندیده بود.	perhaps she had not.
امیدوارم دماغش شکسته با شه.	hope it broke his nose
قایق حرکت آرام و خوشایند خود را از دست داد	giving up at once her gentle dancing movement
معمای من ممکن است تا ابد روشن نشود.	mine may remain forever a mystery.
که به همان اندازه متروک است برخورد کنند هر قدر هم بکوشند	if casually encountering each other in such inhospitable wilds, these twain, for the life of them
ولی منظورم این دور و اطراف بود.	but I was meanin' anythin' unusual a bit nearer home
پسرش را با معلم سر خانه عملی شود	his son, and the boy's tutor
پس از آنکه وضع کاروانسرا را سنجیدند	the accommodation of the inn inquired into
پیرمرد را دلواپس و ناآرام سرگرم قدم زدن در اتاق یافت.	he found the old gentleman walking to and fro in restless anxiety.
تغییر شکل من از فانی به جاودان	the brink of my transformation from mortal to immortal.
به نظر من باید ترتیبی داد که شب و روز یک نفر در بالینش باشد.	I have an idea that someone will have to be with him day and night.
صدا شنیده و دانتس دیده شد	he was both seen and heard
راستی که خیلی خوشبخت و راضی بودم.	I recollect and was very happy indeed.
چون خیلی وقت بود خبر داشت	for he knew of old
تردیدی نداشت که گابل این حقایق را که مستند در دست خویش داشت	no doubt he had put the fact in plea and proof, for his own safety
لکن عقیده دارد قاتل من هستم.	but, of course, he believes I did it.
کاری به چیزهای دیگر نداشت.	looked no farther.
که ابداً متوجه پرسش پدرش نشد	that she did not hear the appeal
مسلما قابلیت آن برای مغشوش شدن و پی گم کردن و منحرف گشتن است.	it can become confused, thrown off the track, and defeated.
لبانی گلگون و سبیلی نازک داشت و لباسش بسیار آراسته بود.	with a high colour, red lips, fashionably dressed, and moustaches.
دستش را به طرف قندان دراز کرد.	reached for the sugar bowl
او هم با شادمانی این قول و قرار را پذیرفت	he not only accepted the new conditions
راهی را برای فرار پیدا کند	some way of escape
در این قسمت اگر چیزی باشد به من خواهد رسید.	remember _this_ neighbour's goods are mine.
هیچ وقت از این کارها نکرده.	he'd do nothin' of the sort.
اما بعد از تعطیل کارخانه برای چند دقیقه به منزلت خواهم آمد.	but will drop around to the room for a few minutes right after closing.
زنی صاحب خانه یا سرپرست ملک او را برای روز مبادا بگیر!	somebody in the landlady way, or lodging letting way'and marry her, against a rainy day.
وقتی از آن عبور کردم بلافاصله خود را در روشنایی ضعیف دو ردیف از درختان سر به هم آورده یافتم.	passing through them, I found myself at once in the twilight of close ranked trees.
در یک همچو موقعی که من هوس راه رفتن دارم باران هم هوس باریدن کرده است.	I want a walk. I can't stand this sitting about.
بله هنوز هیچ اثری ازش پیدا نکردن آها.	yes no trace of him yet I see.
فکر نکن ین قرا ره با این گنده بک بهتون خوش بگذره.	I suppose you think you'll be enjoying yourself with that oaf?
این هم که ناراحت کننده نبود	what was little less uncomfortable
تم وم که شد خیلی خوشحال شدم.	I was glad when it was all over.
دست فربه خود را به دخترک لاغراندام داد و برای اینکه زیر بازوی او برسد دستش را بسیار پایین آورد.	lowering his big arm he offered it to the slender little girl.
این همه بنا به توصیه کشیش و دلاک بود که دانشجو قبلاً با ایشان مشورت کرده بود.	all by the advice of the curate and barber, with whom he had previously discussed the subject.
اون هم فقط به این دلیل که ربرتا تو کارخونه کار می کنه.	for instance, just because she worked in the mill.
مرگ یک دوست و جشن ازدواج نقره یکی از شاگردانش.	the death of a friend and the silver anniversary of an eminent pupil.
ولی کاری کن که متوجه بشود منظورم چیست. به بهترین نحو ممکن این کار را بکن.	but make him understand what I mean, in the properest way.
چه بسا بعضی از شما تا آخر همین کلاس بتون ین چیزی ببین ین.	some of you will see before the end of the class.
چنان صاف و براق بود که از تناسبی که با سراپای لباس سوار داشت	so brightly polished that, matching as they did the rest of his apparel
در آنجا یک ظرف کوچک دارو و یک لیوان کوچک پیدا خواهی کرد زود!	take out a little phial and a little glass you will find there, quick!
چون این موضوع چندان حایز اهمیت نیست	but as it is of no great consequence
غیر از این چیز دیگری نبود.	that was all.
که اینک در تاریک روشن شامگاهان مرئی بود ناگهان به شی وی و زاری پرداختند.	the smoke and even the flames of which could be seen in the failing twilight
در نتیجه حضور امپراطور آن مناسبات متزلزل و نامعلوم	from the consequent presence there of an indefinite, conditional
دیر یا زود باید با سرنخ درست رو به رو شویم.	sooner or later we must come upon the right.
از آن جایی که به من گفته شده	, since I have been told
با دلاوری و رفتار و وفاداری خویش قهرمان دفاع از شاه و مملکت خود گردند.	to be champions always ready for the defence of their prince and country, by their valour, conduct, and fidelity.
این پیرمرد بانشاط همیشه تندرست بود.	this jovial old man had always had good health.
اسکار لت دید که از فشار آهن زخم شده است.	raw from the chafing of the iron.
زیرا او گناهی مرتکب نشده است	which had not been in any degree her own fault
زیرا او طبعاً نازک دل بود.	for she was naturally tender hearted.
دروغ زیر این نقاب جای دارد.	the lie lurks beneath it.
شباهتی به سیاه گوش پیدا کرده بود .	giving them the tufted look of a lynx's ears.
مردی را در حال آمدن به سرسرا دید.	she saw a man coming along the hall.
دست را با نیروی سهمناکی روی شانه خود برد	with terrible strength he drew the man's arm over his right shoulder
خوب به یاد دارم لکن هیچ کس به این حرکت توجهی نکرد.	I remember that, but it was hardly noticed.
که آنچنان زیبا و ظریف سخن بگوید.	which formerly sprang so fluently from her ready wit.
در این صورت برای آنکه ایشان را وادارند تا با تأکید بیشتری به کسان خود نامه بنویسند	for then, to make them write for it more pressingly
لوله بخاری پاک کنی راندن نعش کش را به عهده گرفته بود	with a chimney sweep driving the hearse advised by the regular driver
اما احساس کردم که فقط یک نکته هست که واقعا اهمیت دارد.	but I felt that there was only one point which really signified.
بدون به جان خریدن خطرات و صرف پول زیاد	without a certain amount of personal risk and without a great profusion in spending his money.
توی اتاق خواب مادرش بود.	he was in his mother' s bed.
اون وقت ممکنه که سه هزار نفر راه بیفتن	maybe two three thousan' folks gets movin' account a this here han'bill.
که برود شلاقش را بخورد	to go to his punishment
که بعد از تمام شدن کلاس در کلاس بماند و میزها را بسابد.	stay behind to scrape tubeworms off the desks.
چگونه شوهرانشان مهربان خواهند بود و چگونه ایشان خوشبخت و سعادتمند خواهند زیست.	how their husbands would be friends, and how happy they would be.
منم باید به چند نکته اشاره کنم	I have a few points to make.
اکنون شما اعتراف من را شنیدید	now you have my profession of faith.
که هر لحظه ممکن بود فرو بریزد.	so crooked it looked
با احتیاط ازمحلی به محل دیگرمیرفت.	moving with great deliberation from one hold to the next.
شما لطفاً از نفوذتان استفاده کنید تا دوشیزه وودهاس متقاعد بشوند.	would not she give him her influence in procuring it?
همه این کارها را من انجام دادم.	I did it all.
در جواب رادنی گفت که جاروب کردن عرشه کار او نیست و آن کار را نخواهد کرد.	he answered him saying that sweeping the deck was not his business, and he would not do it.
شاید تنها دوستی عمیق بتواند هرگونه گرایش به انزواطلبی را نه فقط ناپسند بلکه زشت و تحقیرآمیز بنماید.	perhaps it is only to be overcome by a sense of fellowship deep enough to make all efforts at isolation seem mean and petty instead of exalting.
بسیار اندک به زنی پارسا شباهت داشت.	she looked very little like a devotee.
گفت و گو به بازی کریکت کشانده شد.	the conversation moved on to cricket.
وقتی آن دو از اتاق بیرون رفتند	when they had departed
او با من به جز مهربانی و دوستی کاری نکرده است.	I have seen nothing but kindness and affection from her towards myself.
که برای این چیزها که امشب گفت.	did I ever get so angry as over his words.
اکنون یک ساعت بود که بایست راه افتاده باشند.	they should have been on the trail an hour gone.
وقتی که ربکا در کابین بود.	when she was in the cabin,
ولی از دست من کاری سا خته نیست	but I can't help it.
دیروز فکر کردم که اسم کوتاهی است.	I thought it was rather a short name, yesterday,' I confessed.
در همان حال از دیدگاه قانون و کلیسا هم مجرم و گناهکار باشد.	yet nevertheless, as the law and thechurch see it, guilty of sin and crime.
این بالاترین حد شجاعت و دلاوری بود	which leaves nothing more to be said on the score of courage
با این حال اشتهایش حرف نداشت.	although her appetite was excellent.
خرده نان های ساندویچش را در آب ریخت	he sprinkled the crumbs from his sandwich paper over them
از سرما به لرزیدن پرداخت.	shivered with cold.
ناگهان اسبی با یک جفت لگد شکم او را درید	kick of a horse crushed his chest and a crowd of outsiders saw him die in the middle of the street
باید بگویم که خیلی سخاوتمند است.	I must say hes generous.
اما هنوز سخت در خطر بود.	but that he was still in great danger.
دنیا از مهی که درنزدیکی زمین بود پوشیده شده بود	the world was swaddled in a thick white ground fog
در ضمن مرا به زور در آنجا نگاه خواهند داشت.	they would secure me by force.
مگر در کارهایی که منافعی اساسی وجود داشته باشد.	for any job of work where there wasn't valuable consideration to be gained.
هیچ نشانه آشکاری نداشت که مقام بلند او را در کشتی نشان دهد.	to denote his gentlemanly rank on board.
من نمیخوام از کارت سر در بیارم.	I wasn't gettin' nosy
من هیچ نمی تونم آفتابی به شم مگه با ماسک.	I can't go out otherwise than masked.
من با تعجب به او نگاه کردم	I stare at her dazedly.
این کار از قدرت من خارج است.	it is past my power.
چندین بار یکدیگر را بوسیدیم.	we kissed one another over and over again
ولی من دریاچه به خصوصی سراغ نداشتم.	but not to any particular one that I knew of.
بعد از دعای سپاسگزاری برخاستم.	I rose from the thanksgiving
به جست و جوی او پرداخت.	he went to look for him.
احساسی دارم که شاید احمقانه و نادرست باشد.	I am feeling something which is perhaps foolish and wrong
هیچ یک از آن صداها لزومی ندارد	not one of those noises was indispensable
که رو به روی ده به جای بازی رسید	he came out into an open place opposite the village
پای شکسته دخترک درمقابلش در گچ بود.	her broken leg in its cast stuck out stiffly in front of her.
یعنی بنا شد تمام بانوان را در انباری که به کرات از آن یاد کردیم منزل دهند	that all the women should retire to the garret that has been already mentioned
اما خیلی زود از خواب بیدار شد.	but waked early
به زودی صاحب فرزند دیگر خواهیم شد.	I'm going to have a baby.
زیرا تابلو را از آنجا برده بودند.	for the picture had been removed.
باش لقی از نوع همان مخمل بر سر داشت.	a montera of the same velvet.
من از جایگاه خود بر سر دکل منظره خوبی از آن صحنه که برای هر تازه کاری در حرفه صید در دریاهای دور دست جالب استپش چشم داشتم	I had a good view of that sight so remarkable to a tyro in the far ocean fisheries
تو باید این سرنوشت را بپذیری.	you must accept it.
در اتاق پذیرایی بیش از ده ژنرال و افسر نشسته بودند.	where he found some ten officers and generals.
تا با تاجر کوچک اندامی که تمام بدن خود را در میان صندلی کوچکی فرو برده بود صحبت کند.	to address a salesman of small stature, who had squeezed as much of his person into a child's chair as the chair would hold
هر کار دیگری هم که لازم است انجام بده.	do anything there is to do about the room.
فقط فهمیدم اشعه خورشید تابان در آسمان پخش شده.	any more than the rising sun had rays.
تو دیگر از من ترسی نخواهی داشت.	you needn't fear.
مدتی به یکدیگر نگاه کردند	regretting their friend's flow of cleverness.
که از زندان محلی فرار کرده و در صومعه مخفی شده بودند.	who had escaped from the local jail earlier that night and were hiding in the chapel.
با گنبدی چارگوش که در وسط چمن پردارودرختی قرار داشت.	with a square cupola, very retired among some trees and a lawn
من گفتم ظرف سه روز باید راه بیافتیم	I said that we must put off going for three days
ما مور چاپارخانه اسب او را با یک چرخش به درون محوطه برد.	the postmaster turned his horse into the yard
برایش بسیار عجیب بود که	when he had found it difficult to believe that
اتفاقاً صدای زنگ هم بلند شد.	besides, the bell rang.
این امر باعث وحشت من شد.	to my infinite terror,
می خوام خو نه رو نشون دی زی بدم.	I'd like to show her around.
من کاری را که بلد بودم انجام دادم.	I did the work I was fit for.
اکنون که نام این مرد به میان آمد	so the mention of his name
کیتی خم شد و یک بابونه صحرایی را از حاشیه جاده چید.	she stooped down and picked a wild camomile at the edge of the path.
به کلی مبهوت شده بودم.	I was perfectly bewildered.
این همه امیران بزرگ و فرماندگان که گرد هم آمده بودند.	so many great princes and captains were assembled.
باز خوشحالم از اینکه کالسکه به راه افتاد	I am glad to recollect that when the carrier began to move
در ساعت غیرعادی یازده صبح. شاداب و تعمیر شده.	refreshed and renewed, at the unusual hour of eleven o' clock
یه چیزی از دل من گذشت.	then something seemed to go all over me, you know
من احتیاجی به تخفیف شما ندارم!	I don't care about lessening the sentence!
بعد آن دل را با دستمالی توری پاک کردم	I wiped it with a lace handkerchief
به خصوص که توأم با تمرین و عمل باشد.	if it be accompanied by practice.
مصمم هستم که هم خودم شخصا پیش او بروم و هم به دوستانم بگویم	it is my plan to see him personally as well as to have some other people
فقط کافی بود او را لخت نکند.	but without taking off her clothes.
من خودم میدانم که او دیگر احتیاجی به دوا ندارد.	I know you need not
در کارخونه شوهر من جائی برای خودش ون باز کنند یا نه.	he can make a place for himself in my husband's factory.
ممکن نیست که شخص در دنیا به کلی آسوده باشد.	one cannot be completely happy in this world!
اما امیدوارم که تمام این حادثه سوء تفاهمی باشد و هیچ کس در اینمورد تقصیر و گناهی نداشته باشد.	but I hope it was all a misunderstanding and that no one is to blame for it.
اگر اجازه بدهید باید بگویم حتی شما را	if you allow me to say so or yet yours.
چهار تن دیگر توانسته بودند از روی پرچین به حیاط پناهگاه بپرند.	four had made good their footing inside our defences
فقط جوابی مبهم دریافت داشت.	she received an evasive answer.
من در نخستین نگاه آن را شناختم	I instantly recognized
هنوز هم صدای او در گوشم بود.	I can still hear his voice in my mind.
مدارکی را تقدیم حضورتان خواهند کرد	will, produce before you substantiations of every one of them.
قاعدتاً باید اکنون حالم خوب باشد.	I should feel well
به قسمی که ما مانند اشخاص حریص و ممسک متصل در نگهبانی گنجینه خود هستیم	so that we are like those misers who are unable to absent themselves from their treasures.
من چندان که بتوانم از صمیم قلب به او کمک خواهم کرد.	I will help him as much as I can.
شما می تون ین همه یه کناری بایستید تا چارلی فرصتی پیدا کنه که با اون آشنا به شه.	you all would stick around for a while and he would have a chance to get to know her.
این بی شرمی را تحمل کند	lost his temper
یک سری کلمات را دائم تکرارمی کرد.	the same words over and over
اگر در اجرای اوامر تردید کند	that if he faltered
سپس ابروانش را بالا برد	then he raises his eyebrows.
آنقدر طبیعتاً خوب و باصفا بودند که در این باره هیچ گونه توضیحی نخواستند.	with their true natural delicacy, they abstained from comment
بخت و اقبال پیاپی به او لبخند خواهد زد	he should have a run of luck
بعد صدایش را بلندتر کرد	then raising her voice
مگر حاسدان بدسگال که هیچ خوشی و سعادتی از زهر حسادت ایشان در امان نیست.	except indeed the envious, from whom no fair fortune is safe.
به اتفاق هم به اجرای یک قطعه هیجان انگیز پرداختند.	she commenced an accompaniment in spirited style.
چون سن او بیشتر از این است که از این جور چیزها برنجد.	why, she is too old for such pettishness.
من کسی نیستم که از مبارزه فرار کنم.	I'm not one for running away from a challenge.
همین امشب از این شهر خارج بشوی	I want you to get out of this town.
چند تلوتلو خورد و یک مرتبه با صدای بلند برگشت روی میز	there it teetered for a few seconds before finally toppling over and falling with a sharp tinkle on to the desk top.
مستقیم به جلو نگاه کردم	I looked straight ahead.
در عطر گرگم به خواب رفتم.	I fell asleep to the scent of my wolf.
روح زنده گوشش بدهکار اصول ماشینی نیست.	the soul won't obey the rules of mechanics
هیچ کس را راجع به مرگ من متهم نکنید	so as to throw no blame on any one.
از این گذشته پدیدار شدن و ناپدید گشتن لوی هیجدهم .	besides, the appearance and disappearance ofLouis XVIII.
اصرار دارم که وصیت نامه را ببینم.	I insist on seeing the will.
قدری آن سوتر بازبرمیخیزم	now raising myself up again
خودش به دنبال من آمده بود.	where he looked me up
سر مرا در دهان فرو برد.	got my head into his mouth.
من هم از حال کوفتگی بیرون بیایم	I am left none the worse of it
اما مبارزین در تاریکی بدرستی نمایان نبودند.	as for the men
راستش ای نه که تو باطنت از ظاهرت بهتره.	I reckon you're a kind of a singed cat, as the saying is better'n you look.
یک بار به آرایشگر اصرار کردم که کمی از کف صابون را به من بدهد و از میان آن چهل پنجاه موی بن ریش شاه را برگزیدم.	I once prevailed on the barber to give me some of the suds or lather, out of which I picked forty or fifty of the strongest stumps of hair.
هردوی شما متوجه باشید که دوباره مزاحم من نشوید	take care, both of you, how you worry me again for nothing.
که شاید حق با او بوده است.	that perhaps he was right.
البته ممکنه اشتباه کرده باشم.	unless I'm greatly in error.
یک ظلم و بعد صد کار نیک!	a solitary wrongdoing and hundreds of good deeds!
رفتند ساحل رودخانه را بپایند.	went off to guard the river bank
هر چه باشد خانه فرسوده بود	the house was ramshackle after all
خوشحال بدم که او تلفن کرده بود	I was glad she had rung up
یا اینکه خودش تو خیابون منو دید.	heard of or saw this.
خیلی هم به او خوش گذشت.	he had a very good time.
هرگاه بتوانیم با هم توافق بکنیم	if we can come to terms
راننده از پرده به قسمت عقب سرک کشید.	the cabbie poked his nose through the screen into the rear compartment.
همه هم بهترین لباسشان را پوشیده بودند.	all dressed in their best.
محکم او را در آغوش گرفت .	held her tightly.
او را همراه خود بردند.	to engulf himself with her.
به او گفتم کسی معترض او نخواهد شد	I replied that she would not be harmed.
میزهایی سنگین و تیره رنگ انباشته بود.	loaded with heavy dark tables.
من ازشما نمیخوام که جلوی این وحشیگری روبگیرید ولی ازتون میخ وام که اونوفراموش نکنید.	I don't expect you to stop it, but I do expect you to remember it!
که هنوز به پایان نرسیده است	the end of which is still in suspense
قبلاً اطلاعاتی راجع به آن به دست آورده بودم.	I had heard of it before.
ظاهراً این شانس را هم نداشت	though there seemed no chance
یکی صبح پیش از سحر در راه پله.	one, on the staircase at dawn.
سر تا پایشان را اشک شمع گرفته بود	smeared from head to foot with tallow drippings
باید خیلی آزارت داده باشم.	I must have hurt you very much.
سقف نیز یکپارچه سیاه شده بود.	the ceiling blackened.
در زیر آن آفتاب سوزان ساعت سه بعدازظهر.	burning under the infernal three o' clock sun
چیزی نمو نده بود که جنگ تم وم به شه.	it wasn't long before the war was over
که دلیل خودکشی او چه بوده است.	if anyone knew the reason for the suicide.
تنهایی دست کم به همان اندازه برای تو بد است که برای من.	solitude is at least as bad for you as it is for me.
با تشنگی و گرسنگی و گرما و سرما	in hunger and thirst, cold and heat,
خودش در معرض خطر قرار بگیرد.	if it did not terminate as she wished.
زنجیر مرموزی که هر چیزی را به چیز دیگر میپیوندد.	the mysterious chain that links one thing to another,
او به اکسیژن نیاز داشت.	he needed oxygen
آن هم نه خرج بیهوده و بی موضوع	not by spending as he pleases
پارسال وقتی کلاه را روی سرش گذاشت	when he'd placed the hat on his head a year before
شاید ازدواج به مین زودی اتفاقی بیفتد.	may even be about to marry her before he leaves here?
از برادرم این مرد همان قدر نفرت داشت که من داشتم.	hated his brother with a hatred as strong as mine.
موجود متفکری نیست که این را نیازموده باشد.	there is no living being who has not done it.
با دو دست دو طرف سبیلش را گرفت و تاب داد.	with his elbows raised squarely, he twisted both ends of his flaming moustaches
شبیه به موهای قدیسین ظاهری مصنوعی داشت.	had the same artificial appearance as the hair on the saints.
هنوز چند دقیقه نگذشته خبر در ده پیچیده بود.	WITHIN a few minutes the news had spread
استادهای خوبی داشتند و کم و کسری و کمبودی درکار نبود.	with proper masters, and could want nothing more.
هیچ وقت ندیده بودم رویه شخص واقعی کلید کنی	I've never seen you obsess over a real person.
برای همیشه آن را تعطیل کرد.	she lost no time in putting a stop to it.
دیگر هرگز میل ندارم به آن زندگی برگردم .	I should never like to return to it.
حال اگر این غنی روزی فقیر بوده باشد	if the said rich man was once on a time poor
لکن امور تابستانی املاکشان مانع مسافرت آنان شده بود.	but they had been detained all the summer by business connected with their estate.
اصلا بهتره ازت پس بگیر مش .	I've a mind to take the watch back.
به دامان عقل سلیم باز گردید.	return to the bosom of common sense
دیگر به این چیزها فکر نخواهم کرد	she would not think about them
راستش آن قدرها هم خودمو شیک و پیک نکردم	I mean, I haven't really made much effort
در آن حد نهایی خیلی دوست داشتم مهارت خود را بیازمایم.	on the extreme brink I liked well to try my skill.
خیلی به رام غافلگیر کننده بود.	it's just been such a shock.
او نیز رفته و در را بست.	he went out, closing the door after hiM
با این همه از او پوزش نخواستم.	I didn't ask her forgiveness.
من هم امیدوارم از عهدهء سهم خود برآیم.	I hope to do mine.
اما بسیار بدخو و بد نهاد بود.	but of a morose and sour complexion.
من درباره اینکار خوب اندیشیدم و اکنون نظر راهنمایی خود را به شما خواهم گفت.	I have now thought the whole matter over and this is my advice, she began.
به طرف جسد ادوارد پیش رفته	he threw himself upon the body of the child
مردی با سر از در کلبه به بیرون پرت میشد و زیر پاهای جلو اسبی که در واکنش فقط گوش هایش را تیز میکرد می افتاد.	a cargador would fly out head first and hands abroad, to sprawl under the forelegs of the silver grey mare, who only pricked forward her sharp little ears.
عیب ندا ره اگه می خو ای برگردی به فروشگاه.	I don't mind going back to the store.
تو داری با یه مرد میلیاردر میری بیرون	you're going out to dinner with a multimillionaire.
زیرا او به قیمت پول واقف است و به طور یقین آن را قبول خواهد کرد	she quite understood the value of money, and would, of course, accept the gift.
