en_sentence	fa_sentence	translation	variety	county	orthography	translator	2106
watching his father narrowly.	به پدرش چشم دوخته بود.	اِشتَه بَبَه دَیِسی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
then it's not for any darky to talk impudent about him.	دی گه هیچ کاکا سیاهی حق ندا ره این جور در موردش صحبت کنه.	دِ هیچ سیایی حَخ نِداره اِم جور چه بارَه لوئَه بِکَره.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the man on the floor cried suddenly, and then was silent.	مرد مریض ناگهان فریاد زد و سپس ساکت شد.	مریضَه مِردَک هَئیدَفَئی زاهار کردِشَه و بَدَز ساکت آبَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he would exclaim as he said this	در حین گفتن آن فریاد کشید	هَتَه کِرَه وای زاهار کَردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
everything seemed asleep	گویی همه چیز در خواب بود.	بَزای همَه چی خواوی دیلَه یا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the behaviour of the cat was somewhat peculiar.	کارهای گربه هم عجیب و غریب بود.	پوچو کارِن نی عجیبا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I trusted you.	احمقانه به تو اعتماد کردم.	احمقیما که ته اعتماد کردِمَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
by his comrades, was sent to obtain remounts	از طرف هنگ او را برای تهیه اسب فرستادند	هَنگی وَری کا اَی شون اسبَه ویگِری را ویسیا کَردَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but when I get married, it will be forever.	اما اگر روزی ازدواج کنم بدان که برای همیشه است.	اما اَگه یِن بِبَرِم بوزون که همیشَه رایَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
it was simply a question of patience.	فقط صبر و بردباری لازم دارد.	فقط صبر خا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he means to be more the master under your name than in his own.	اومی خواهد از اسم تو بیش از اسم خود استفاده بکند.	اَو خا اِشتِه نومی کا ویشتَرَز اِشتَه نومی ایستفاده بِکَرِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I paid sixpence more for my dinner	بقیه شش پنی را هم به مصرف ناهار رساندم	اَ شِش پِنی نی ناهاری را آدومَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I thought he was mad.	فکر کردم دیوانه شده است.	فیک کردِمَه تور آبَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
a single minute later he was dressed	یک دقیقه بعد لباس پوشیده	ای دَیقَه بعد لیباس دَکَردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
making me a sign to step into it	به من اشاره کرد که در آن پا گذارم	مِنَه واتِشَه که اِشتَه لینگی چه کا بِنَم	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
entering the yards.	سربازها به خانه وارد شدند	سربازِن کَه کا دراومینَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
every thing I've got in the world.	هر چیز دی گه رو که تو دنیا دارم	هرچی که اِم دِنیا کا دارِم	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I shook my head vigorously.	سرم را محکم تکان دادم	چِمِه سری محکم تَکون دومَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
brought up his knees.	زانوهایش را بلند کرد.	اِشتَه زونوئون راست آکَردِشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
before giving his signature he must give a rather strong admonition.	پیش از امضای سفته سخت نصیحتش کند.	قبلَز اِم که سفته ایمضا بِکَرِه سَخت اَی نصیحت کَرِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'll go crazy if I think about losing him now.	حالا اگر به رفتنش فکر کنم حتما دیوونه میشم.	هِسَه اَگه چه شِنی فیکر بِکَرِم حتما تور آبوم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
tomorrow morning, sister, you must remind me to put on my little cap that has lace on it.	فردا صبح خواهرم یادم بی اندازید که کلاه کوچکم را که توری دارد سرم بگذارم.	لِلِه جان صِبا مِرا ویر بوئَه که چِمه روکه کِلا که تور داره چِمِه سر پِنَم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
his pipe being by this time smoked out	ضمناً پیپ او هم خالی شده بود	چه پیپ نی تی آبَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
for though they brought him fame	زیرا ممکن است از این هنرها کسب شهرت و افتخار کند	آخا ممکنه اِم هنرون کا مشهور ببو	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
all that I do not wish to remember.	آن که را که باید فراموش نمایم.	اَو کی بی مِه ویر آشو.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'm not one of those men who submit to uneasiness and worry without having the force of character to face them.	من آدمی نیستم که در مقابل اضطراب و گرفتاری تسلیم شوم و شهامت مقابله نداشته باشم.	از آدمی نیمه که ترس و گرفتاری کا تسلیم بوبوم و مَشام چه رو مِندِن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I swallow hard.	آب دهانم را به سختی قورت دادم.	چِمَه ایزو زورینَه روبَردِمه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'm solonely and I need somebody to cheer me up.	خیلی تنها هستم و به یک کسی احتیاج دارم که سرم را گرم کند.	اَز خیلی تنهایمه و ای کَسی خام که چِمه سری گرم آکَره.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
will show the thread of her coarse homespun stuff.	از همان پی به اصل و نسب پست و ناچیز او خواهند برد.	هَئی کا چه بی اصل و نسبی درَسِن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I was not able to work.	ناچار از کار کردن باز ماندم.	ناچار کاری کا دَلَکیمَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I went for it, cautious and slow.	با احتیاط و یواش به طرفش رفتم	یواش شیمَه چِه وَر	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the commander in chief himself needs sleep and refreshment to maintain his energy	جسم خود فرمانده کل نیز به خواب و تقویت نیروهای خویش نیازمند بود.	فرمانده کلی جان نی خاو و اِشتَه سربازون قدرت گِته خای.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but it was the kind of stiffness you know will work out with a little exercise.	ولی خشکی آن به نحوی بود که مشخص بود با کمی ورزش خوب خواهد شد.	ولی چه چُو آبِه هَتَیا که ملیما ایتِه ورزشینَه رِچ آبو.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I couldn't do that.	درست نیست که این کار را بکنم.	چاک نیَه که اِم کاری بِکَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I wandered to the table beside the bed. I picked up the book.	برخاستم و آن را برداشتم.	ایشتِمه و اَی پیگِتِمَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
we believe thata perpetual memory of the tomb is proper for the living.	معتقدیم که یک یادآوری دایم قبر برای زندگان لازم است.	اَمه باور دارَم که قبری ویروردن همیشَه زندَئون را لازیمه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but I have little time for reading.	من خیلی کم وقت مطالعه دارم.	از خَیلی کَم شام کیتاب خوندِن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
made her sit down on the bed.	بر تختخواب خود نشانید.	اِشتَه لِکلا سر نیشاوِندِشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the little gallipot of a boat that we were in	قایقی که در آن نشسته بودیم	اَ قایق که چه کا نیشتیمونا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but have no fear for me.	اما بابت من دلواپس نباشید.	مِرا ناراحت مَبَن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I would delay not to say a day, but four, for the sake of seeing it.	برای حضور در آن مراسم حاضرم نه یک روز بلکه چهار روز سفرم را به تأخیر بیندازم.	اَ مراسمی مَندِنی را حاضریمَه نِه ای روز، چهار روز اِشتَه سفری دیر دَیِنِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he suddenly sobbed as his eyes filled with tears.	ناگهان به گریه افتاد و اشک در چشمش ظاهر شد.	ای دَفَئی بِرَمِه دَلَکه و چه چِمون کا اَسِک دَلَکَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I waited for him to go on.	منتظر شدم تا حرف بزند.	مَندیمه دا لوئَه بِکَرِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I would fain at the moment have become bee or lizard, that I might have found fitting nutriment, permanent shelter here.	در آن لحظه راضی بودم زنبور یا سوسمار باشم تا بتوانم در اینجا غذای مناسب و پناهگاه همیشگی داشته باشم.	اَ لحظَه کا راضیما مِش یا کِلما بِبیم دا بِشام یا چاکه غذا و کَه بِدارِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I didn't hear the rising bell this morning	امروز صبح صدای زنگ را نشنیدم.	اوری زنگی صدا نِمَسِمه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
though they were still there.	اگرچه هنوز سر جای خود بودند.	ولی هَتَه اِشتَه جا سر مندینا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
they were sure of themselves.	همه به کار خود مسلط بودند.	همه اِشتَه کاری زونین.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I know that sounds backward.	می دونم به نظر احمقانه میاد	زونوم تورَه فیکری مونو	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he was a university man, and had been a professor of philosophy	سابقا عضو دانشگاه و استاد فلسفه بود	اَو قبلا دانشگاه مندا و فلسفه درس دَی	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
hadn't been used to that sort of thing	به چنین گرسنگی سختی خو نگرفته بود	اِم جورَه وِشَتی کا عادت نِداری	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
assisted to hold him with one hand	با یک دست اولیور را گرفت	ای بالینَه اولیوِری گِتِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
tears in her eyes at the jeering note in his voice.	اشک در چشم و التماس در صدا.	اَرسِک اِشتَه چِم و مینَت چِه صدا کا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
upon which, she made a few ineffectual struggles	چندین بار بیهوده مشتش در هوا بلند شد	چَن دَفَه هَچی اِشتَه مِشتی راست آکردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I hope you know by those marks what young gentleman I mean.	امیدوارم فهمیده باشید منظورم چه کسی است.	ناجَه دارِم زونوختَه بِبَن چِمه منظور کیَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
it is high time to forgive and forget	وقت خوبی برای بخشش و فراموش کردن گذشته است	چاکَه وقتی بخشِن و قدیمی ویربَردنی رایَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I loved her more than ever.	بیش از هر وقت دیگ ه دوستش داشتم.	هر وقتی کا ویشتَه اَی پیما.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but I shall refuse.	اما من آن را نخواه پذیرفت.	ولی از اَی قبول نِکَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'll wait till he leaves	آن قدر صبر نمایم تا او برود	هِندَه مونوم دا اَ بوشو	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I will do nothing for you.	من حاضر نیستم برای شما هیچ کاری بکنم.	اَز نِخام شِمَه را هیچی بِکَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'll do what has to be done.	هر کاری که لازم باشد انجام خواهم داد.	هر چی لازیمه کَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I am sure your dress must make you feel ill.	حتماً با آن پیراهن خیلی گرمت است.	حتماً اَ خلانَه خَیلی تِه گَرمَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
if they were fortunate in choosing their sisters in law!	اگر شانس بیاورند و خواهرزن خوبی مثل من گیرشان بیاید	اَگَه شانس بوئَرِن و خوبه شوئَرَه خایی چِمِه شی چاوون گیر بوئا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
worth forty cents in those easy times	در آن روزگار ارزانی چهل سنت قیمتش بود	اَ اَرزونَه وقتی کا چهل سِنت چه قیمتا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
ready to help and cheer all.	حاضر برای کمک و خوشحال کردن همه.	حاضیر هَمَئی کمک کردن و شادکردِنی را.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
as he worked toward the center of the log the axe head disappeared entirely inside the cut	این بار نیز چنان گرم کار شد که سر تبر در میان چوب گم شد	اِم دَفَه نی هَنی هِندَه کار کردِشَه که تَوَری سَر چو میونه کا تیکِل آبَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
not one of which had a trace of scarlet ink on it.	هیچ یک از صفحاتش به مرکب قرمز آلوده نشده بود.	هیچ گِلَه چه صَفَئِن سِرَه جوهری کا آسنِیَه نیا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
suddenly everything was absolutely clear.	ناگهان همه چیز واضح بود.	هَئیدَفَه همه چی مَلیما.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I should be a dull blockhead to doubt it.	اگر من هم عقیده به جنون او نداشته باشم خود دیوانه و احمق خواهم بود.	اگَه مِه نی چه توری باور مَدارِم اَشتن تور آبوم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
here is the door where the sentry stands.	آن دری است که نگهبان جل وش ایستاده است.	اَو بَریَه که پاسَبون چه وَر پا مَندَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
you must look life in the face.	باید به صورت زندگی نگاه کنی.	بی ژیمونی دیمی دَیِسی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the priest drew in an immense quantity of snuff out of the hollow of his palm.	کشیش از کف دستش کلی انفیه استنشاق کرد.	کشیش اِشتَه دَستَه تونی کا خَیلی اَنفیَه کَشِشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
swathed in a long black traveling cloak	شنل مشکی بلندی مخصوص سفر به خود پیچیده بود	درازَه شالی سفری را اِشتَه دَچیکاوِندَشا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
anyways it don't if she don't cry.	یعنی اگه خودش گریه نکنه حر فاش آزاری ندا ره.	یعنی اگه اِشتَه بِرَمِه مَکَرِه چه لوئِن آزار نِداره.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the sound was heard of a chair being pushed back.	صدای حرکت صندلی به گوش رسید.	صَندلی تَکوم هَردِنی صدا اومَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but the space was longer and narrower	اما شکل این خلیج باریک و دراز بود	ولی اِم خلیجی شیکل باریک و دِرازا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
was that which the angels announced on the night that was our day	همان بود که فرشتگان در آن شب که روز ما بود اعلام کردند	اَوا که فیریشتَئِن اَ شَوی کا که چِمَه روزا واتِشونَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
holding it erect in the air	آن را راست در هوا بلند کرد	اَی راست آکَردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
which had her at its beck and call	نوری که او در خدمت خود داشت	نوری که چه خدمت مَندا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
whether she will return to her husband	آیا حاضر است به خانه شوهرش بازگردد.	اَ پیَه که اِشتَه شُو کَه آگَردِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the count will do me the justice	کنت عدالت را در موردم انجام داد	کنت مِرا عادیل بَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but we're just too scared to say anything.	ولی از ترس و وحشت جرئت نداریم نظرمان را بر زبان آوریم.	ولی ترسی واسی نِشایَم چَمَه نظری بِوایَم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
either fall down some hidden staircase	یا از پلکانی مخفی سقوط کنی	یا مخفیَه پِلَکونی کا بَلَکی	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he said to the waitress.	راننده به مستخدمه گفت	رانندَه مستخدمینه واتِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I am not trying to egg you on.	من به هیچ روی قصد ندارم شما را تحریک کنم	از هیچ نِخام شِمَه چو بِژَنَم	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
followed the count into the room	به دنبال کنت راه افتاد	کنتی دوملَه شه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the coach was immediately filled with eight inside and a dozen out	بی درنگ هفت هشت مفر به درون کالسکه و ده دوازده نفر بیرون کالسکه اطراف جای سورچی نشستند.	هَئیدَفَه هفت هشت نفر کالسکَه دیله و ده دِوازده نفر نی چه بیرونی کا راننده جا کا نیشتِشونه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but you cannot have heard me.	ولی شما صدای مرا نشنیدید.	ولی شِمَه چِمِه صدا نِمَسِنَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
having been often reduced to hard fare in my life	چون بارها در زندگانی سختی دیده بودم	چون چِمِه ژیمونی کا ویَر سختی ویندَما	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
because we have to seek our bread in the sweat of our brows	ولی این لعن و نفرین نه فقط بدین جهت است که ما باید با عرق جبین نان خود را به دست آوریم	ولی اِم لعن و نیفرین فقط هِم واسی نیَه که اَمه بی چِمَه عرَقینَه پول ویگِرَم	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I still can't stand to look at a bathtub.	هنوز تحمل نگاه کردن به وان یه حمومو ندارم.	هَنی نِشام ایگلَه حمومی خزینَه دَیِسِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he has left me nothing nothing!	دیگر چیزی باقی نمانده است.	دِ هیچی مَندَه نیَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
you two come right after us	شما دو تا هم پشت سر من بیاین.	شِمه دِ نفر نی یَندینَه چِمه پِشت بوئایَن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
they know where to look for it when it shall have ascended again.	تا وقتی جسد وال فرو رفت بدانند وقتی بالا آمد کجا باید دنبال آن بگردند.	دا اَ وقت که والی جنازَه دَشَه دیلَه بوزونون اَ وقت که کَفا اومَه کا بی اَی را بِگَردِن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I repeat to you that there is nothing which you can tell me.	یک دفعه دیگر به شما میگویم که هیچ برای اطلاع دادن به من ندارید.	هِنی شِمَنَه وام که هیچی چِمِه زونوختِنی را نِدارَن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
crossed his legs	پاهایش را روی هم انداخت	اِشتَه لینگون یَندی سَر نوشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I certainly do forget to think of her	مطمئن باشید دیگر به او فکر نخواهم کرد.	اِمی بوزونن دِ هیچوقت چه فیکری نِکَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
probably he had just had a beating.	گویا تازه کتک خورده بود.	بَزای تازه لِس هَردَشا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
where they might decently submerge themselves until themisery	در آنجا به زندگی آبرومندانه خود ادامه دهند	ها کو شَرافَتینَه زندگی بِکَرِن	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I may not marry you, either. I don't know.	اما بدان که ممکن است باز هم از شوهر کردن بت و چشم بپوشم.	ولی بوزون که هنی ممکینَه بتی شُو کَردِنی وَیل آکَرِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
she crossed herself.	آن گاه بر خود صلیب کشید.	بَدَز اِشتَه کا صلیب کَشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
they fitted me exactly.	توانستند اندازه و تناسب دقیق اندام مرا معین کنند.	شاتِشونَه چِمِه جانی اندازه مَلیم بِکَرِن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
when the sound of a voice, still at some distance	که ناگاه آهنگ صدایی از دور به گوشش رسید	هَئیدَفَه ایگلَه صِدا دوری کا چه گوش رَسَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but still his affairs did not improve.	اما وضع او باز بهبود نیافت.	ولی هَنی چه وَضع رِچ آنِبَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but there was such a leaden dread at his heart	اما دلش همچو گرفته بود	ولی چه دیل هَنی گیریا	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I hope you enjoy a long, happy, boring life.	امیدوارم که از یک زندگی طولانی و شاد و کسل کننده لذت ببری.	ناجه دارم که ایگلَه درازَه کَسَلَه ژیمونینَه خِش بِبی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I wish he got a pot of hominy in his pocket.	اگه تو جیبش سوپ بلال هم داشت.	اگَه اِشتَه جیفی کا موچَه سوپ نی بِداری.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the difference was very distressing.	تفاوت از زمین تا آسمان بود.	چه فرق زمینی میون دا آسمونا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
waiting, until it should be introduced by some decisive event.	منتظر مانده بود تا پیشامدی مهم طرح آن را آسان سازد.	مَندا دا مهیمَّه چی چِه واتِنی راحت آکَرِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I need someone like you.	من به کسی مثل تو احتیاج دارم.	از ای کسی اِشتِه شی خام.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
every sense alert	هرلحظه ازاحساسش یک هشدار بود.	هر لحظَه چه احساس ای لوچونا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but the obvious choice as ever failed.	اما در این انتخاب موفق نبودم.	ولی اِم انتخابی کا موفق نیما.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the fire was beautiful	برای او آتش خوب و زیبا بود.	اَی را آتش چاک و قشنگا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
was that the one she needed most kept aloof	آن بود که نیاز داشت دور باشد	اَوا که خای دور ببی	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the abbe sprinkled a little dust over it to conceal the traces of its having been removed	قدری خاک به روی سنگ پاشید و اثر حرکت را زایل نمود	ایتِه خاک سِقی (سِنگی) سر پِکَردِشَه و اِشتَه مالَه بَردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I think everyone enjoyed themselves good and hearty, and that's the main thing	خوشبختانه به همه خوش گذشت و همین بالاترین چیزهاست.	خِدا را شکر همَئی خِش گذشته و اِم همَه چی کا کفاتَرَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
exploded her husband.	شوهرش از خشم منفجر شد	چه شُو قِرصَه کا تِرَکَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I ask you to come with me because I want you and your company	من به شما علاقه دارم. با من بیایید.	اَز شِمَه پیمَه. مِنَه بوئایَن.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
why we'll fight the ship.	کشتی در اختیار ما خواهد بود	کَشتی چَمَه دَستی کا مونو	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'd better tell you the whole truth.	من حقیقت را به شما خواهم گفت.	از راستی شِمَه را وام.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
ostracized as a chicken thief.	درست مثل یک آدم مرغ دزد.	ایگله کَرگَه دِزدَه آدَمی شی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
so she rocked	او نیز چنین مرتعش شده بود.	اَ نی هِنتَه لَرزی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
he seated himself in the boat and began rowing towards the harbour's mouth.	خود نیز در قایق نشست و به طرف دهانه بندر پارو زد.	اِشتَه نی قایقی کا نیشتَه و بَندَری سَری وَر پارو ژندِشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
though he prided himself on keeping up with whatever was the latest fad.	گرچه مغرور بود که پیوسته با مد روز هماهنگ است.	ولی مغرورا که هِنتَه مدینَه هماهنگَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
however, upon a strict review, I blotted out several passages.	با این همه پس از اینکه دوباره آن را به دقت مرور کردم چند جا را که چندان مهم نبود قلم کشیدم	هَنی بَدَز اِم که اَی ویندمه چن جا که خَیلی مهم نیا خط ژَندِمَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
stepped onto the foot of a spiral stone staircase	بر روی پلکان مارپیچی مرمری قدم گذاشت.	اِشتَه لینگی مارپیچَه مَرمَره پِلَکونی سر نوشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
about how I couldn't use it for three months	به گه که سه ماه نمی تونستم با دستم کاری بکنم.	بِوا که سه ماهَ نِشایم اِشتَه بالینَه کاری بِکَریم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but a swearing good man something like me only there's a good deal more of him.	اما خوب و بدزبان چیزی مثل من منتها او خیلی بیش از من است.	اَو چاک و فَشَه چونَه چِمِه شیَه ولی اَو خیلی چِمِه کا ویشتَرَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
but he had them taken down	از دار به پایین کشاندشان	داری کا اَوون جیر وَردِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
of which nothing remained but pestilence.	اکنون چیزی از آن باقی نمانده بود به جز اجساد متورم و متلاشی شده و مریض.	هِسَه دِ هیچی چِه کا مَندَه نیا فقط ایما کَردَه و پَلَه پَلَه جنازَئِن و مریض.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
she didn't have to see him.	احتیاجی نبود او را ببیند.	اَحتیاج نیا که اَی بِوینی.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I seen it all shut up and dusty	که گرد و خاک گرفته و بسته بود.	که خاک گِتَشا و دَبَستا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
beat down his guard a	دکتر سلاح از دست او گرفت	دکتر سلاحی چِه دَستی کا ویگِتِشَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
her small feet turning under her	پاهای کوچکش به حرکت درآمد.	چه روکَه لینگِن تَکون هَردِشونَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
if you devote yourself to it, you get on.	آدم باید تمام عمرش را بگذارد روی این کار تا به جایی برسد.	اینسون به همَه اِشتَه عمری بِنَه اِم کاری سَر دا ای جا آرَسِه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
something more than they did!	دی گه مثل کنه به آدم میچسبن!	دِ گیجَه شی آدمی دَچیکِن!	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
the general has been killed	جسد ژنرال کسنل است که کشته شده	اِم ژنرال کسنلی جنازَیَه که شون کِشتَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I was snowed up at a friend's house once for a week.	من یک بار یک هفته به خاطر برف در منزل یکی از دوستانم ماندم.	از ای دَفَه وَری واسی چِمِه ایگلَه دوستون کَه کا مَندیمَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
everyone with a red face, you may be certain	همه از شرم تا بناگوششان سرخ شده بود.	همَه خَجالَنینَه چاوون گوش سِر آبا.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I'd better lay low and keep dark, and not write at all	بهتر است که صدایش را درنیاورم و اصلاً ننویسم.	بهترَه که چِه صدا دَر مَوَرِم و هیچ مَنیویسِم.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
if it does come, while we live to see it triumph	اگر آنچه انتظارش را داریم در زمان ما به پیروزی برسد	اَگَه اَ چی که پیمونَه چَِمَه زَمونَه کا بوبو	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
I say, we were so robbed,and hunted	خلاصه چنان ما را چپاول کرد	خلاصَه هِنتَه اَمَه پِتارَه	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
laid the watch in the palm.	ساعت را در آن جای داد.	ساعتی چه دیلَه دَنوشَه.	Southern Talysh	Shaft	Farsi (diacriticized)	AG	
