en_sentence	fa_sentence	translation	variety	county	orthography	translator	9797
you begin to say really witty things.	شما بر استی سخنان نغزی میگوئید.	وەڕاس قسە درسی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wandered back again into the hall.	دوباره به تالار برگشتم	دجارە وەرەو تالار هەڵگەردیاوا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
expecting my support.	انتظار دارد که از او حمایت کنم.	چەوەڕی بیم پشتم بگری	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
was answered by a fainter howl from a remoter distance.	صدایی دورتر به آن جواب داد.	دەنگی دۊرتر جواو دا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
also it was nearly as cold as outdoors.	هوای آنجا هم تقریبا مثل بیرون سرد بود.	هەوای دەیشتیشلێوای هەوای ناو سەرد بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
holding his breath	نفسش را در سینه حبس کرد	هەناسەی ناو سینگی کپ کرد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
considering what to say.	خیلی مواظب است که چی بگوید.	هووشد بوو چە ئۊشی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I went here and there collecting it.	پس از آن مجبور شدم چند بار به اطراف اتاق بروم و پرها را از روی زمین بردارم.	چیمە ئەورا تا جەمیان بکەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I have a reason a good one.	برای هر دو دلایل کافی دارم.	ئڕای هەر دگیان مدووەیلێ دێرم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wheeled it to his couch.	من آن را نزدیک تختش بردم.	بردمەی زیک تەختەگەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
they were bored and cross.	هر دو ملول و افسرده بودند.	هەر د شەکەت و خەمین بۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
followed her again.	از نو به تعقیب او پرداخت.	وە سەرەو کەفتە شۊنی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he don't feel like he's earnin' his keep.	اون احساس مالکیت نمی کنه که به راش زحمت بک شه.	ئەۊ هەست وە خاونیەتی نیەکەی ک ئڕای کووشان بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he was very near never returning.	کم مانده بود که نتواند بازگردد.	کەمێ مەنۊ ک نەتۊەنێ هەڵگەرددەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
a golden afternoon	روز آفتابی بسیار زیبایی بود.	خوەرەتاو ڕەنگینی بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
so that she could sit down on the end of bed	تا بتواند پایین تخت بنشیند	تا خوار تەخت بنیشێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she played afterwards.	بعد چند قطعه موسیقی نواخت.	چەن پارچە گورانی ژەنی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
people ran up, both banks were thronged with spectators	مردم فرا رسیدند و هر دو کرانه از تماشاچیان پر شد.	خەڵک هاتن و هە د لا پڕ بۊە تەماشاوان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was sick once typhoid.	یه دفعه مریض شدم حصبه گرفته بودم.	لەناکەو نەخوەش کەفتم و تیفۆ گرتم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I came with father.	برای این که پدر تنها نباشه.	ئڕای یە ک باوگم تەنیا نەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wouldn't say it to anyone else.	به هیچ کس دیگر هم این را نباید بگویم.	نەبایە وە کەس ترەگ بۊشمەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
since it begins to bear fruit.	چون که شروع به ثمر دادن نموده است.	هاتەسە بەر	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
stood in silent groups, waiting.	همه خاموش بر ساحل رج زده بودند.	گشت بێ دەنگ چەوەڕی بۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
then went back again to the beach.	مجدداً به ساحل برگشتند.	دجارە هەڵگەردینە لێوار	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
they robbed me likewise of a new brass basin	یک لگن سلمانی بسیار نو هم از من ربودند	سینکێگیش وە م دزین	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
tell him where he can find me.	به او اطلاع دهید که در انتظارش هستم. نشانی مرا به او بدهید.	بۊشنە پێ چەوەڕییەم، ناونیشانم بەنەو پی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I cannot tell what will happen to me or what will happen to any of us.	نمی تونم به گم چه بلایی ممکنه سرم به یاد یا چه بلایی ممکنه سر یکی از ما به یاد.	نیەتۊەنم بۊشم چە بایدە سەرم یا سەرمان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it was beating her wings wildly against the bars of her cage.	شروع کرد به پر و بال زدن در قفس.	دەسەو کردە باڵە فڕەکی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
bought herself a complete outfit of such clothes as women then wore	یک دست لباس زنانه برای خود خرید	دەسێگ دڵنگ ژنانە ئڕای خوەی سەن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I have done nothing wrong.	هیچ عمل خلافی از من سر نزده است.	هۊچ کار دژ وە ئەحڵاقی نەکردمە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
which was also not involved.	وآنها هم درگیر این عملیات نبودند.	ئەوان دەرگیری نەۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
even his lips were black	حتی لبانش نیز سیاه شده بودند و	لێوەگانیشی سییەو بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
with the old man among them.	پیرمرد هم با ایشان بود.	ڕیش چەرمگیشە ها وەل ئەوانا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she tried to feel an interest in her own amendment	سعی کرد به امور خودش بیشتر دقت کند.	کووشیا وە سەرنج کارەیل خوەی بەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wandered up to the church.	به طرف کلیسا راه افتادم.	وەرەو کڵیسا کەفتەو ڕی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wasn't very good at it.	من در این کار چندان خوب نبودم.	هاوبەشەگەیشی وە پاریس بی سەرو شۊن بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that the young girl's heart was filled with gratitude.	که در دل دختر جوان اثر کرد	کەفتە دڵ دۊەت جوان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but at all events you can hardly refuse it the tribute of your interest.	اما در همه حال ناگزیر است که توجه خود را بکا رهای او معطوف دارد.	ناچارە سەرنج کارەیلی بییەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
crowned him with his speckled straw hat.	حالا دیگر خیلی رو آمده بود.	ئێرەنە دی فرە سەرحاڵۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
we had better take the opposite direction, eh?	ما را لازم است که به جهت مخالف او روانه شویم.	هەوەجەس وەرەو لای دژ وەئەوان بچیمن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
after ten minutes it came into sight again	ده دقیقه بعد بار دیگر دیده شد	دە خۆڵەک ترەگ دارە دۊنریا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it had my cupboard on it.	حتی کلمه انبار هم توی آدرس نامه بود.	تەنانەت وشەی ئەنباریش ناو نامەگە هاتۊدن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but, after all, he didn't burn the house	خوشبختانه خو نه سالم موند.	ماڵەگە ساق بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
you must stop dat dam racket!	اما والاه باس اون سر و صدا رو بند بیا رین.	بایە ئی زرم و کۆتە تەمام بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
for it is impossible to have the heart	زیرا غیر ممکن است که قلبی داشته باشی	نیەڵکەفێ دڵ داشتۊد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
apprehensively, as if they feared they might be followed.	مبادا کسی دنبالشان کرده باشد.	نەکەی کەسێ وە شۊنیان بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but a moment!	فقط یک لحظه او را ببینم!	گڕێک دیمەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
tosses her long blond hair back	موهای سیاه بلندش را حرکتی داد	شەکانی دادە قژ دریژ سیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that to compass his ends	برای آن که به مقصود برسد	ئڕای یە ک بڕەسدە ئامانجی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm not sure we'll want you then.	اطمینان ندارم که آن وقت ما حاضر باشیم تو عضو بشوی.	دڵنیا نیم کاتێگ ئیمە ئامادە بۊمن ت بەشدار بوویی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it ends by making a snowball!	دست آخر به صورت داستان گلوله برف در خواهد آمد.	دەس ئاخر تۆپەڵە وەفرێگ درس بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
if anything be needed for the execution of your purpose	اگر در راه اجرای مقاصد عالی شما کم و کسری وجود دارد	ئەگە کەمو کۆڕی وئڕای داخوازیەیلد هەس	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
however weak it may seem.	گو اینکه این سپاسگزاری خود یک نوع ضعف باشد.	چمانی، ئی دەسخوەشیانە نیشانەی لاوازیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I will come to that later.	بعدا هم می تونیم دنبالش کنیم.	دۊیاییش تۊەنیم بکەفیمنە شۊنی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
there was not enough difference between them and others.	به ویژه به اندازهٔ کافی بادیگران تفاوت نداشت.	وە قەی ئەنازە وەگەرد ئەوتریان جیاوازۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'll go and tell him you will come directly.	به او اطلاع خواهم داد که بی درنگ خواهید آمد.	ئۊشمەێ ک زۊ تیەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
if he be a sensible man	پس اگر این شخص ظریف و آگاه است	ئەگە ئایم ژیر و زانایی بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
who perhaps had the least title to either.	حال آنکه شاید هرگز شایسته هیچ یک از این دو نبوده است.	هاتێ هەر شایان هۊچ کام وەئەو د نەفەرە نەۊە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
to which the holder of the warrant replied that	لیکن مردی که حامل فرمان بود به او جواب داد	ئەمانێ پیاگی هەڵگر فەرمان بۊ، جواوی دا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
now thoroughly roused.	اکنون کاملاً بیدار بود.	ئێرەنە خەوەرە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
she reckons we've got to find treasure.	فکر می کنه باید گنج پیدا کنیم.	لێوا هۊر کەی ک بایە گەنجی بۊنیمەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
his face was bright scarlet.	صورتش به رنگ گلی باز بود.	دەموچاوی چەنەی گوڵ ڕووشنوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
like visions in a dream when we awake on a sudden.	درست مانند هنگامی که در عالم رؤیا هستیم و ناگهان از خواب برمی خزیم.	دۊز لێوای کاتێ ک خەو دۊنیمن و لەناکاو وە خەو هیز گریمن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
without a tombstone	قبری که هنوز سنگ قبر نداشت	قەورێ ک هێمانسەنگ قەور نیاشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I can blow out mine.	من با یس مال خودمو خاموش کنم.	تۊەنم هن خوەم بکووشنم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
benefactions on all sides and everywhere.	در همه جا یادبودها بنا کنم و تخم خیر و نیکی بیفشانم!	وە گشت کورە هۊرەوەری دۊزکەم و بوومە مایەی خێر	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
or it may point to agitation and hurry upon the part of the cutter.	یا دلیل بر اضطراب و عجله او باشد	وە مدوو پەڵپ و دڵەخوەری ئەو بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but I meant self command.	ولی منظورم تحت فرمان خودتان بود.	مەبەستم، وە ژێر فەرمان خوەدان بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
then he uttered a high pitched whimper.	بعد نفیر گوش خراشی کشید.	هاوارێگ بەرز چڕی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I shall be sure to find employment	هرطوری باشد برای خودم شغلی پیدا خواهم کرد	بایە کارێگ بۊنمەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the air was fresh and dewy.	هوا با طراوت و شبنم آلوده بود.	هەوا تەڕ و تەرچکی بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
if the beast has notbeen watered, it must be.	اگه این حیوون آب نخورده با یس آبش داد.	ئەگە ئاو نەخواردیە بایە ئاوی بیەیمن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I shall go to see them from time to time.	من گاه به گاه به دیدنشان خواهم رفت.	گاجار چیامە دیینیان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was not half afraid at the time of its being so,	آن موقع هیچ حدسی نزده بودم	هۊچ ئڕا گۆمان نیاشتم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I think he entered the service	گویا در خدمتی داخل شده است.	چماێ چیەسە ناو نزام	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that she was himself.	چرا که کیتی خود او بود.	خوەیۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it was as wet as everything else in the bathroom.	مثل همه جای آن دست شویی خیس بود.	لێوای گشت کورەی ئەو تواڵتە تەڕۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
an uncommon beauty who needed only a beard to be hired by a circus.	زنی که به نحو عجیبی زیبا بود و فقط ریش کم داشت تا در سیرک استخدام بشود.	ژنەگە هە ڕیش نیاشت تا بتۊەنێ وە سیرک کار بکەێ وەنە ڕەنگینۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I must tell you something.	باید یک چیزی به شما به گم.	بایە چشتێ بۊشمەد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
holding his camera.	که به دوربینش چنگ زده بود	ڕمیاۊ ئەوبان کامراگە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
suffering from that flu that probably hadn't really been a flu.	مبتلا به تبی که احتمالاً تب نبوده.	تەوی گرتۊ ک تەو نەۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
starbursts of gunshot wounds	جای زخم فشنگ تپانچه که به شکل ستاره برجای مانده بود.	جی زام شەنگ ک لێوای هەسارە وە جیمەنۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
moved a little to the right and then to the left, and took up the bottle.	اندکی به راست و بعد به چپ حرکت کرد و شیشه را به دست گرفت.	کەمێ چەپۆ ڕاس کرد و شۊشەگە گرتە دەس	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I don't know, I told him honestly.	صادقانه به او گفتم نمی دونم	وە دڵ وەتمە پی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
appeared to abash the boy	ظاهراً پسرک را خجل کرده بود.	کوڕەگە کنف کردۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I know your father's turned idiot	می دونم که پدرت دیوونه شده	زانم باوگد شیت بۊە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
not that they would ever speak.	نه اینکه اصلا هیچگاه با هم همکلام شوند.	نە یە ک هۊچ وەخت وەل یەکا نەوەتنە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I know where we can go for supper.	من می دونم برای شام باید کجا رفت.	جی خاسی ئڕا شام ناسم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I rise to my feet and stride out of the room, breathing hard.	بلند شدم و از اتاق بیرون رفتم.	هیزگرتم و وە وتاخ چیمەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
always somebody to give orders	همیشه کسی بود که فرمان بدهد	هەمۊشانە کەسێگ بۊ ئەمر بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
must be liked	نیاز داشت که دوستش داشته باشند	بایە خۆشەویست بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
between you and me there was never anything but kindness.	من و تو همیشه دوست و صمیمی بودیم.	من و ت هەمۊشانە دووس بۊمنە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but today it has surpassed my expectations.	اما صمیمیت و اخلاص امروز شما مافوق انتظار من است.	ئمڕوو بان چەوەڕێیەیل منۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I will go and tell my mistress.	بروم و به مادام اطلاع دهم.	چم و وە خۆشەویسەگەم ئۊشم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
has been ordered to blow up the bridge and not let us cross?	به این قشون امر شده است که پل را منفجر نمایند و به ما اجازه عبور ندهند.	ئایا فەرمان دریاس ک پڵەگە بتەقنن و نەیلن ئیمە ڕەد بۊمن؟	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
until her little daughter was six years old.	تا آنکه دختر کوچکش شش ساله شد.	تا دۊەت بۊچگی بیە شەش ساڵانی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
pull out a few of their hairs	باید چند تار از موهاشونو بکن ین	چەن تاڵ قژی بکەنن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
because he was less likely to be blown off course.	زیرا امکان نداشت باد او را از مسیرش منحرف کند.	نیەویا بای ڕیی گووڕانۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm going to have to call it off.	من باید این قضیه را فراموش کنم.	بایە وە هۊری بکەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
he made him his theme.	باز پای او را به میان کشید	کردەی بەزم خوەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
how far off he must be already!	او حالا باید چقدر از اینجا دور شده باشد!	چەنێگ وە ئیرا دۊرەو بۊە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I couldn't repeat them.	من نمی تونم اون ها رو تکرار کنم.	نیەۊەنم ئەوان دووپات بکەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
that is no subject of regret at all.	از این کار اصلاً پشیمان نیستم.	هەر بەتاڵمەو نیەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'd never had to work at it.	هیچ وقت مجبور نبودم روی آن کار کنم.	هۊچ کاتێ زوورم نەکردن ئەوبانی کار بکەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I was out of bed	از رختخواب بیرون جستم	وە ڕەختخاو هاتمەو دەیشت	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I thought of drear flight and homeless wandering and oh!	من هم با درد و رنج به این گریز ملال انگیز و خانه به دوشی و آه!	منیش هۊرم کەفتە هەژاری و ماڵ ویرانی و ئاخ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
eyed it curiously.	با کنجکاوی براندازش کرد.	وە سەرنجەو سەیلی کردم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I thought, too, of your article in that journal	در این موقع به یاد مقاله شما افتادم که در مجله چاپ کرده بودید.	کەفتمە هۊر وتارێ ک ناو گۆڤار بڵاو کردۊد	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'll tap her loose.	من یواش یواش کارترو در میارم	یەواشەکی شلی کەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I don't like your gown	درس ته که من این لباس را دوست ندارم.	دووی دڵنەیلد نەیرم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
but for one single instant show thyself,	آخر یک لحظه خودت را نشان بده.	گڕێ خوەد نیشا بە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I found half a dozen grey hairs this morning	امروز صبح یک دسته موی سفید توی سرم پیدا کردم.	چەبپێک مۊس چەرمگ ناو سەرم دیمەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I wouldn't shake my NIGGER	من سر کاکاسیام که کلاه نمیذاشتم.	م سیەڵکەگانیش نیەخەڵەتانم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I had a long think about it.	مدتی در خصوص آن فکر کردم.	بڕێ ئەوباای هۊر کردم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the cavalry were all ordered to turn back to the right.	از این جهت به تمام سوار نظام دستور داده شد تا به جانب راست حرکت کند.	وەی خاتر وە گشت سپاییەل وەت وەرەو ڕاس بچن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
how much I may feel on my own account.	با تمام احساسی که خودم نسبت به این جریان دارم.	گشت هەستم ئەوبان ئی باوەتە.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
a car will be waiting to take you out to the country.	اتومبیلی دنبالتان خواهد آمد و شما را به ییلاقات اطراف خواهد برد.	ماشینێگ تێدە شۊندان تا بۊەیدەدانە سەیرانگا.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
an I think he's an old dear!	خب به نظرم پیرمرد نازنینی است.	پیرەپیاگ نازارێ بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
how much it has cost me to say the first word.	کلمات برای من تا چه اندازه دشوار بود	وشەیل چەنێ قۆرس و گرانۊن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
frightful old world.	این دنیای پیر چه هولناک است!	دنیای پیرە چ ئەترەشناکۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it did it dart to one side and disappear in the thicket.	خود را از جاده بیرون انداخت و در میان جنگل پنهان شد.	خوەێ خستەو دەیش وە چاگە و وە ناو دارەیل خوەی داشاران.	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
or without thinking about the other	یا این که مدام به هم فکر نکنند.	یا کە بەردەوام وە هۊر یەکەو نەون	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I dare say she was very much pleased with you.	انگار خیلی هم از تو خوشش آمده.	چماێ فرە خوەشێ لێد هاتیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I have to go home he said	لری گفت من باید برم خونه	وەت بایە بچمەو ماڵ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I went on from that.	پس از آن هم دیگر ادامه دادم.	دۊیای ئەۊ دی بەردەوام نەۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
we can die but once	یشتر از یک مرتبه که نخواهیم مرد	مردن جارێگە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
no doubt he does not feel inclined this evening	شاید امشب مزا جا حالتی ندارد.	هاتێ ئمشەو سەردەماخ نیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
my cavalier has attained his object	سوارکار من به منظورش دست یافت	شورەسوار ڕەسیە مەوەستی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
this belief produced another dread.	اِما از همین موضوع ترس برش داشت.	وەی باوەتە ڕخی چی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
a sudden block put on the whole deal by the authorities	انسداد ناگهانی معامله توسط مقامات مسئول	بەستن لەناکەوی سەنن و فرەتن وە لایەن بەرپرسەیل	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
stayed in the gloom of the damp stable.	در اصطبل دلگیر و نموک ایستاد.	وە سەۊزان نمرچ وسا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I shall make something of you.	من تو را به جائی خواهم رساند.	ڕەسنمدە جیەگ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I never seemed to get the chance.	هیچ وقت موقعیتی بدست نیاوردم.	هۊچ کاتێ نەڕەسیمە جییەگ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I should throw myself into the water.	خودم را در آب خواهم انداخت.	خوەم خەمە ناو ئاو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
one a beautiful creature of nineteen	یکی موجودی زیبا و نوزده ساله	بوونەرێگ نوزدەساڵان و جوان	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
ready to run away	آماده بود از اتاق بگریزد.	هاتۊ وە وتاخ دەربچێ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm not ashamed of myself as company for anybody.	خیال نکنم کسی عارش بیاید با من دوست بشود.	گومان نیەکەم کەسێ بەدی باێ وەلما هاوڕێ بوو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
though they lay dying.	گرچه خود در بستر مرگ بودند.	کەفتنەسە ناو جی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
who waved back, grinning.	هری نیز برایش دست تکان داد	دەسێ ڕای هیز دا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
dark like the fallow earth that waits for the good seed	مثل زمین حاصلخیزی که منتظر بذر باشد	چۊ زێوێگ ک چاوەڕێ تۊەمە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'll tell her what I think of her and then walk straight out of the house!	نظرم را درباره او خواهم گفت و سپس یک راست از خانه بیرون خواهم رفت!	قسەم ئەوبانی ئۊشم و دەمە دەیش وە ماڵ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
nobody can doubt that.	هیچ کس نیست که در تامین بودن آینده شما تردیدی داشته باشد.	هۊچ کەس دڵەخوەر باناند نیە	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm sorry you wasted the trip.	متاسفم که سفرت بیهوده بود	وەداخەو ک سەفەرت بێ قازاشت بۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I don't know nothing but laundrying.	هیچ کاری جز رخت شویی بلد نیستم.	تەنیا ڕەخت شووردن زانم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I didn't bother to swipe it away	زحمت پاک کردنش را به خودم ندادم.	تەنانەت نەماڵیمەیشی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I have now quite settled in my new rooms .	حال دیگر خانه جدید من کام لا مرمت و مزین شده است	ماڵە نووەگەم ڕازیاسەو	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
the carpenter here can arrange it easily.	این نجار خیلی ساده می تواند ترتیبش را بدهد.	ئی دارتاشە تۊەنێ فرە ڕاحەت ئامادەی بکەی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I'm not going to think about that for approximately six and a half more years.	تا شش سال و نیم دی گه به اون موضوع قرار نیست فکر کنم	م تا شەشساڵو نیم ترەگ هەوەجە نیە هۊرەو پێ بکەم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
his heart broke	دیگر تام به کلی نومید شد.	دڵی شکیا	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I've been moping in the house all day	من تمام روز توی خانه ماتم گرفته بودم.	کۆل ڕۊژ خەم و خۆسە دڵم داگرتۊ	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I never went near it.	من اصلاً به آن لیوان نزدیک نشدم.	هە نزیک ئەو پیاڵەیشە نەۊم	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
like the mist had done.	مثل غباری که رفته بود.	لێوای تووزێ ک چۊدن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
it will seem to you that they are resting.	به نظرت خواهد رسید که در استراحتند.	لێوا دیارە ک پساێ شەکەتی دەرکەن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
I will, he said passionately.	مارتین پرشورانه گفت حتماً	وە گەرمو گۆڕی وەت حەتمەن	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
there seems no limits to the licentiousness of that woman's tongue!	این زن اصلاً دهانش چفت و بست ندارد!	ئی ژنە کلیل دەمی نیە دەسی	Kirmashani	Kermanshah	Southern Kurdish	Vol_0	
