en_sentence	fa_sentence	translation	variety	county	orthography	translator	4345
pointing to his mare	مادیانش را با اشاره چشم به او نشان داد	شه خره چشم جا اشاره هکرده	Central Mazani	Babol	Farsi	Vol_3	
next year 'll do.	سال بعد و که ازت نگرفتن	سال دیگه انجام دمه	Central Mazani	Babol	Farsi	Vol_3	
at the foot of the scaffold	در حقیقت پای سیاست گاه است.	داربسته جلو	Central Mazani	Babol	Farsi	Vol_3	
of a sudden, I began to comprehend.	ناگهان عظمت خطر را دریافتم.	یکدفه بفهمسمه خله خطر دارنه	Central Mazani	Babol	Farsi	Vol_3	
you came out of your mother's womb without a government	تو وقتی از شکم مادرت بیرون آمدی حاکم نبودی	وقتی ماره اشکمه جابیرون بمویی هیچی نداشتی	Central Mazani	Babol	Farsi	Vol_3	
who hadnever had a doll in her life, a real doll	عروسک حسابی به خود ندیده بود قابل تحسین نباشد.	اتا خاره عاروسک نداشته بدردبخورباشه	Central Mazani	Babol	Farsi	Vol_3	
the more's the pity!	حیف که پاک شد!	حیف که پاک بی یه	Central Mazani	Babol	Farsi	Vol_3	
desired them to signify my arrival to one of the secretaries	از آنان خواهش کردم که ورود مرا به یکی از منشیان دربار خبر دهند	وشونه جا بخاستمه مه ورود ر به منشی ها خور هدن	Central Mazani	Babol	Farsi	Vol_3	
the whole of the first portion of his life had been devoted to the world and to gallantry.	نخستین قسمت عمرش یکسره صرف دنیاداری و زن دوستی شده بود.	ونه نیمه عمر بورده دنیاداری وزن دوستیه وس سه	Central Mazani	Babol	Farsi	Vol_3	
who attends my mother	که طبیب مخصوص مادر من هم هست.	مه ماره دکترم هس سه	Central Mazani	Babol	Farsi	Vol_3	
then they raise hell an' figger he been killed.	اون وقت جارو جنجال راه میندازن و خیال میکنن کشته شده	اتی سرو صداکننه خیال کننه مردی بکوشت بی یه	Central Mazani	Babol	Farsi	Vol_3	
though no doubt he had never heard there was such a thing as that.	هر چند شک نیست که نام همچو چیزی را هم هرگز نشنیده بود.	شک ندارمه وه حرفی بشتوس بوئه	Central Mazani	Babol	Farsi	Vol_3	
NEWEverything was so clear.	تازه همه چیز بسیار شفاف بود	همه چی روشن بی یه	Central Mazani	Babol	Farsi	Vol_3	
writes the warden's letters and stuff like that.	کاغذها و این چیزها شو اون مینویسه.	ونه کاغذاره وه نویسنه	Central Mazani	Babol	Farsi	Vol_3	
breathed typhus through its crowded schoolroom and dormitory	نفس شوم خود را در کلاس شلوغ و خوابگاه آن دمید	شلوغه کلاس وخوابگاهه دله شه بدجنسیه دیارهکرده	Central Mazani	Babol	Farsi	Vol_3	
for the street was blocked.	آخر خیابان بند آمده بود.	خیابون دوس بی یه	Central Mazani	Babol	Farsi	Vol_3	
I saw him	من او را دیدم.	وه ره بدیمه	Central Mazani	Babol	Farsi	Vol_3	
I wisht I could wait an' not tell you.	کاش می تونسم حالا بهتون نگم	خله خاربیه بتونس بومته خوه ناووم	Central Mazani	Babol	Farsi	Vol_3	
I might get cold.	من ممکنه سرما بخورم	امکان دارنه سرمابخرم	Central Mazani	Babol	Farsi	Vol_3	
with the great yellowy white walls of abandoned convents behind the rows of sombre green cypresses, that fact very modern in its spirit	با دیوارهای بزرگ و زرد و سفید صومعه های متروکه اش پشت ردیفهای سروهای سبز تیره که ماهیتی بسیار مدرن دارند	اتا بپیسه کلیسا دییه ونه دیوارهااسپه وزرد بی یه اون پشت سروه دار داشته اته کم کهوبیه ولی جدید بیه	Central Mazani	Babol	Farsi	Vol_3	
as he was pleased to call it.	خوش داشت که حساب مرا چنین بنامد.	دوس داشته وه ره ونگ هکنه	Central Mazani	Babol	Farsi	Vol_3	
a few more seconds went by.	باز چند ثانیه گذشت.	چن ثانیه بگذشته	Central Mazani	Babol	Farsi	Vol_3	
lay hold of each other	دست یکدیگر را گرفتیم	همدیگره دسته بیتمی	Central Mazani	Babol	Farsi	Vol_3	
my heat has melted thee to anger glow.	حرارت خشم من تو را بر افروخته و گداخته کرده!	مه خشمه جاتوبسوتی	Central Mazani	Babol	Farsi	Vol_3	
sometimes there's an inch of silver six words in the bottom of the net.	گاه چند تکه نقره شش تا در ته تور است.	گاهی وقتا چندتانقره کفنه توره دله شیش تابونه	Central Mazani	Babol	Farsi	Vol_3	
I hope that you didn't do anything illegal	امیدوارم به کارهای غیرقانونی متوسل نشده باشین	امیدوارمه کارغیرقانونی نکردباشین	Central Mazani	Babol	Farsi	Vol_3	
I got a feelin' I oughta go away an' let 'em be.	به هم می گه باید بذارمشون راحت با شن و خودم برم	مه خوه گنه وشون ر ول هکنیم راحت بوئن من شه بورم	Central Mazani	Babol	Farsi	Vol_3	
I could get no sense out of the chap who cleans them.	از آن پسرک واکسی هم چیزی دستگیرم نشد.	اون تاخورده وچه واکسیه جا مره هیچی حالی نی یه	Central Mazani	Babol	Farsi	Vol_3	
this potion needs to stew before it can be drunk	این معجون باید خوب بجو شه.	اینتاره قبل ازاینکه سرهکشی ونه خارخارجوش بخره	Central Mazani	Babol	Farsi	Vol_3	
when he should again interrogate her	وقتی که بتواند دوباره از او جویا شود	هروقت بت تونه ونه خوه ره گیرنه	Central Mazani	Babol	Farsi	Vol_3	
he pushed his spectacles up on his forehead	عینکش را تا روی پیشانی بالا زد	عینکه تا شه سوال سر بالا بورده	Central Mazani	Babol	Farsi	Vol_3	
they must go softly	باید یواش قدم بردارند	وشون ونه یواش بورن	Central Mazani	Babol	Farsi	Vol_3	
I am needed.	جبهه به امن احتیاج دارد.	مره لازم دارننه	Central Mazani	Babol	Farsi	Vol_3	
just like you said!	هم ون طور که خودت گفتی.	همون جور که تو باوتی	Central Mazani	Babol	Farsi	Vol_3	
she is loved and served by such a knight as your worship seems to be.	او محبوب و مخدوم پهلوانی چون شخص حضرتعالی است.	شماوره دوست دارننی شمه خدمت گذاره	Central Mazani	Babol	Farsi	Vol_3	
whether they expected to.	آیا انتظاری غیر از این داشتند.	غیر از این مگه انتظار داشتنه	Central Mazani	Babol	Farsi	Vol_3	
a man who does not even know how to carry his breeding.	به نظر من ناقابل تر از این هستید که از افتخارات وطنتان دفاع کنید.	اتامردی که ندوننه چتی شه افتخاره جا دفاع هکنه	Central Mazani	Babol	Farsi	Vol_3	
but, perceiving his error	اما چون دیده که جسد طفلی است	شه اشتباه ر بفهمسسه	Central Mazani	Babol	Farsi	Vol_3	
a witness was called to identify him	شاهدی احضار شد تا متهم را شناسایی کند	اتاشاهداخضاربییه که متهم ر شناسایی هکنه	Central Mazani	Babol	Farsi	Vol_3	
it belongs to him.	مال خود شه.	ونه شه	Central Mazani	Babol	Farsi	Vol_3	
if I do not knock them head over heels	اگر من هر شش تن را بر زمین نزدم	اگرمن وشونه بنه دم ندامبه	Central Mazani	Babol	Farsi	Vol_3	
resuming her work	کار خیاطی را که دستش بود از سر گرفت.	شه کاره سر هیته	Central Mazani	Babol	Farsi	Vol_3	
that the latter was in a state of considerable irritation.	ناشناس نیز سخت برآشفته و غضباناک بود.	اونتا غریب آدم خله عصبانی بی یه	Central Mazani	Babol	Farsi	Vol_3	
the hair streamed shadowy, like a beamless cloud torn by storm or by electric travail.	موهایش مثل سایه یا مثل ابر بی فروغی بود که توفان یا نیروی شدید آذرخش آن را از هم گسسته باشد.	ونه می سایه ره مونس سه یا اتا بی رنگ ورو ابری که توفانه جا پاره بی بو	Central Mazani	Babol	Farsi	Vol_3	
then turned suddenly down a bank upon the left.	آنگاه او یک مرتبه به سوی چپ ساحل رودخانه پیچید.	یک مرتبه سمت چپ بانک دپیته	Central Mazani	Babol	Farsi	Vol_3	
I tried again.	دوباره امتحان کردم.	دواره امتحان هکردمه	Central Mazani	Babol	Farsi	Vol_3	
her mouth tightened like an overwound spring.	دهانش مانند فنری فشرده بسته شد.	ونه تک فنره واری دوس بی یه	Central Mazani	Babol	Farsi	Vol_3	
taking off his coat and spreading it lining side up on the ground so they could sit on it.	کتش را درآورد و از طرف چرمش روی زمین انداخت تا بتوانند رویش بنشینند.	شه کت ر دربیارده چرم ور دمبدا بنه ونه رو هنیشته	Central Mazani	Babol	Farsi	Vol_3	
I was thirty.	سی ساله شده بودم.	سی ساله بیمه	Central Mazani	Babol	Farsi	Vol_3	
I wonder if I could come and see you?	امکانش هست پیش شما بیایم و ببین متان	بونه بیم شماره بوینم؟	Central Mazani	Babol	Farsi	Vol_3	
that she did not dare to decipher.	که جرئت نداشت برای خود تفسیرشان کند.	جرئت نکرده بیه تعریف هکنه	Central Mazani	Babol	Farsi	Vol_3	
that smile had also been like the old king's smile.	لبخند آبنبات فروش هم شبیه لبخند پادشاه پیر بود.	اتی خننه کرده پیر شاهه واری!	Central Mazani	Babol	Farsi	Vol_3	
reflected that he might have a cold.	اندیشید که شاید سرما خورده باشد.	فکرهکرده بلکوم سرمابخردبوئه	Central Mazani	Babol	Farsi	Vol_3	
two women and a man in a white hat were seen coming toward the officers.	در این موقع دو زن و مردی که کلاهی سفید به سر داشت از طرف خانه اربابی به سوی افسران آمدند.	د تا زنامردی که اسپه کلا داشتنه اربابه سره ور جابیمونه افسرائه ور	Central Mazani	Babol	Farsi	Vol_3	
he's in the forest	اون توی جنگله.	و جنگله درون دره	Central Mazani	Babol	Farsi	Vol_3	
as to urge no influence against me.	که نفوذی علیه من به کار نبرید.	مه ضد کاری نکنین	Central Mazani	Babol	Farsi	Vol_3	
but this was carrying out his virtuous precepts to an unusual extent.	البته این در موقعی بود که دیگر اوقاتش به وضع توصیف ناپذیری تلخ شده بود.	ونه اوقات بدجوری تل بی یه	Central Mazani	Babol	Farsi	Vol_3	
I look around	به دور و برم نگاه کردم	شه دور و وره هارشیمه	Central Mazani	Babol	Farsi	Vol_3	
to whom there fell a terrific and desperate adventure.	آنگاه ماجرایی وحشتناک و دور از عقل و خرد بر سر دن کیشوت آمد که شرح آن خواهد آمد.	کاری که وه هکرده از روی بی عقلی بی یه	Central Mazani	Babol	Farsi	Vol_3	
but not for long	ولی حال به همان منوال نماند	ولی زیاد طول نکشیه	Central Mazani	Babol	Farsi	Vol_3	
if I am victorious	پس اگر او را کشتم	اگرمن برنده بوئم	Central Mazani	Babol	Farsi	Vol_3	
I had quite made up my mind	من عقیده داشتم	من فکر کردمه	Central Mazani	Babol	Farsi	Vol_3	
he had a very indefinite notion of what it consisted in	تصور بسیار نامشخصی داشت	معلوم نی یه چتی فکرکرده	Central Mazani	Babol	Farsi	Vol_3	
if I give you mine in return, that debt will be quit.	اگر من هم متقابلاً احترام خودم را به شما بدهم دیگر مدیون هم نخواهیم بود.	اگرمنم شمه احترام ره دارم دیگر مدیون نیمی	Central Mazani	Babol	Farsi	Vol_3	
take this door!	در این در!	اینتا در!	Central Mazani	Babol	Farsi	Vol_3	
without some stain of infamy or blood to soil the uniform of the soldier, or the gown of the magistrate	بی آنکه لکه بر جامعه نظامی او برسد	بدون اینکه ونه ارتشی جمه مال دکفه	Central Mazani	Babol	Farsi	Vol_3	
the best he could suggest was that both were to try	بهترین پیشنهادی که به ذهن کلاید رسید آن بود	بهنرین پیشنهاد این بیه که شه سعیه هکنن	Central Mazani	Babol	Farsi	Vol_3	
where a hand grenade was fastened to the belt	. از نارنجک دستی که به کمربند او آویخته بود	اتا نارنجک جا که ونه کمربند تن دوس بی یه	Central Mazani	Babol	Farsi	Vol_3	
will be curious and able enough to supply my defects.	موجب شود که بتوانند نقایص کار مرا جبران کنند.	باعث باووه مه ضعفه جبران هکنه	Central Mazani	Babol	Farsi	Vol_3	
I wanted to,	قصدم همین بود.	همین تاره خاستمه	Central Mazani	Babol	Farsi	Vol_3	
crying in a hoarse sort of screech	با صدایی زیر و گوش خراش فریاد زد	اتا نره خر صدائه جا ونگ هکرده	Central Mazani	Babol	Farsi	Vol_3	
he began to think again about what she had feared.	بار دیگر به آن چیزی فکر کرد که همسرش از آن واهمه داشت.	دواره دیه به همون چیزی فکرکرده که ونه زنا ترسیه	Central Mazani	Babol	Farsi	Vol_3	
as though he were going to pick something up.	گویی سعی داشت مطلبی را به خاطر بیاورد.	بلکوم تلاش داشته اته چی ره شه یاد بیاره	Central Mazani	Babol	Farsi	Vol_3	
here is a letter for one of thy officers, if I mistake not.	اگر اشتباه نکنم یک نامه برای یکی از افسرهای تو دارم.	اینجه اتا نامه کته اگه اشتباه نکنم ته افسائه شنه	Central Mazani	Babol	Farsi	Vol_3	
trying to smother his relief.	سعی داشت آسودگیش را در دل نگه دارد	سعی داشته راحتی ره شه دله درون داره	Central Mazani	Babol	Farsi	Vol_3	
I thought you were probably the man with the broken glasses and the queer philosophy.	فکر کردم اون مرده که عینکش شکسته و عقاید عجیب داره به طرفم میاد.	گمون هکردمه اونتا مردی که بشکسسه عینک دارنه عجیبه غریب فکر کن نه دره مه ور انه	Central Mazani	Babol	Farsi	Vol_3	
glanced towards me.	به سمت من نگاه کرد.	مره هارشیه	Central Mazani	Babol	Farsi	Vol_3	
the rest of that noble pile, which had cost so many ages in erecting, preserved from destruction.	بازمانده آن بناهای عالی که به سالیان دراز برافراشته بودند از ویرانی برکنار ماند.	الباقی اون تا قدیمی ساختمونا سالم بمونس سه	Central Mazani	Babol	Farsi	Vol_3	
I came down again.	بعد پایین آمدم .	دواره بیمه پایین	Central Mazani	Babol	Farsi	Vol_3	
but if you can't keep up your end, we will stand our loss, of course,	ولی اگر شما نتوانید بر خودتان مسلط باشید و در هم بشکنید ما میتوانیم ضرر	اگرشمانتوننی شه اختیاره دارین، اما شه باخت ره تحمل کممی	Central Mazani	Babol	Farsi	Vol_3	
but my mother wouldn't let her do it, and made her dine with us.	ولی مادرم او را از این کار بازداشت و بر سر میز نشاند.	مه مارنیشته این کاره هکنه وره مجبورهکرده امه پلی شام بخره	Central Mazani	Babol	Farsi	Vol_3	
then, without waiting for an answer	وود منتظر جواب هری نماند.	جوابه منتظرنمونس سه	Central Mazani	Babol	Farsi	Vol_3	
he understood her feelings, her sufferings, shame, and remorse.	احساسات و رنج و شرمساری و پشیمانی او را درک کرد.	ونه بدبختی، خجالت وپشیمونی ره درک کرده	Central Mazani	Babol	Farsi	Vol_3	
his concealment from herself of the name he had relinquished,was the one condition'fully intelligible now'that her father had attached to their betrothal	پنهان داشتن نام واقعیش تنها شرط پدر او برای ازدواج ایشان بوده است	ونه پره شرط ازدواج وسسه این بیه که ونه نوم پنهون بمونه	Central Mazani	Babol	Farsi	Vol_3	
but I am a poor student, and I have my way to make.	من محصل فقیری هستم و با ید در فکر تهیه پول وزندگی باشم.	من فقیره وچومه شه درس بخونستن خرجه دربیارم	Central Mazani	Babol	Farsi	Vol_3	
I made up my mind I wouldn't ever take a holt of a snake skin again with my hands, now that I see what had come of it.	از آن به بعد من با خودم عهد کردم که حالا که همچی شد دیگر دست به پوست مار نزنم.	از اینجه به بعد شه جاعهدهکدمه هرچی بی یه مره پوست ر دست نزنم	Central Mazani	Babol	Farsi	Vol_3	
so began a perambulation of the house	به این ترتیب سیر و سلوک خود را در خانه آغاز کرد	سره درون چرخ هیتنه سر هیته	Central Mazani	Babol	Farsi	Vol_3	
was in danger	جانش در خطر بود.	در خطر دی یه	Central Mazani	Babol	Farsi	Vol_3	
I try to smile, but my face won't quite do it.	سعی کردم لبخندی زورکی بزنم اما نتوانستم.	سعی هکردمه خنده هکنم مه صورت نتونسسه	Central Mazani	Babol	Farsi	Vol_3	
there was nothing shameful.	شرمندگی مورد نداشت.	خحالت بکشین وسسه حایی دنی بیه	Central Mazani	Babol	Farsi	Vol_3	
or anywhere else ever again.	برای ابد از نظر ناپدید شده بود.	همیشه ئه وسسه چشم پلی جابورده	Central Mazani	Babol	Farsi	Vol_3	
however, I escaped pretty well by sticking close to the stem of the tree	با این همه خود را محکم به تنه درخت چسباندم و از آن بلا جان به در بردم.	شه خوده ره دوس سمه داره تن، شه جان ره در بوردمه	Central Mazani	Babol	Farsi	Vol_3	
most of it grief and pain and hunger.	دردمند و وامانده بود.	بدحال و ناراحت بیه	Central Mazani	Babol	Farsi	Vol_3	
his friend was in pursuit of his destiny.	چون دوستش در پی افسانه ی شخصی خودش به این سفر آمده بود	ونه رفق به خیال خودش به این سفربیمو	Central Mazani	Babol	Farsi	Vol_3	
for a last look at the house.	تا برای آخرین بار خانه را تماشا کند.	آخرین باره وس سه سره ره هارشه	Central Mazani	Babol	Farsi	Vol_3	
law is law.	قانون قانون است.	قانون قانون هس سه	Central Mazani	Babol	Farsi	Vol_3	
continued to turn it.	به چرخاندن آن ادامه داد.	همیتی وه ره چرخ هدا	Central Mazani	Babol	Farsi	Vol_3	
I have no doubt she did.	تردید نیست که در گفتار خویش صادق بود.	شک ندارمه خاره آدم بی یه	Central Mazani	Babol	Farsi	Vol_3	
indeed, it was soon plain to me that	به زودی برای من روشن شد که	خله زودمه وسسه روشن بی یه	Central Mazani	Babol	Farsi	Vol_3	
at the risk of being stifled	خیال داشت این کار را ولو اینکه موجب خفه شدن او گردد انجام داده	قصد داشته اینتا کاره هکنه، ولو خفه باو وه	Central Mazani	Babol	Farsi	Vol_3	
relieving him of the visor, already battered to pieces by blows	چون کلاه خود پهلوان را که به ضرب چوب خرد شده بود از سرش برداشت	پهلوونه کلاه ره که چوئه جابشکس بیه شه سره جا بیته	Central Mazani	Babol	Farsi	Vol_3	
fumbling about him for his cane	پیر مرد عصای خیزران خود را به دست گرفته	پیرمردی شه عصا ره دست هیته	Central Mazani	Babol	Farsi	Vol_3	
I checked them all out.	من همه موارد ممکن را بررسی کردم.	همه چی ره بررسی هکردمه	Central Mazani	Babol	Farsi	Vol_3	
I'll last a few more minutes with luck, but not much longer.	خیلی شانس بیارم چند دقیقه دی گه زنده می مو نم و نه بیشتر.	خله شانس بیارم چن دقیقه دیگه زنده بمونم نا ویشتر!	Central Mazani	Babol	Farsi	Vol_3	
then he turned to me, scolding and questioning me.	بعد باز به طرف من آمد و شروع کرد به تحقیق و فحش دادن.	دواره مه ور بمو مره فحش هدا	Central Mazani	Babol	Farsi	Vol_3	
I never shall see my pretty darling again.	من دیگر جگرگوشه زیبایم را نخواهم دید.	دیگرشه مقبوله یاره نویم مه	Central Mazani	Babol	Farsi	Vol_3	
until that was done	تا موقعی که این کار انجام نگیرد	تا این کار انجام باووه	Central Mazani	Babol	Farsi	Vol_3	
I kept my voice light.	لحن صدایم را آهسته و ملایم نگه داشتم	شه صدا ر بیاردمه پایین	Central Mazani	Babol	Farsi	Vol_3	
MNoirtier looked after the servant until the door was closed	مسیو نوارتیر خادم را پایید تا بیرون رفت	مستخدم ره انه هارشیه تا در دوس بی یه!	Central Mazani	Babol	Farsi	Vol_3	
I will reflect.	من در این باب فکری خواهم کرد.	اتا واکنش نشون دم مه	Central Mazani	Babol	Farsi	Vol_3	
however insignificant they may appear to groveling vulgar minds	این نکات هر چند ممکنست که در نظر عوام کالانعام سخیف آید	امکان دارنه اته خله این چیزا دمای کله خره وسسه جور باووه	Central Mazani	Babol	Farsi	Vol_3	
I found the treasure.	اما من گنج را پیدا کردم.	من گنج رپیدا هکردمه	Central Mazani	Babol	Farsi	Vol_3	
we had nothing before us	آینده جز بر شکست دلالت نداشت.	اما قبلنا چیزی نداشتمی	Central Mazani	Babol	Farsi	Vol_3	
I really wish I could hear that great hairy moron trying to defend himself	ای کاش می تونستم اون ابله گنده پشمالو رو موقع دفاع از خودش ببینم که می گه	کاش تونس بوم اونتا گت مردی ره دفاع موقع بوینم که گنه	Central Mazani	Babol	Farsi	Vol_3	
get the blouses half in large size, half in medium.	بلوزها را نیمی در اندازه بزرگ و نیمی در اندازهٔ متوسط بگیر.	نصفه بولیزها گت بوئه نصف دیگه میونه	Central Mazani	Babol	Farsi	Vol_3	
so it was not long before they were stripped	این بود که هنوز چیزی نگذشته به کلی لخت شدند	هیچی نی یه که همه لخت بینه	Central Mazani	Babol	Farsi	Vol_3	
should he retreat after going so far?	تا اینجا آمده باشد و باز گردد!	این همه راه بمو اسا ونه دگرده!	Central Mazani	Babol	Farsi	Vol_3	
it's very unbecoming.	چقدر ناپسند است.	اونتا خله ناجور هس سه	Central Mazani	Babol	Farsi	Vol_3	
that, instead of a cap or hat, he has two immense horns on hishead.	که به جای کلاه کوچک یا شاپو دو شاخ عظیم برسردارد.	به جای کچکه کلاه د تا گته شاخ دارنه!	Central Mazani	Babol	Farsi	Vol_3	
I am incapable of doing so, he said.	من قابلیت این کار را ندارم.	وه باوته من نتومه این کاره هکنم	Central Mazani	Babol	Farsi	Vol_3	
horror struck by his own daring	خودش نیز از جرئت و جسارت خودش تعجب کرده بود.	شه شه گستاخیه جا تعجب کرده	Central Mazani	Babol	Farsi	Vol_3	
but that I differed very much from the rest of my species in the softness, whiteness, and smoothness of my skin	اما با بسیاری از همنوعان خود در سفیدی و نرمی پوست خود تفاوتی عظیم دارم.	من خله شه همنوعه جافرق دارمه مه نرم واسپه پوسته وس سه هسسه	Central Mazani	Babol	Farsi	Vol_3	
perhaps some faintness actually attacked her.	شاید عملا نوعی ضعف بر او مسلط شده بود.	اته کم بی حالل بی یه	Central Mazani	Babol	Farsi	Vol_3	
spent fifteen days in the voyage.	سفر دریائی من پانزده روز ادامه داشت	مه سفر دریا دله پونزده روز طول بکشیه	Central Mazani	Babol	Farsi	Vol_3	
it is only that the catalogue is tedious	فقط از آن جهت است که فهرستی خسته کننده است	اینتائه وس سه هسه که این لیست خله بلند بالائه	Central Mazani	Babol	Farsi	Vol_3	
it is not the sort of thing that gives me cold.	طوری نیست که سرما بخورم.	انتی نیه که بچائم	Central Mazani	Babol	Farsi	Vol_3	
because shehad said three or four times that if I didn't she would kill her self.	چون سه چهار بار گفته بود که اگر باهاش عروسی نکنم خودشو میکشه.	سه چار دفه باوته اگه ونه جا عروسی نکنم شه خوده ر کشن نه	Central Mazani	Babol	Farsi	Vol_3	
this man, accustomed as he was to the sight of pain, could not keep back a tear that fell on his shirt frill.	دکتر لاریویر با وجودی که به این قبیل مناظر دردناک عادت داشت نتوانست از افتادن قطره اشکی روی تور پیراهنش جلوگیری کند.	بااین که عادت داشته ای نتونسسه شه اشکه جلو ره بیره	Central Mazani	Babol	Farsi	Vol_3	
I can't believe you missed the game last night just to watch somebody sleep	باورم نمی شه بازی شب پیش رو از دست دادی فقط واسه اینکه خوابیدن یه نفر رو نگاه کنی.	مره باور نونه امشوی بازی ره از دست هدایی که اتا نفر باختنه هاریشی	Central Mazani	Babol	Farsi	Vol_3	
I assure you she did.	مطمئن باش که شد.	خاطرجم باش هکرده!	Central Mazani	Babol	Farsi	Vol_3	
I made us all late	همه مجبور شدند منتظر من بمانند.	همه مجبوربینه مه وسسه صبرهکنن	Central Mazani	Babol	Farsi	Vol_3	
to describe the state of mind in which she hadapproached him	دکتر گلن حالت روحی ربرتا را در آن هنگام که به مطب او رفته بود شرح داد	ونه حالت روحی ره مطب درون توضیح هدا	Central Mazani	Babol	Farsi	Vol_3	
she was surprised and saddened to see that there were tears in his eyes.	با تعجب و تاسف دیدگان او را لبریز از اشک یافت.	باتعجب بدیه که دره برمه کن نه	Central Mazani	Babol	Farsi	Vol_3	
we stayed behind	ما مو ندیم و بقیه رفتن.	امابمونسسمی بقیه بوردنه	Central Mazani	Babol	Farsi	Vol_3	
consulting experienced theoreticians and practical men where necessary	در مواقع ضرورت با صاحب نظران و مردان کار مشورت کند	هروقت لازم بی یه آدمای کاری و وارده جا مشورت هکنه	Central Mazani	Babol	Farsi	Vol_3	
various subjects for annotation have presented themselves	از روی مطالب مختلفی یادداشت برداشتم	چیزای مختلفی ره بنویشتمه	Central Mazani	Babol	Farsi	Vol_3	
driver not achauffeur but a policeman proud in uniform	راننده ماشین راننده شخصی نبود بلکه پاسبانی بود که با غرور تمام اونیفورم به تن داشت.	راننده شوفرنی یه! اتاپلیس بیه یونیفرم داشته	Central Mazani	Babol	Farsi	Vol_3	
he said coldly	با حالت خشکی گفت	با ناراحتی باو ته	Central Mazani	Babol	Farsi	Vol_3	
e, who is under some obligation to me	که با من سابقه آشنایی دارد	خله وقته مه رفقه	Central Mazani	Babol	Farsi	Vol_3	
I normally get about ten emails every morning, if that.	معمولا من روزی ده تا ایمیل داشتم	روزی ده تا ایمیل داشتمه	Central Mazani	Babol	Farsi	Vol_3	
out of the war he carried two memories.	سوای جنگ دو خاطره داشت	جنگه کناربلیم د تا خاطره داشته	Central Mazani	Babol	Farsi	Vol_3	
a very pleasing young woman.	زن جوان خیلی جذابی است.	اتا مقبول جوون زنا هس سه	Central Mazani	Babol	Farsi	Vol_3	
but, no more was done.	اما به کاری دست نبرد.	کارویشتری نکرده	Central Mazani	Babol	Farsi	Vol_3	
to clear up a difference that had arisen between them on a very important philosophical question.	تا پیشنهاد رفع اختلافی را بدهد که در یک مسأله بسیار مهم فلسفی بین آن دو پیدا شده بود.	خاسته اختلافی که وشونه میون بخاطر اتاسوال فلسفی دکت بیه ره حل هکنه	Central Mazani	Babol	Farsi	Vol_3	
but neither of us put words to it.	اما هیچ یک از ما آن را در غالب کلمات پیش نکشید.	هیچ کدوم از اما حرفی نزو	Central Mazani	Babol	Farsi	Vol_3	
hold our breath	نفس در سینه نگاه دارد	نفسه شه سینه داریم	Central Mazani	Babol	Farsi	Vol_3	
laying a soiled and unopened letter before him	پاکتی چرکین و نگشوده را پیش روی او گذاشت	اتاکثیفه پاکت که ونه در دوس بیه ره بیشته ونه پلی	Central Mazani	Babol	Farsi	Vol_3	
he laid his finger on his lip	پیرمرد انگشت بر لب نهاد	پیرمردی شه انگوسه بیشته لب رو	Central Mazani	Babol	Farsi	Vol_3	
I old a pistol in my hand!	من یک هفت تیر در دستم هست!	اتا هف تیرمه دسته دله دره	Central Mazani	Babol	Farsi	Vol_3	
have pages and everything.	صفحه و همه چیز دارن.	صفحه وهمه چی دارنه	Central Mazani	Babol	Farsi	Vol_3	
I didn't recognize my voice when I answered.	وقتی گفتم خودم را نشناختم.	اون گدرکه باوتمه شه صداره نفهمسسمه	Central Mazani	Babol	Farsi	Vol_3	
she cleared the back of the saddle in one jump	او به یک جست از روی قربوس زین پریده و بر پشت مادیان جا گرفته است	بپرسسه مادیونه سواربی یه	Central Mazani	Babol	Farsi	Vol_3	
open the door!	در را باز کنید.	دروازه ر وا هکنین!	Central Mazani	Babol	Farsi	Vol_3	
so they thought it best to allow themselves to be pacified	ناگزیر تصمیم گرفتند که آرام بگیرند	محبوربینه ساکت باوون	Central Mazani	Babol	Farsi	Vol_3	
I didn't like it, either.	من هم دوست نداشتم.	منم دوس نداشتمه	Central Mazani	Babol	Farsi	Vol_3	
I am reading forbidden books.	کتابهائی را می خونم که ممنوعه.	ممنوعه کتابه درمه خوممه	Central Mazani	Babol	Farsi	Vol_3	
with a sound mind.	البته با مغز سالم.	خاره کله جا	Central Mazani	Babol	Farsi	Vol_3	
drove off upon my new quest.	برای انجام مأموریت جدیدم به راه افتادم.	شه ماموریته وسسه راه دکتمه	Central Mazani	Babol	Farsi	Vol_3	
I have a son too	من هم پسری دارم	منم اتا ریکا دارمه	Central Mazani	Babol	Farsi	Vol_3	
that is joy	این خوشی است	وه خوشی هسسه	Central Mazani	Babol	Farsi	Vol_3	
for she hasn't the sense of a guinea hen.	شعورش فقط به اندازه یک مرغه.	اتا کرکه قایده شعور دارنه	Central Mazani	Babol	Farsi	Vol_3	
the enormity of her relief showing in the way she sat	عظمت این سپر انداختن خود را در حالت نشستن او نمایاند.	شه گتی کاره درحال هنیشتن وره نشون هدا	Central Mazani	Babol	Farsi	Vol_3	
now here we stand in the middle of a field without rhyme or reason.	حال باید بیهوده در میان دشت بایستیم.	اسا ونه هنده بیخود دشته دله اس هکنیم!	Central Mazani	Babol	Farsi	Vol_3	
