en_sentence	fa_sentence	translation	variety	county	orthography	translator	3418
I took her face in my hand.	صورتش رو بین دستام گرفتم.	دەمڕۊ ئەوم گرت ئەێ نام دەسەل وژم	Kakavandi	Harsin	Laki Kurdish	AM	
I take a deep breath and smooth my hair back	نفسی عمیق کشیدم و موهایم را عقب زدم	هناسێ قۏڵمێ کیشا و مۊەلم دامە پشت ئرا	Kakavandi	Harsin	Laki Kurdish	AM	
he was glossy and seemed to have the vigour of youth.	براق و درخشان شده و نیروی جوانی به او بازگشته بود.	ترنگە مەهەتێ و مەدرەوشیا و تووانای جاڵی ئەڕان ئاهەتۊتێ	Kakavandi	Harsin	Laki Kurdish	AM	
I haven't nowt in all the wureld that ain't yourn, my dear.	من در دنیا چیزی ندارم که متعلق به تو نباشد.	م ڤە نام ئێ جهانەێرە چێ نەێرم گ هن تو ناو	Kakavandi	Harsin	Laki Kurdish	AM	
when in reality he had accomplished no more than the physical act	در حالی که در واقع کاری انجام نداده بود بجز یک عمل جسمانی.	ڤەحاڵێکەێرە گ ڤەڕاسییا کاری نەکردۊتێ بێجگەژ کار بەدەنی	Kakavandi	Harsin	Laki Kurdish	AM	
we lack the courage to step from our accustomed role	شهامت آن را نداریم تا از لاک همیشگی سر برون آوریم	زەڵە ئەوە نەێریم گ ئەژ لاک هەراێهەری سەر باریمنە درەێرە	Kakavandi	Harsin	Laki Kurdish	AM	
I don't know who else to ask.	کس دیگری را هم ندارم که ازاو خواهش کنم.	کەسێ تریژ نەێرم گ بلاڵکمێ ئەرن	Kakavandi	Harsin	Laki Kurdish	AM	
he finished, smiling more broadly than ever.	با خوش رویی غیرعادی لبخند زد.	ڤەگەرد خوەشڕۊیی نائاساییکا لەوزەخەنەێ کردێ	Kakavandi	Harsin	Laki Kurdish	AM	
she asks, voice high and fake innocent.	صدایش بلند و همراه با معصومیتی تصنعی است.	ئەو مەپرسێ، ڤەگەرد دەنگ بەرز و پاکی دورووکانی	Kakavandi	Harsin	Laki Kurdish	AM	
when she came striding into view across the lawn	که پروفسور اسپروات از دور پدیدار شد.	هەنێگ ئەو ڤەگەرد گام نیاێن ڤە نام چەمەنێرە دیاری دریا	Kakavandi	Harsin	Laki Kurdish	AM	
he now passed the paper over to her.	روزنامه را به دست مادرش داد	ڕووژنامە داێە دەس داێا	Kakavandi	Harsin	Laki Kurdish	AM	
I was your equal at eighteen quite your equal.	در هیجده سالگی با شما برابر بودم کاملاً برابر.	ڤە هژدە ساڵانی ڤەگەرد هومە لووئاێلوو و براێبەر بیم	Kakavandi	Harsin	Laki Kurdish	AM	
so our train was sent here.	قطار رو هم به آتلانتا فرستادند.	قەتارانیژ ئەڕا ئێرە کل کرد	Kakavandi	Harsin	Laki Kurdish	AM	
I examined her carefully.	با دقت او را از نظر گذراندم.	ڤەدقەتا چەمم ئایشت ئەرن	Kakavandi	Harsin	Laki Kurdish	AM	
unless he knows that subject well.	مگر اینکه به آن موضوع کاملاً وارد باشد.	مەر یە گ کامڵ سەر ئەژ ئە گەپە بووتێ	Kakavandi	Harsin	Laki Kurdish	AM	
but what did that matter?	ولی این موضوع اهمیتی نداشت.	ئەمانێ ئێ مەوزووە ئەهەمێیەتێ نیاشتێ	Kakavandi	Harsin	Laki Kurdish	AM	
I sent her out this morning with the other young woman	من او را به همراه خانم دیگر به خارج فرستادم	م ئەوم ڤەگەرد ژەنێ تر کل کرد ئەڕا خارج	Kakavandi	Harsin	Laki Kurdish	AM	
but you needn't imagine I shall keep your ridiculous secrets.	ولی گمان نکن که این موضوع را برای همیشه از وی پنهان خواهم داشت.	ئەمانێ گومان نەکە ئێ گەپە ئەڕا هەمۊشە ئەژ ئەوە مەشارما	Kakavandi	Harsin	Laki Kurdish	AM	
bursting into a hearty laugh	از ته دل خنده را سر داده بود	ئەژ تە دڵا خەنۊ	Kakavandi	Harsin	Laki Kurdish	AM	
unless he wanted to be noticed.	مگر اینکه خود فلگ اینطور بخواهد.	مەگەر یە گ فڵەک وژ ئاهانە بەیتێ	Kakavandi	Harsin	Laki Kurdish	AM	
he disappeared into his house	با دیدن او به اتاقش برگشت	ڤەگەرد دیین ئەو، پلیا ئەورە ئەڕا ئووتاقەی	Kakavandi	Harsin	Laki Kurdish	AM	
that if he the landlord really had no other place for me	اگر او صاحب مسافرخانه واقعا جای دیگری ندارد که به من بدهد	ئەر ئە ساێ ماسفرخانە جاێ تر نیاشتێ گ بێیە بێنم	Kakavandi	Harsin	Laki Kurdish	AM	
I kept her in my heart	او را خواستم خاتم قلبم باشد	ئەومە مەگست تا ڤیریا دڵم بوو	Kakavandi	Harsin	Laki Kurdish	AM	
loving each other like unhurried old sweethearts	بدون عجله همدیگر را دوست داشتند مثل عاشق و معشوقی پیر.	بێ تەڤە بین یەکتریان دووسە مەورد چۊ دو ئاشق پیر	Kakavandi	Harsin	Laki Kurdish	AM	
I want to be there when every one suddenly understands what it has all been for.	میدانم در آن لحظه که همهٔ افراد بشر ناگهان علت همهٔ این حوادث را در خواهند یافت منهم حضور داشته باشم.	مەگەێم ئە گڕە گ گشت ئاێمیزاێە یەێگلەکی دەلیل ئێ هەمکە ئتفاقە مەزانن منیژ ئەر ورەلە بم	Kakavandi	Harsin	Laki Kurdish	AM	
he had sprained his ankle when the spider had dropped him.	ظاهراً هنگام سقوط بر روی زمین مچ پایش رگ به رگ شده بود.	ئەزار هەنساێ ئەر زەمین هەنگتن، مچ پا ڕەگ ئەر ڕەگ بۊتێ	Kakavandi	Harsin	Laki Kurdish	AM	
he will immediately become whatever each of us most fears.	بلافاصله به شکل چیزایی درم یاد که هر کد وم از ما ازش ون وحشت داریم.	دەرجا ڤە شێوە چێیەلێ ماێە درەێرە گ هەر کام ئەژ ئیمە زەڵەمان ئەژنانە مەچوو	Kakavandi	Harsin	Laki Kurdish	AM	
so I had a view of the water, a partial view of my neighbor's lawn, and the consoling proximity of millionaires all for eighty dollars a month.	بنابراین چشم انداز دریا را داشتم و نیمه چشم انداز چمن همسایه را قرب جوار تسلی بخش میلیونرها را و این همه فقط در برابر هشتاد دلار در ماه.	ئێنداڵکە دیدمەن دەریام داشت، نیمە دیدمەنێ ئەژ چەمەن هومساکە گ ئەر کەشاێکەش ملیانرەل بی گ دڵ ئاێمان ئارامە مەکرد، یانە گشت دەر براێبەر هەشتاد ملیان دولار	Kakavandi	Harsin	Laki Kurdish	AM	
but it was already five minutes to ten, and the girls were not yet dressed.	اما فقط پنج دقیقه به ساعت ده مانده بود و دوشیزگان هنوز لباس نپوشیده بودند.	ئەمانێ تەنیا پەنج دەقە مەنۊ ئەو سات دە و دتەلە هالیپا پرتاڵان ئەێ ڤەر نەکردۊ	Kakavandi	Harsin	Laki Kurdish	AM	
that the delay of a month might not prove fatal was sufficient to cause him to be willing to wait, and that rather indifferently, for that length of time.	یک ماه تأخیر دلیل قاطعی بر حاملگی نیست حاضر بود یک ماه تمام لاقیدانه این مسئله را پشت گوش بیندازد.	یەێ مانگ ئەودوماکەتن دەلیل یەێلاکەرێ ئەڕا لەمپڕبین نییە، حازر بی یەێ مانگ سەرڕاس ڤە سمسرەوا ئێ گەپە باێژێ ئەو پشت گووش	Kakavandi	Harsin	Laki Kurdish	AM	
so he searched around	این بود که آن دور و بر گشت	یە بییە گ ئە ڤەرگە گێردی	Kakavandi	Harsin	Laki Kurdish	AM	
will go back into animals again.	باز به کالبد جا نواران خواهد رفت.	هەمباز مەچووە قاوا گیانەڤەرەلەێرە	Kakavandi	Harsin	Laki Kurdish	AM	
prepare yourself for every emergency.	خود را برای هرگونه پیشامدی آماده سازید	وژتان ئەڕا گشت جوورە پێشهاتێ گورج ئەور کەن	Kakavandi	Harsin	Laki Kurdish	AM	
when he is striking you dead?	این خداست که تو را زده تا بمیری	یە خوداێە گ داینێ ئەرن تا بمرین	Kakavandi	Harsin	Laki Kurdish	AM	
that you decline allying yourself with my family	که شما از وصلت با من کراهت دارید.	گ هومە ئەژ پێڤەنی گرتن ڤەگەرد م ڕ ئەو سات دە و دتەلە هالیپا پرتاڵان ئەێ ڤەر نەکردۊگەردانینان	Kakavandi	Harsin	Laki Kurdish	AM	
provided that a proper humility of behaviour is at the same time maintained.	به شرطی که رفتار صحیح و تواضع رعایت شود.	ڤە مەردج یە گ ڕەفتار دورس و بێقوڕاتی ئەنجام بوو	Kakavandi	Harsin	Laki Kurdish	AM	
it is true that if he had done as he liked at the last	درست است که اگر در واپسین لحظات به میل خود رفتار کرده	دورسە ئەگەر ڤە دوماێن گڕەلەێرە ڤە گستە دڵ وژ ڕەفتار کردێیەسێ	Kakavandi	Harsin	Laki Kurdish	AM	
I'd never been strong enough to deal with the things outside my control, to attack the enemies or outrun them.	من همیشه ضعیف تر از آن بودم که با عوامل خارج از کنترل ام روبرو شوم. به دشمنانم حمله کنم یا شکستشان دهم.	م هەراێهەر ناتەوانتر ئەژ یە بیمە گ ڤەگەرد قێقووڵەلێ گ ڤە ژێر هێش منەێرە نەوین ڕۊڤەڕۊ بم، هڵامات دوشمنەلم بەورم و شکسان بێیەم	Kakavandi	Harsin	Laki Kurdish	AM	
this fog may have deadened them.	امکان دارد که این مه صدایشان را خفه کرده باشد.	هایتێر ئێ کڕکڕەمزییە دەنگ کپ کردۊنا	Kakavandi	Harsin	Laki Kurdish	AM	
then he suddenly arose	یک مرتبه از جای برخاست	یەێگلەکی ئەێ جاکەێ هێزگرتەور	Kakavandi	Harsin	Laki Kurdish	AM	
you betook yourself slowly to pace the gallery.	در عین حال برای گریز از آن حالت به آهستگی در تالار به قدم زدن پرداختی.	هەمزەمان ئەڕا هەیواین ئەژ ئە هاڵەتە ڤە نام تالارەێرە تورکیاین	Kakavandi	Harsin	Laki Kurdish	AM	
he resolutely entered the church.	با عزمی راسخ داخل کلیسا شد.	ڤە ئرادە سەنینێکا چێیەو نام کلیسا	Kakavandi	Harsin	Laki Kurdish	AM	
such a steaming and droning rose from the downpour	چنان بخار و چنان صدای یکنواختی از ریزش باران ایجاد شده بود	هانە هڵم و هانە شوڕە یەێدەنگێ ئەژ ڤارین ڤاران دورس بۊ	Kakavandi	Harsin	Laki Kurdish	AM	
one must set one's own fantasy to the violin, and carry one's self to the post.	هوسش را در بازداشتگاه اندازد و به پای خود به پاسگاه رود.	پەژارەلێ باێژێ ئەێ بازداشتگا و ڤەگەرد پا وژ بچوو ئەڕا پاسگا	Kakavandi	Harsin	Laki Kurdish	AM	
for you must either satisfactorily settle this matter with yourself	چون یا شما باید به نحو رضایت بخشی این مسئله را برای خود حل کنید	چەمەلێ ڤە نام تەریکیەێرە کامڵەن ڤاز بین	Kakavandi	Harsin	Laki Kurdish	AM	
fine de scissors without takin' all night 'bout it.	قیچی رو هم پیدا کن. تم وم شب که وقت نداریم. زود باش.	چۊنا هومە ئێ مەسەڵە مەێ ڤە شێوە خاترجەمێکا ئەڕا وژتان هەل بکەینان	Kakavandi	Harsin	Laki Kurdish	AM	
I must go now or I shall never go.	یا باید الان بروم یا هیچ وقت نروم.	یا مەێ ئیسکە بچم یا دی هەر نەچم	Kakavandi	Harsin	Laki Kurdish	AM	
they hadn't seenm him since they was boys together	از بچگی تا حالا همدیگر و ندیده بودند	ئەژ ئایلیرا تا ئیسکە یەکترکییان نەوی	Kakavandi	Harsin	Laki Kurdish	AM	
I agree we would have expected to have found her by now	البته من انتظار نداشتم که بعد از این همه وقت نتونیم پی داش کنیم	ئەڵوەتە م چەمەڕێ نەویم دوما ئێ هەمکە ڤەختە نەتۏنیمن بکەیمنێ ڤە دی	Kakavandi	Harsin	Laki Kurdish	AM	
in such cases the complete revelation always produces the impression of a previous duplicity.	در چنین مواردی فاش گویی کامل همواره حالت دورویی گذشته را دارند.	ڤە ئاهانە چێیەلێکەێرە ئاڤتن کامڵ هەر ئە هاڵەت دوڕ ئەو سات دە و دتەلە هالیپا پرتاڵان ئەێ ڤەر نەکردۊییە گوزەشتە درن	Kakavandi	Harsin	Laki Kurdish	AM	
he had been engaged in two affairs of the utmost importance	هولمز سرگرم حل و فصل دو ماجرای بی نهایت مهم شده بود.	ئەو سەرگەرم ڕێک و ڕاس کردن دو گلە ماجرا فرەهان موهم بۊ	Kakavandi	Harsin	Laki Kurdish	AM	
a long night during which she lay awake until dawn, her ears strained to hear his key in the latch.	شبی طولانی که اسکار لت تا سحر بیدار ماند گوشش را تیز کرده بود که صدای در را بشنود.	شەو درێژێ گ ئسکارلت تا پاشامە ڤە خەڤەر بی، گووش تێژا کردۊتێ گ دەنگ دەر بشنەوێ	Kakavandi	Harsin	Laki Kurdish	AM	
she said, and she did not trouble to lower her voice.	اصلاً ناراحت نبود از این که کسی حرفی را بشنود.	هەر ناڕات یە نەوی گ کەسێ دەنگێ بشنەوێ	Kakavandi	Harsin	Laki Kurdish	AM	
that I look on marriage as a divine institution to which we must conform.	که به عقیده من ازدواج اصل مقدسی است که باید از آن پیروی کرد.	ڤە باوەڕ منەێرە ڤە ژەن و شۊ بین قانووب بمارکێکە گ مەێ بەورینێ ئەو ڕێ	Kakavandi	Harsin	Laki Kurdish	AM	
though a thousand other whales were brought to his ship	هرچند هزار وال دیگر را به کشتی او بیاورند	هەر چەن هزار گلە تر جاڵ بارن ئەڕا کەشتییە ئەو	Kakavandi	Harsin	Laki Kurdish	AM	
suppose a church whose choir is grasped in a gigantic hand	کلیسایی فرض کنید که محل سرود خواندنش با دست عظیمی گرفته شده	کلیساێ بارنەێ نەزەر گ جا سوروودخوەننەێ ڤە دەس قەوینێ گیرریایە	Kakavandi	Harsin	Laki Kurdish	AM	
I lacked humility.	من تواضع را از یاد برده بودم.	م قوڕات نەوینم ئەژ ڤیر بردۊ	Kakavandi	Harsin	Laki Kurdish	AM	
began to assist in exercising the prisoner.	بنا کرد به کمک کردن به تام برای آزردن و برگرداندن زندانی.	بنیا نیای ئەر یارمەتی دەسمێیەت داێن تام ئەڕا ئازار داێن و ئابردن زندانی	Kakavandi	Harsin	Laki Kurdish	AM	
I climbed into the dinghy.	داخل قایق کوچک پارویی شدم.	چمە نام قایق گوجەر پاڕووداڕرێکا	Kakavandi	Harsin	Laki Kurdish	AM	
he exclaimed, getting angry.	سپس با عصبانیت چنین نهیب زد	سە ڤە تۊڕەوا هانە خوڕیا	Kakavandi	Harsin	Laki Kurdish	AM	
then we can turn our attention to other matters.	بعد از این کار می تونیم به مسائل دی گه بپردازیم.	دوما ئێ کارە مەتۏنیم بچیمن ئەو سەرڤەخت ئە کارەلە	Kakavandi	Harsin	Laki Kurdish	AM	
to hang two on one side and two on the other, within the door of the cave,	دو قطعه را در طرفی و دو قطعه دیگر را در طرف دیگر درب غار آویزان کنند.	دو کوت ئەر یەێ لا و دو کوت تر ئەر لاێ ترک دەر مەڕە بدوڵفانن ئرا	Kakavandi	Harsin	Laki Kurdish	AM	
but then you said you would write me	ولی آخر تو هم قول داده بودی که برایم نامه بنویسی	ئەمانێ تونیج خوو قەڵت داوی نامەم ئەڕا بنۊسین	Kakavandi	Harsin	Laki Kurdish	AM	
repeating my voyage early in the morning	بامداد روز دیگر به سفر دریائی ادامه دادم	شاوارە ئەوا ڕووژە ئدامەم دا ئە سەفەر دەلیایی	Kakavandi	Harsin	Laki Kurdish	AM	
who rose full of the enjoyment of his age.	با نشاطی که مقتضی این سن است	ڤە بەوشێکا گ ئەرنهەتێ ئێ سن منەسە	Kakavandi	Harsin	Laki Kurdish	AM	
he had taken refuge.	مو رل آنجا پنهان شده بود	ئەو پەلامار بردۊتێ ئەو ورەلە	Kakavandi	Harsin	Laki Kurdish	AM	
saw his sister sitting patiently in her prim nightgown	خواهرش را با لباس خواب دید	خوەکەێ ڤە دوڵنگ خاوا دیتێ	Kakavandi	Harsin	Laki Kurdish	AM	
I shall not reach your light	روشنائی شما را من نخواهم چشید.	ڕووشنایی هامە نمەچەشم	Kakavandi	Harsin	Laki Kurdish	AM	
dispensing the currant wine in a little glass without a foot, which was his own property.	او نوشیدنی را در گیلاس کوچکی که از اموال خودش بود دوره انداخت.	ئەو نووشیدەنی گ ڤە پەیک گوجەرێکەێرە گ ئەژ ماڵ وژ بیتێ هاوا داێ	Kakavandi	Harsin	Laki Kurdish	AM	
because, to the natural feeling of relationship was added the consciousness of his moral superiority	به علت اینکه علاوه بر احساس طبیعی رابطه آگاهی از برتری اخلاقی هم اضافه شده است	ڤە سانگە یەوا بێژگە ئحساس تەبیئی ئەژ ئاگاهی، بەرتەری ئەخڵاقیژی ئزافە بییەسەبێن	Kakavandi	Harsin	Laki Kurdish	AM	
for they had no water for men or horses.	زیرا آب آشامیدنی برای افراد و سپاه خود نداشتند.	چۊنا ئاو هواردنان ئەڕا کەسەل و سپا وژ نیاشت	Kakavandi	Harsin	Laki Kurdish	AM	
but he did not say anything that allowed anyone to guess his intentions.	اما او چیزی بروز نداد تا هر کدام مطابق برداشت خودشان قضاوت نکنند و به قصد او پی نبرند.	ئەمانێ ئەو چێ ڕۊ نەکردێ تا هۊچکام ئەژ ڕۊ بەرداشت وژان داوەری نەکەن و وە مەبەست پەێ نەورنێ	Kakavandi	Harsin	Laki Kurdish	AM	
I could watch you getting taller by the minute.	من می تونم ببینم که هر دقیقه بلندتر میشی.	منە مەتۏنم بۊنم گ هەر دەقە درێژترە ماوئرا	Kakavandi	Harsin	Laki Kurdish	AM	
his honor being engaged in keeping it	آبروی او در نگهداری آن است	ئاوڕۊ ئەو ها نام پرێزانن ئەوەێرە	Kakavandi	Harsin	Laki Kurdish	AM	
I did the wolf whined	صدای زوزه مانند او جواب داد من	ڤە دەنگێکا چۊ لۊلە گوردگ، جواو داێا: من.	Kakavandi	Harsin	Laki Kurdish	AM	
silence on both sides.	سکوت عمیقی بین ما حک مفرما بود.	کشمات قوێڵمانێ ڤە نامەێرە بی	Kakavandi	Harsin	Laki Kurdish	AM	
he dug into his pocket for the required coins	جیبش را برای پیدا کردن سکه لازم زیرورو کرد	گیفان وژ ئەڕا ڤەدیکردن سکە پۊلە ژێر و ڕۊ کردێ	Kakavandi	Harsin	Laki Kurdish	AM	
I gave the glasses back to the coastguard.	دوربین را مجدداً به نگهبان ساحلی پس دادم.	دۊربۊنەم ئەێ دووارکە داوە نگەوان ساهڵییە	Kakavandi	Harsin	Laki Kurdish	AM	
as neither heaven has created nor hell seen any that can daunt or intimidate me,	چون خداوند مخلوقی نیافریده و دوزخ موجودی بیرون نداده است که بتواند در دل من ایجاد رعب و وحشت کند یا مرا در محظور بگذارد	چۊ نا خودا مەوجوودێ نەیافەرینییەسێ و دووزەخ مەوجوودێ ئەو دەر نیاسێ گ بتۏنێ ڤە نام دڵ منەێرە ترس و سێیشت دورس بکەێ یا نووام بگرێ	Kakavandi	Harsin	Laki Kurdish	AM	
the governor assured him that the man was still mad	مدیر تیمارستان به وی گفت که آن مرد هنوز دیوانه است	سەرپرەس شێتخانە ڤتێیە ئەو گ ئە پیا هالیپا هەر شێتە	Kakavandi	Harsin	Laki Kurdish	AM	
burned their homes, and sold their women.	خانه هاشان را سوزانده و زنانشان را به کنیزی فروخته است.	ماڵەل ئەوانان سزانێیە و ژەنگەل ئەوانان ئەڕا کەنیزی فرووتێیە	Kakavandi	Harsin	Laki Kurdish	AM	
in him as a suitable social figure if only he did nothing to offend them?	یه روزی منو تو جمع خودش ون قبول کنن.	یەێ ڕووژێ من ڤە نام بڕ وژتانەێرە قەبوول بکەن	Kakavandi	Harsin	Laki Kurdish	AM	
he muttered various curses on her awkwardness	به او برای ناشیگریش چند فحش داد	چەن گلە دوشمین ئەڕا ناشیگەریی داێ ڤە بێن	Kakavandi	Harsin	Laki Kurdish	AM	
put a price of five thousand pesos on his head.	مبلغ پنج هزار پز و برای سر او جایزه تعیین کرد.	ئەڕا سەر ئەو پەنج هزار پزوو خڵاتان دیاری کردۊ	Kakavandi	Harsin	Laki Kurdish	AM	
my mother and he had another stroll by the sweetbriar	باز هم در کنار نرده با مادرم مشغول قدم زدن شد	هەمباز ڤە لا نەردەلەوا ڤەگەرد دام کەت ئەو گام نیاێن	Kakavandi	Harsin	Laki Kurdish	AM	
over biscuit and fried junk.	سرگرم خوردن کباب گوشت و بیسکویت شدیم.	سەرگەرم هواردن کەواو و کولیچە بیمن	Kakavandi	Harsin	Laki Kurdish	AM	
at last she was free.	سرانجام طنابی که دختر بچه را به مجسمه بسته بود پاره شد.	ئاخرسەر تەنافەکە گ دتیلکە ڤە بێن بەسریاویتێیا، بڕیا	Kakavandi	Harsin	Laki Kurdish	AM	
many lives must inevitably be sacrificed.	نهایتا حانهای دیگری هم از دست خواهد رفت.	دەس ئاخر گیان کەسەل ترکیژ ئەێ دەسە مەچوو	Kakavandi	Harsin	Laki Kurdish	AM	
then he piled up twenty five thousand crowns each worth about eighty francs of our money	بعد از آن بیست و پنج هزار اکو طلا شمرده که تقریبا هراکو هشتاد فرانک قیمت داشت	دوما ئەڤە گ بیس و پەنج هزار ئکوو زەڕان شومارد گ هەر ئکوو زەڕ دەور و ڤەر هەشتا فرانک نرخ بیتێ	Kakavandi	Harsin	Laki Kurdish	AM	
raising the camera hopefully.	با شور و شوق دوربینش را بالا آورد.	ڤە بەوش و خوەشێکا دۊربۊنەی ئاوردێ ئەو بان	Kakavandi	Harsin	Laki Kurdish	AM	
that not all of their hopes had been fulfilled	به همه آ رزهایشان نرسیده بودند	ڤە گشت ئاوەختەلێ نەڕەسۊ	Kakavandi	Harsin	Laki Kurdish	AM	
then pulled the volume out.	سپس آن جلد را بیرون آوردم.	دومارێ ئە جەلتمە ئاوردەێر	Kakavandi	Harsin	Laki Kurdish	AM	
so I said it in other ways.	بنابراین یه جوردیگه منظورم رو گفتم.	ئینداڵکە یەێجوور تر مەبەست وژم ڤت	Kakavandi	Harsin	Laki Kurdish	AM	
but I thought it necessary to disguise my country	اما واجب دیدم که نام کشور خود را پنهان کنم	ئەمانێ لازمم دی گ نام کشڤەر وژم ئاشارم	Kakavandi	Harsin	Laki Kurdish	AM	
showed the vacancy.	جای خالی دندان را نشان داد.	جا هالی دنانە نیشان داێ	Kakavandi	Harsin	Laki Kurdish	AM	
a spectacle and demeanour to strike terror into temerity itself.	نگاه و حرکات او کافی بود که به نفس جسارت نیز بیم و وحشت بدهد.	سەێر و جمشتەل ئەو ڤەس بین تا گ ترس و تاشا باجێ ئەێ گیان دلێری	Kakavandi	Harsin	Laki Kurdish	AM	
that's the solution of the mystery!	اکنون مساله به خودی خود روشن است!	ئیسکەتە مەسەڵە وژئەڕاوژ دیارییە	Kakavandi	Harsin	Laki Kurdish	AM	
somebody had lately raised her from the condition of scholar to that of parlour boarder.	این اواخر هم کسی او را از شاگرد معمولی مدرسه به شاگرد مخصوص تبدیل کرده بود	ئێ دومارگلە کەسێ ئەو ئەژ یەێ شاگرد ئاسایی کردۊتێ ڤە یەێ شاگرد ئەورڤێژیا	Kakavandi	Harsin	Laki Kurdish	AM	
more than one thousand rubles of their money had passed through his hands.	شاید هزاران روبل پولشان به دست او خرج شده بود.	گاێس هزاران ڕووبڵ ئەێ پۊلەوان ڤە دەس ئەو خەرج کریاوی	Kakavandi	Harsin	Laki Kurdish	AM	
it must be quite ten years since I walked side by side with one of my girls.	درست ده سال بود که من پهلو به پهلو با یکی از دخترهایم قدم نزده بودم.	دۊز دە ساڵ بی گ م شان ئەر شان ڤەگەرد یەکێ ئەژ دتگەلم گامم نەنیاێە	Kakavandi	Harsin	Laki Kurdish	AM	
too sick to love his sister.	بیمارتر از آن بود که خواهرش را دوست بدارد.	ناخوەشتر ئەژ ئەڤە بییە گ خوەکەێ دووس بەورێ	Kakavandi	Harsin	Laki Kurdish	AM	
descried a man looking out of a door, breast high, on the second story.	دید مردی بالاتنه خود را از طبقه فوقانی به پایین خم کرده است	دیتێ پیاێ ئەێ پووشە بانێنەوا تا نام قەێ ڤرێ هوار هوەل بییەسا	Kakavandi	Harsin	Laki Kurdish	AM	
that he was to be a boss!	یعنی یک سرکارگر خواهد شد!	یانێ ماوە یەێ سەرکارگەر	Kakavandi	Harsin	Laki Kurdish	AM	
that is most sacred to me in the world, namely, by my mother	به ارواح مادرم که هرگز اقرار به این مزا وجه نخواهم نمود.	ڤە ئەروا دام هەرگز ئێ «ڤە ژەن و شۊ» بینە ئانمووشم	Kakavandi	Harsin	Laki Kurdish	AM	
burst into the room	چنان ناگهانی وارد اطاق شد	ئاهانە ناهەڵمانە چێیە نام ئووتاقەوا	Kakavandi	Harsin	Laki Kurdish	AM	
I was so faint and tired, that the idea of holding out for six miles more, was too much for me.	به قدری ناتوان و خسته بودم که فقط فکر پیمودن راهی به درازای شش میل برایم غیرقابل تحمل بود.	ئەخنکە شەکەت بیم گ نمەتۏنستم سیفا یە بکەم گ مەگەێ شەش مایل بەمەپاوا	Kakavandi	Harsin	Laki Kurdish	AM	
something that was too impenetrable for ultrasounds, too tough for needles.	چیزی که برای فراصوت ها محافظ بود و و خیلی سخت برای سوراخ شدن.	چێ گ ئەڕا ئەپەڕدەنگەل پەرێزەر بی، و فرەهان سەخت ئەڕا کوناکردن	Kakavandi	Harsin	Laki Kurdish	AM	
but let him cheerfully allow himself to spend and be spent in that way.	بلکه باید بگذارید شوخی خود را بکند و تحویل بگیرد.	ئەمانێ مەگەێ بهیلینان تیتاڵی وژ بکەێ و ئەوربگرێ	Kakavandi	Harsin	Laki Kurdish	AM	
when I am almost crazy.	در صورتی که حال من واقعا خراب است.	هەنساێ گ ڤەڕاسییا هاڵم خراوە	Kakavandi	Harsin	Laki Kurdish	AM	
that it had no closed helmet, nothing but a simple morion.	یعنی بجای کلاه خود کامل کلاه ناقصی بیش ندارد.	یانێ ئەێ جیای کڵاوقوور سەرەڕاسێ، کڵاو کەلەلاێ فیشتر نەێرێ	Kakavandi	Harsin	Laki Kurdish	AM	
she had gauged her quarry well, the gross old spider.	رطیل پیر او را خوب محک زده بود.	ڕوتەیلا پیرەکە خاس ئەو دوپێیەک کردۊتێیا	Kakavandi	Harsin	Laki Kurdish	AM	
standing a little apart	که اندکی برکنار واقع شده بود	گ گەڵێ هووساوی ئەو پەلۊ	Kakavandi	Harsin	Laki Kurdish	AM	
how you do gallop on, my good man!	چه خبر ته مرد حسابی! چه چار نعل میری!	یە چات پیا خاسەکە، ئەڕا نیات ئەێ چووارە	Kakavandi	Harsin	Laki Kurdish	AM	
when I'm not having laurie.	البته در مواقعی که با لاری نیستم.	ئەڵڤەتە هەنسالێ گ ڤەگەرد لاری نیم	Kakavandi	Harsin	Laki Kurdish	AM	
he went panting into the confused and gloomy place where there was barely room to move.	نفس زنان وارد یک جای دل گیر و شلوغی شد که جای تکان خوردن نداشت.	ڤە هەناسێبڕکێ چێیە جا دڵگیر و شولووقێکا گ جا ئاجۊلیاێن نیاشتێ	Kakavandi	Harsin	Laki Kurdish	AM	
only look at her well and thou wilt see I am telling the truth.	اگر تو در وجاهت دختر من تردیدی داری خوب او را تماشا کن تا پی به حقیقت گفتار من ببری.	ئەگەر تو ڤە باولایقی دتەکەم دوشکین، خاس بپایتێ ئەرن تا پەێ بەورین ئەو بن ڕاسی ڤتەلم	Kakavandi	Harsin	Laki Kurdish	AM	
checkmated in this general way, was at a loss as to how to proceed.	در همان حال دخترک مانند کسی که در شطرنج مات شده باشد درمانده بود که چه واکنشی نشان دهد.	دتیلک هەر ڤە ئە هاڵا، چۊ کەسێ گ ڤە نام شەترەنجەێرە مات بۊ، مەنۊ چەبکەێ	Kakavandi	Harsin	Laki Kurdish	AM	
as if'the thought passed through my mind'I were dying too.	گفتی من نیز با او در کار مردنم.	ڤتت گ منیژ چۊ ئەو هامە نام کار مردنەێرە	Kakavandi	Harsin	Laki Kurdish	AM	
I looked up in confusion.	من با اضطراب و ناراحتی گفتم.	م ڤە ناڕاتی و دڵەڕاوکییا ڤتم	Kakavandi	Harsin	Laki Kurdish	AM	
